Vv_m2,2000,1000,VIT_04s0069g01120
rank,node,Fabs,Frel,Functional-annotation,Name-EC-KeggID,Updated-name,Network1,Network2
1,VIT_06s0009g03390,2046,1.0000,No hit,,,,
2,VIT_15s0046g03240,2079,1.0000,Unknown protein,,,,
3,VIT_09s0002g06750,2077,1.0000,ERF/AP2 transcription factor sub B-6 SHINE,SHINE1_1,VvERF042,vv30008Ethylene_signaling,vv60003AP2_EREBP
4,VIT_19s0090g01050,2070,1.0000,Endo-beta-1 4-glucanase,E3_2_1_4,,vv40006Cell_wall,
5,VIT_19s0090g00730,2061,1.0000,No hit,,,,
6,VIT_18s0041g00840,2076,1.0000,UDP-glucose: anthocyanidin 5 3-O-glucosyltransferase,E2_4_1_238,,vv10941Flavonoid_biosynthesis,vv10942Anthocyanin_biosynthesis
7,VIT_09s0002g03050,2056,0.9995,Lipase GDSL,,,,
8,VIT_11s0016g00880,2068,0.9990,Strictosidine synthase; Soluble quinoprotein glucose dehydrogenase,E4_3_3_2,,vv10900Terpenoid_biosynthesis,vv10902Monoterpenoid_biosynthesis
9,VIT_01s0137g00410,2068,0.9990,CYP86A2,,,,
10,VIT_11s0037g00320,2062,0.9990,Serine carboxypeptidase S10,,,,
11,VIT_13s0067g02910,2077,0.9986,Non-specific lipid-transfer protein,,,,
12,VIT_17s0000g09270,2065,0.9985,MATE efflux family protein,MATE,,vv50125Porters_cat_66_to_94,
13,VIT_15s0046g01960,2068,0.9971,Hydroquinone glucosyltransferase,E2_4_1_218,,vv10500Starch_and_sucrose_metabolism,
14,VIT_08s0056g01130,2063,0.9957,Mini zinc finger 2 MIF2,MIF2_2,,vv60068Zf-HD,
15,VIT_18s0001g10050,2065,0.9942,LRX1 (leucine-rich repeat/extensin 1),EXTENSIN,,vv40006Cell_wall,
16,VIT_16s0098g01740,2055,0.9932,Unknown protein,,,,
17,VIT_02s0033g01050,2049,0.9932,Anthraniloyal-CoA: methanol anthraniloyal transferase,AMAT,,vv10400Phenylalanine_tyrosine_and_tryptophan_biosynthesis,
18,VIT_18s0001g10060,2046,0.9922,LRX1 (leucine-rich repeat/extensin 1),EXTENSIN,,vv40006Cell_wall,
19,VIT_12s0059g00190,2041,0.9898,Beta-expansin (EXPB3),EXPB3,,vv30003Auxin_signaling,
20,VIT_13s0064g01640,2045,0.9874,Beta-primeverosidase,E3_2_1_149,,vv11000Single_reactions,
21,VIT_04s0079g00110,2022,0.9825,Kinesin 4 motor protein,K10395,,vv44810Regulation_of_actin_cytoskeleton,
22,VIT_06s0004g01550,2024,0.9787,Phosphoribosylanthranilate transferase,E2_4_2_18,,vv10400Phenylalanine_tyrosine_and_tryptophan_biosynthesis,
23,VIT_00s0820g00020,2036,0.9784,Anthocyanidine rhamnosyl-transferase,RHATR,,vv10942Anthocyanin_biosynthesis,
24,VIT_18s0001g02720,2023,0.9773,fatty acid elongation1 (FAE1),,,,
25,VIT_09s0054g01370,2027,0.9741,Beta-amyrin synthase,E5_4_99_BAS,,vv10900Terpenoid_biosynthesis,
26,VIT_12s0059g01830,2008,0.9677,Unknown,,,,
27,VIT_13s0067g00400,1986,0.9650,Anthranilate synthase alpha 1,E4_1_3_27,,vv10400Phenylalanine_tyrosine_and_tryptophan_biosynthesis,
28,VIT_18s0166g00220,1985,0.9645,No hit,,,,
29,VIT_00s1663g00010,1993,0.9637,No hit,,,,
30,VIT_19s0015g00510,1984,0.9612,Pectate lyase 2,E4_2_2_2,,vv40006Cell_wall,
31,VIT_13s0019g02880,1985,0.9589,UDP-glucoronosyl/UDP-glucosyl transferase,,,,
32,VIT_18s0122g00220,1981,0.9575,Phosphodiesterase/alkaline phosphatase D,E3_1_4_1,,,
33,VIT_01s0026g02030,1977,0.9537,Basic helix-loop-helix (bHLH) family,BHLHDOM_59,,vv60011BHLH,
34,VIT_15s0046g02380,1994,0.9532,CYP86A8,,,,
35,VIT_11s0016g05340,1959,0.9510,Ethylene-responsive transcription factor SHINE 3,SHINE3_2,VvERF043,vv30008Ethylene_signaling,vv60003AP2_EREBP
36,VIT_03s0038g01410,1971,0.9490,Aquaporin PIP PIP1A,PIP1A,,vv50101Channels_and_pores,
37,VIT_14s0068g01520,1935,0.9352,Double-stranded RNA-binding (DsRBD) domain-containing protein,,,,
38,VIT_10s0003g01010,1925,0.9349,Lipase GDSL,,,,
39,VIT_05s0077g02000,1938,0.9335,Epoxide hydrolase,E3_3_2_10,,,
40,VIT_10s0597g00050,1925,0.9322,Heat shock transcription factor B2A,HSFB2A_3,,vv60037HSF,
41,VIT_01s0182g00130,1925,0.9277,PHO1-like protein,PHO1,,vv50125Porters_cat_66_to_94,
42,VIT_06s0080g00760,1901,0.9246,Unknown protein,,,,
43,VIT_12s0034g00250,1908,0.9231,Aquaporin PIP1A,PIP1A,,vv50101Channels_and_pores,
44,VIT_01s0026g02280,1895,0.9195,Binding,,,,
45,VIT_13s0019g03710,1909,0.9191,Lateral organ boundaries protein 1,LBD1_7,,vv60007AS2,
46,VIT_08s0007g09000,1911,0.9179,Glycerol-3-phosphate dehydrogenase,E1_1_1_8,,vv10564Glycerophospholipid_metabolism,
47,VIT_09s0002g06310,1907,0.9177,No hit,,,,
48,VIT_11s0037g01290,1894,0.9159,No hit,,,,
49,VIT_05s0077g02300,1877,0.9076,UDP-glucuronic acid decarboxylase 2,E4_1_1_35,,vv10500Starch_and_sucrose_metabolism,vv10520Nucleotide_sugars_metabolism
50,VIT_15s0046g00710,1869,0.8999,Wax synthase,E2_3_1_75,,vv11000Single_reactions,
51,VIT_18s0001g05950,1851,0.8985,Cis-zeatin O-beta-D-glucosyltransferase,E2_4_1_215,,vv10908Zeatin_biosynthesis,
52,VIT_13s0064g01740<br>VIT_13s0064g01750,1858,0.8967,
53,VIT_09s0002g03000,1857,0.8949,Leucine-rich repeat protein kinase,,,,
54,VIT_00s0665g00020,1853,0.8939,Carrier protein  Mitochondrial,K03454,,vv50123Porters_cat_18_to_29,
55,VIT_05s0029g00510,1837,0.8913,Aquaporin PIP PIP1A,PIP1A,,vv50101Channels_and_pores,
56,VIT_12s0134g00140,1845,0.8913,R-linalool synthase,E4_2_3_26,,vv10900Terpenoid_biosynthesis,
57,VIT_15s0046g00310,1822,0.8832,Transcription factor TINY,ERF023,VvERF015,vv30008Ethylene_signaling,vv60003AP2_EREBP
58,VIT_06s0061g00240,1820,0.8822,ABC transporter G member 7,ABCG7,,vv52010ABC_transporters,
59,VIT_14s0066g01730,1811,0.8770,Cellulose synthase CSLC04,E2_4_1_12_CSLC04,,vv40006Cell_wall,
60,VIT_16s0022g00340,1794,0.8755,Unknown,,,,
61,VIT_11s0016g05230,1751,0.8541,Allyl alcohol dehydrogenase,,,,
62,VIT_10s0042g00190,1776,0.8538,No hit,,,,
63,VIT_10s0092g00370,1772,0.8523,CYP71D7,E1_14_13_73,,vv10902Monoterpenoid_biosynthesis,
64,VIT_16s0050g02430,1755,0.8486,Receptor protein kinase,,,,
65,VIT_10s0003g00600,1762,0.8479,Lipase GDSL,,,,
66,VIT_02s0025g02630,1732,0.8449,Lipase GDSL,,,,
67,VIT_18s0041g01480,1752,0.8439,No hit,,,,
68,VIT_04s0023g02230,1732,0.8420,S-adenosyl-L-methionine:salicylic acid carboxyl methyltransferase,SAMTBSCMT,,vv10360Phenylalanine_metabolism,
69,VIT_08s0007g02000,1727,0.8303,Glycerol-3-phosphate acyltransferase 8,E2_3_1_15,,vv10561Glycerolipid_metabolism,vv10564Glycerophospholipid_metabolism
70,VIT_15s0021g02110,1726,0.8302,AP2 domain-containing transcription factor TINY,TINY_8,VvERF029,vv30008Ethylene_signaling,vv60003AP2_EREBP
71,VIT_10s0092g00150,1717,0.8295,Patatin protein 3,,,,
72,VIT_10s0071g00030,1707,0.8290,Strictosidine synthase,E4_3_3_2,,vv10900Terpenoid_biosynthesis,vv10902Monoterpenoid_biosynthesis
73,VIT_07s0031g01680,1702,0.8179,CYP86A1,,,,
74,VIT_04s0023g01720,1680,0.8155,SEC14 cytosolic factor  putative,SEC14,,vv50122Porters_cat_7_to_17,
75,VIT_15s0046g01460,1677,0.8153,Unknown,,,,
76,VIT_01s0011g00080,1673,0.8082,Universal stress protein (USP) family protein,,,,
77,VIT_09s0002g03130,1656,0.8012,FRK1 (FLG22-induced receptor-like kinase 1),FRK1,,vv34626Plant-pathogen_interaction,
78,VIT_12s0055g01140,1650,0.7994,Lipid transfer protein,LTP,,,
79,VIT_14s0060g00090,1657,0.7986,SNARE YKT6 1,K08516,,vv24130SNARE_interactions_in_vesicular_transport,
80,VIT_17s0000g06110,1636,0.7965,Glutathione S-transferase 9 GSTU9,E2_5_1_18_GSTU9,,vv10480Glutathione_metabolism,
81,VIT_00s1314g00010,1650,0.7940,Basic helix-loop-helix (bHLH) family,BHLHDOM_89,,vv60011BHLH,
82,VIT_00s0218g00100,1638,0.7905,Metal transporter Nramp6,NRAMP6,,vv50124Porters_cat_30_to_64,
83,VIT_12s0034g02570,1623,0.7852,Leucine Rich Repeat receptor-like kinase,,,,
84,VIT_17s0000g06130,1613,0.7842,Glutathione S-transferase 9 GSTU9,E2_5_1_18_GSTU9,,vv10480Glutathione_metabolism,
