Vv_m2,2000,1000,VIT_03s0038g01410
rank,node,Fabs,Frel,Functional-annotation,Name-EC-KeggID,Updated-name,Network1,Network2
1,VIT_18s0122g01280,2074,1.0000,Niemann-Pick C1 protein precursor,NPC1,,vv50121Porters_cat_1_to_6,
2,VIT_04s0023g01720,2054,1.0000,SEC14 cytosolic factor  putative,SEC14,,vv50122Porters_cat_7_to_17,
3,VIT_09s0002g06750,2066,1.0000,ERF/AP2 transcription factor sub B-6 SHINE,SHINE1_1,VvERF042,vv30008Ethylene_signaling,vv60003AP2_EREBP
4,VIT_11s0037g00890,2075,0.9995,Glutamine amidotransferase class-I domain-containing protein,K08681,,vv10750Vitamin_B6_metabolism,
5,VIT_00s0361g00090,2070,0.9995,Phototropic-responsive NPH3 protein,,,,
6,VIT_09s0002g01650,2073,0.9990,5'-nucleotidase surE,E3_1_3_5,,vv10230Purine_metabolism,vv10240Pyrimidine_metabolism
7,VIT_13s0067g00400,2070,0.9990,Anthranilate synthase alpha 1,E4_1_3_27,,vv10400Phenylalanine_tyrosine_and_tryptophan_biosynthesis,
8,VIT_11s0016g05340,2067,0.9986,Ethylene-responsive transcription factor SHINE 3,SHINE3_2,VvERF043,vv30008Ethylene_signaling,vv60003AP2_EREBP
9,VIT_18s0041g00810<br>VIT_18s0041g00910<br>VIT_00s1602g00010<br>VIT_18s0041g00920<br>VIT_18s0041g00980<br>VIT_18s0041g01000<br>VIT_00s2707g00010<br>VIT_18s0041g01080<br>VIT_18s0041g00950<br>VIT_18s0041g00830<br>VIT_18s0041g01040,2058,0.9985,
10,VIT_12s0059g01830,2070,0.9981,Unknown,,,,
11,VIT_01s0137g00410,2063,0.9981,CYP86A2,,,,
12,VIT_06s0061g00240,2059,0.9981,ABC transporter G member 7,ABCG7,,vv52010ABC_transporters,
13,VIT_18s0001g11120,2058,0.9971,Ternary complex factor MIP1,,,,
14,VIT_09s0002g03140,2053,0.9961,Lipase GDSL,,,,
15,VIT_10s0003g01010,2049,0.9937,Lipase GDSL,,,,
16,VIT_10s0042g01010,2055,0.9932,CYP714A1,,,,
17,VIT_15s0046g00500,2056,0.9885,Wax synthase,E2_3_1_75,,vv11000Single_reactions,
18,VIT_07s0005g00450,2051,0.9884,Unknown protein,,,,
19,VIT_08s0007g00890,2029,0.9854,Tropinone reductase,E1_1_1_206,,vv10220Urea_cycle_and_metabolism_of_amino_groups,
20,VIT_09s0054g01220,2036,0.9850,Cycloartenol synthase,E5_4_99_8,,vv10100Biosynthesis_of_steroids,
21,VIT_17s0000g06110,2025,0.9773,Glutathione S-transferase 9 GSTU9,E2_5_1_18_GSTU9,,vv10480Glutathione_metabolism,
22,VIT_08s0040g02250,2019,0.9768,No hit,,,,
23,VIT_19s0090g00750,2004,0.9766,Dihydrolipoamide succinyltransferase,E2_3_1_61,,vv10020Citrate_cycle,
24,VIT_01s0010g00710,2015,0.9739,Armadillo/beta-catenin repeat protein / U-box domain-containing protein ,,,,
25,VIT_04s0008g05440,1986,0.9599,Ethylene-responsive transcription factor SHINE 3,SHINE3_1,VvERF044,vv30008Ethylene_signaling,vv60003AP2_EREBP
26,VIT_14s0066g00400,1985,0.9599,Chalcone isomerase,E5_5_1_6,,vv10941Flavonoid_biosynthesis,
27,VIT_08s0007g02000,1985,0.9562,Glycerol-3-phosphate acyltransferase 8,E2_3_1_15,,vv10561Glycerolipid_metabolism,vv10564Glycerophospholipid_metabolism
28,VIT_07s0129g00360,1977,0.9546,Peroxidase 73,E1_11_1_7,,vv10360Phenylalanine_metabolism,vv10680Methane_metabolism
29,VIT_18s0001g02720,1961,0.9533,fatty acid elongation1 (FAE1),,,,
