Vv_m2,2000,1000,VIT_10s0116g01880
rank,node,Fabs,Frel,Functional-annotation,Name-EC-KeggID,Updated-name,Network1,Network2
1,VIT_10s0116g01870,2080,1.0000,MATE efflux family protein,MATE,,vv50125Porters_cat_66_to_94,
2,VIT_10s0116g01580,2076,1.0000,No hit,,,,
3,VIT_18s0001g02600,2072,0.9986,Ribosomal protein S1  30S,K02945,,vv23010Ribosome,
4,VIT_01s0010g01870,2069,0.9981,Salicylic acid-induced fragment 1 protein,,,,
5,VIT_11s0037g01400,2066,0.9981,Zinc finger (C3HC4-type ring finger),ZFC3HC4_80,,vv60078Other_zf-C3HC4,
6,VIT_11s0016g04140,2063,0.9981,No hit,,,,
7,VIT_01s0011g01890,2067,0.9971,Glutathione S-transferase  C-terminal,E2_5_1_18,,vv10480Glutathione_metabolism,
8,VIT_08s0056g01070,2057,0.9956,MATE efflux family protein,MATE,,vv50125Porters_cat_66_to_94,
9,VIT_08s0007g00920,2045,0.9946,Tropinone reductase,E1_1_1_206,,vv10220Urea_cycle_and_metabolism_of_amino_groups,
10,VIT_12s0142g00640,2059,0.9937,FLS2 (flagellin-sensitive 2),K13420,,vv34626Plant-pathogen_interaction,
11,VIT_00s0532g00050,2060,0.9928,Basic helix-loop-helix ILR3,ILR3_4,,vv11002Auxin_biosynthesis,vv60011BHLH
12,VIT_12s0059g01870,2047,0.9918,GH3-like protein,AUXINBIOSYNTHESIS_GH3,,vv11002Auxin_biosynthesis,
13,VIT_02s0025g02680,2045,0.9903,Growth-regulating factor 5,GRF5_1,,vv60033GRF,
14,VIT_13s0067g02390,2045,0.9894,Unknown,,,,
15,VIT_08s0058g01320,2047,0.9875,Unknown,,,,
16,VIT_05s0049g01010,2022,0.9873,Myb domain protein 14,MYB14_4,MYB13,vv60044MYB,
17,VIT_04s0023g00700,2024,0.9864,Serine carboxypeptidase S10,,,,
18,VIT_13s0019g02810,2038,0.9845,Glucuronosyl transferase,E2_4_1_17,,vv10040Pentose_glucuronate_interconversion,vv10500Starch_and_sucrose_metabolism
19,VIT_18s0001g12680,2015,0.9810,Unknown protein,,,,
20,VIT_19s0015g00510,2012,0.9748,Pectate lyase 2,E4_2_2_2,,vv40006Cell_wall,
21,VIT_08s0007g05400,2007,0.9710,Unknown protein,,,,
22,VIT_08s0056g01130,1982,0.9626,Mini zinc finger 2 MIF2,MIF2_2,,vv60068Zf-HD,
23,VIT_14s0066g02270,1986,0.9622,Endonuclease/exonuclease/phosphatase family protein,E3_1_30_x,,,
24,VIT_01s0182g00130,1990,0.9586,PHO1-like protein,PHO1,,vv50125Porters_cat_66_to_94,
25,VIT_12s0134g00010,1983,0.9584,Phototropic-responsive NPH3 protein,,,,
26,VIT_08s0032g00790,1974,0.9559,ABC transporter G member 4,K05680,,vv52010ABC_transporters,
27,VIT_10s0042g00190,1952,0.9531,No hit,,,,
