Vv_m2,2000,1000,VIT_01s0026g01140
rank,node,Fabs,Frel,Functional-annotation,Name-EC-KeggID,Updated-name,Network1,Network2
1,VIT_05s0020g04020,2053,0.9956,Unknown protein,,,,
2,VIT_08s0105g00450,2064,0.9928,Transducin protein,,,,
3,VIT_17s0000g00490,2057,0.9928,Sterile alpha motif (SAM) domain-containing,,,,
4,VIT_04s0023g00360,2035,0.9907,Unknown protein,,,,
5,VIT_05s0077g01450,2045,0.9879,GATA transcription factor 16,GAT16_1,,vv60016C2C2-GATA,
6,VIT_11s0037g01080,2049,0.9870,Metal-dependent phosphohydrolase HD domain-containing protein,K07023,,,
7,VIT_17s0000g05370,2010,0.9776,MYC ZCW32 (bigpetal  bigpetalub),ZCW32_1,,vv60011BHLH,
8,VIT_08s0007g00530,2025,0.9745,3-beta hydroxysteroid dehydrogenase/isomerase protein,E1_1_1_145,,vv10140C21-Steroid_hormone_metabolism,
9,VIT_11s0037g01060,2006,0.9733,Metal-dependent phosphohydrolase HD domain-containing protein,K07023,,,
10,VIT_08s0007g01470,2010,0.9715,Copper transporter 3,COPT3,,vv50101Channels_and_pores,
11,VIT_08s0056g00300,2007,0.9714,Unknown,,,,
12,VIT_01s0011g04850,2001,0.9653,Unknown protein,,,,
13,VIT_07s0005g01290,1997,0.9647,DnaJ homolog  subfamily C  member 7,K09527,,vv50132Primary_active_transporter_cat_A5_to_A8,
14,VIT_00s0313g00040,1966,0.9553,PAS2 (PASTICCINO 2),K10703,,vv11040Biosynthesis_of_unsaturated_fatty_acids,
15,VIT_01s0010g03860,1966,0.9525,Unknown,,,,
16,VIT_19s0014g03790,1959,0.9510,Diacylglycerol kinase,E2_7_1_107,,vv10561Glycerolipid_metabolism,vv10564Glycerophospholipid_metabolism
17,VIT_05s0049g01450,1956,0.9445,No hit,,,,
18,VIT_07s0104g01160,1938,0.9408,Substrate carrier   Mitochondrial,K03454,,vv50123Porters_cat_18_to_29,
19,VIT_09s0002g00300,1941,0.9395,APUM23 (Arabidopsis PUMILIO 23),,,,
20,VIT_08s0007g06680,1943,0.9391,PMR5 (powdery mildew resistant 5),,,,
21,VIT_09s0002g05110,1940,0.9367,EMB2753,,,,
22,VIT_06s0061g01290,1931,0.9329,No hit,,,,
23,VIT_13s0019g02940,1912,0.9264,Cis-zeatin O-beta-D-glucosyltransferase,E2_4_1_215,,vv10908Zeatin_biosynthesis,
24,VIT_02s0012g01680,1906,0.9212,Trehalose phosphatase 5,E3_1_3_12,,vv10500Starch_and_sucrose_metabolism,
25,VIT_15s0046g02620,1895,0.9208,Beta-amylase 9 BMY9,E3_2_1_2,,vv10500Starch_and_sucrose_metabolism,
26,VIT_11s0016g00880,1884,0.9168,Strictosidine synthase; Soluble quinoprotein glucose dehydrogenase,E4_3_3_2,,vv10900Terpenoid_biosynthesis,vv10902Monoterpenoid_biosynthesis
27,VIT_08s0007g06740,1892,0.9114,Seven in absentia SINA2,K04506,,vv24120Ubiquitin_mediated_proteolysis,
28,VIT_06s0004g01260,1877,0.9081,U-box protein,,,,
29,VIT_14s0036g01380,1871,0.9052,PHR1 (phosphate starvation response 1),PHR1_2,,vv60029G2-like,
30,VIT_13s0019g02880,1873,0.9031,UDP-glucoronosyl/UDP-glucosyl transferase,,,,
31,VIT_12s0059g01090,1871,0.9021,Early-responsive to dehydration,,,,
32,VIT_19s0027g00740,1852,0.8973,Inhibitor of apoptosis,,,,
33,VIT_01s0011g01100,1836,0.8865,Pentatricopeptide (PPR) repeat-containing protein,,,,
34,VIT_09s0002g06750,1809,0.8777,ERF/AP2 transcription factor sub B-6 SHINE,SHINE1_1,VvERF042,vv30008Ethylene_signaling,vv60003AP2_EREBP
35,VIT_04s0023g02810,1804,0.8740,Aldehyde dehydrogenase 3B1,E1_2_1_3,vv10561Glycerolipid_metabolism,vv10010Glycolysis,vv10071Fatty_acid_metabolism
36,VIT_11s0016g04270,1807,0.8725,Hydrolase  alpha/beta fold,,,,
37,VIT_12s0059g02290,1807,0.8713,Unknown protein,,,,
38,VIT_04s0044g00500,1796,0.8676,Unknown protein,,,,
39,VIT_04s0023g01170,1793,0.8658,Unknown protein,,,,
40,VIT_18s0001g14190,1797,0.8648,Unknown,,,,
41,VIT_09s0018g02130,1777,0.8643,Calcium-transporting ATPase 9 ACA9,K01537,,vv34020Calcium_signaling_pathway,vv50131Primary_active_transporter_cat_A2_to_A4
42,VIT_06s0004g02750,1789,0.8622,Auxin response factor 16,ARF16,,vv30003Auxin_signaling,vv60004ARF
43,VIT_08s0007g07660,1778,0.8614,Hydroxyproline-rich glycoprotein,HRGP,VvNAC60,vv40006Cell_wall,
44,VIT_13s0019g02500,1789,0.8593,No hit,,,,
45,VIT_15s0021g01280,1784,0.8577,Cyclin-U4-1 (CycU4;1) CYCP4;1,CYCP4_1,,vv44110Cell_cycle,
46,VIT_00s0218g00030,1763,0.8546,ELO1 (ELONGATA 1),,,,
47,VIT_06s0004g05530,1749,0.8499,Serine/threonine protein phosphatase PP1,K06269,,vv10500Starch_and_sucrose_metabolism,
48,VIT_01s0137g00190,1751,0.8467,CIP4 (COP1-interacting protein 4),CIP4,,vv24120Ubiquitin_mediated_proteolysis,
49,VIT_01s0244g00110,1744,0.8454,Unknown protein,,,,
50,VIT_01s0011g03910,1729,0.8401,Protein phosphatase 2C,E3_1_3_16,,,
51,VIT_00s0394g00030,1722,0.8371,Triacylglycerol lipase,E3_1_1_3,,vv10561Glycerolipid_metabolism,
52,VIT_13s0019g05290,1730,0.8366,Acyl-CoA binding,,,,
53,VIT_12s0059g00690,1739,0.8365,2-alkenal reductase,E1_3_1_74,,,
54,VIT_09s0054g00990,1719,0.8341,No hit,,,,
55,VIT_05s0029g00510,1721,0.8326,Aquaporin PIP PIP1A,PIP1A,,vv50101Channels_and_pores,
56,VIT_12s0034g00250,1708,0.8255,Aquaporin PIP1A,PIP1A,,vv50101Channels_and_pores,
57,VIT_18s0001g10270,1716,0.8254,Basic helix-loop-helix protein SPATULA,SPATULA_1,,vv60011BHLH,
58,VIT_13s0019g01690,1698,0.8207,Ubiquitin-specific protease 24 (UBP24),,,,
59,VIT_04s0008g01480,1692,0.8150,NOL1/NOP2/sun family protein,K03500,,,
60,VIT_07s0005g02000,1688,0.8143,ADP-ribosylation factor A1B,ARFA1B,,vv50110Protein_coat,
61,VIT_13s0067g03470,1674,0.8142,Glutathione S-transferase GSTO1,E2_5_1_18_GSTO1,,vv10480Glutathione_metabolism,
62,VIT_00s0399g00020,1668,0.8105,Protease inhibitor/seed storage/lipid transfer protein (LTP),,,,
63,VIT_08s0058g00800,1669,0.8098,Wound-induced protein WI12,,,,
64,VIT_07s0005g01340,1651,0.8062,Ribosomal protein L29e,K02905,,vv23010Ribosome,
65,VIT_07s0005g01190,1665,0.8047,Unknown protein,,,,
66,VIT_10s0003g00330,1648,0.8000,HSL1 (HAESA-like 1),,,,
67,VIT_01s0026g02650,1636,0.7884,KH domain-containing protein,,,,
68,VIT_11s0016g00630,1619,0.7844,DEAD-box ATP-dependent RNA helicase 17,RH17,,vv23040Spliceosome,vv50133Primary_active_transporter_cat_A9_to_A18
69,VIT_18s0001g09830,1623,0.7829,TTL3 (tetratricopetide-repeat thioredoxin 3),TTL3,,vv50132Primary_active_transporter_cat_A5_to_A8,
70,VIT_09s0002g06310,1608,0.7787,No hit,,,,
71,VIT_14s0060g02200,1616,0.7751,Phospholipid/glycerol acyltransferase,E2_3_1_51,,vv10561Glycerolipid_metabolism,vv10564Glycerophospholipid_metabolism
72,VIT_17s0000g03910,1587,0.7700,flavonoid 3-monooxygenase,E1_14_13_21,,vv10941Flavonoid_biosynthesis,
73,VIT_03s0063g01880,1600,0.7692,Acyl-CoA synthetase long-chain member 2,E6_2_1_3_LACS2,,vv10071Fatty_acid_metabolism,vv44146Peroxisome
74,VIT_18s0001g11120,1582,0.7661,Ternary complex factor MIP1,,,,
75,VIT_06s0009g03270,1566,0.7617,No hit,,,,
76,VIT_02s0025g04750,1572,0.7616,Glycerate dehydrogenase,E1_1_1_29,,vv10630Glyoxylate_and_dicarboxylate_metabolism,
77,VIT_02s0025g04990,1567,0.7581,Unknown protein,,,,
78,VIT_05s0020g03380,1571,0.7571,WNK1 (with no lysine (K) 1),WNK1,,vv34710Circadian_rhythm,
79,VIT_09s0002g05170,1564,0.7556,Unknown protein,,,,
80,VIT_07s0005g01180,1564,0.7537,Unknown protein,,,,
81,VIT_17s0000g04370,1542,0.7504,Wall-associated kinase,,,,
82,VIT_07s0005g00150,1552,0.7494,Galactosyl transferase GMA12/MNN10,K05531,,vv11030Glycan_structures-biosynthesis1,
83,VIT_17s0000g08110,1534,0.7432,Nodulin MtN3,,,,
84,VIT_04s0044g01650,1528,0.7432,GA 20-oxidase 2,E1_14_11_12,,vv10904Diterpenoid_biosynthesis,
85,VIT_18s0122g00860,1526,0.7368,Unknown protein,,,,
86,VIT_08s0040g02530,1512,0.7354,No hit,,,,
87,VIT_12s0055g00450,1518,0.7351,Unknown protein,,,,
88,VIT_10s0116g01870,1509,0.7336,MATE efflux family protein,MATE,,vv50125Porters_cat_66_to_94,
89,VIT_18s0166g00220,1521,0.7323,No hit,,,,
90,VIT_08s0007g07240,1505,0.7288,Armadillo helical,,,,
91,VIT_17s0000g02700,1499,0.7280,Alpha-dioxygenase 2,K10529,,vv10592alpha-Linolenic_acid_metabolism,
92,VIT_07s0005g06110,1502,0.7274,Pore-forming toxin-like protein Hfr-2,HFR2,,vv50101Channels_and_pores,
93,VIT_11s0206g00100,1498,0.7254,Unknown protein,,,,
94,VIT_18s0001g06490,1495,0.7229,Aquaporin PIP1B,PIP1B,,vv50101Channels_and_pores,
95,VIT_04s0008g00860,1498,0.7212,Ndr family protein,,,,
96,VIT_14s0068g02240,1487,0.7197,HcrVf1 protein,K13466,,vv34626Plant-pathogen_interaction,
97,VIT_14s0219g00280,1481,0.7148,Glycerol-3-phosphate dehydrogenase (NAD+),E1_1_1_8,,vv10564Glycerophospholipid_metabolism,
