Vv_m2,2000,1000,VIT_01s0137g00410
rank,node,Fabs,Frel,Functional-annotation,Name-EC-KeggID,Updated-name,Network1,Network2
1,VIT_03s0017g01070,2071,1.0000,CYP86C2,,,,
2,VIT_11s0016g05340,2072,1.0000,Ethylene-responsive transcription factor SHINE 3,SHINE3_2,VvERF043,vv30008Ethylene_signaling,vv60003AP2_EREBP
3,VIT_07s0031g01680,2067,1.0000,CYP86A1,,,,
4,VIT_04s0069g01120,2062,0.9985,Acyl-activating enzyme 7,E6_2_1_3,,vv10071Fatty_acid_metabolism,vv50104Group_translocators
5,VIT_11s0016g01300,2061,0.9976,TT2 (transparent testa 2),TT2_4,MYBPAR,vv44110Cell_cycle,vv60044MYB
6,VIT_03s0038g01410,2052,0.9971,Aquaporin PIP PIP1A,PIP1A,,vv50101Channels_and_pores,
7,VIT_00s0361g00090,2056,0.9966,Phototropic-responsive NPH3 protein,,,,
8,VIT_16s0050g01980,2053,0.9942,EIX receptor 2,,,,
9,VIT_11s0037g00290,2056,0.9913,Plastocyanin domain-containing protein,K02638,,vv10195Photosynthesis,vv50113Thylakoid_targeting_pathway
10,VIT_04s0023g03710,2046,0.9903,Myb domain protein 4,MYB4_1,MYB4B,vv60044MYB,
11,VIT_15s0046g03240,2048,0.9884,Unknown protein,,,,
12,VIT_03s0180g00320,2042,0.9846,Indole-3-acetate beta-glucosyltransferase,E2_4_1_121,,vv11002Auxin_biosynthesis,
13,VIT_03s0110g00100,2031,0.9835,CYP86A8,,,,
14,VIT_02s0087g00470,2029,0.9797,Anthraniloyal-CoA: methanol anthraniloyal transferase,AMAT,,vv10400Phenylalanine_tyrosine_and_tryptophan_biosynthesis,
15,VIT_07s0031g01270,2016,0.9786,Ring-H2 finger A2A,RHA2A,,vv60078Other_zf-C3HC4,
16,VIT_01s0026g02040,2030,0.9727,No hit,,,,
17,VIT_09s0002g03140,2017,0.9702,Lipase GDSL,,,,
18,VIT_10s0042g01040,2001,0.9681,CYP714A1,,,,
19,VIT_13s0067g01410,1997,0.9680,Anthranilate N-hydroxycinnamoyl/benzoyltransferase,E2_3_1_144,,vv10400Phenylalanine_tyrosine_and_tryptophan_biosynthesis,
20,VIT_16s0050g02100,1997,0.9638,Disease resistance,,,,
21,VIT_19s0090g01050,1993,0.9628,Endo-beta-1 4-glucanase,E3_2_1_4,,vv40006Cell_wall,
22,VIT_05s0062g00820,1982,0.9603,Unknown protein,,,,
23,VIT_10s0003g00600,1986,0.9585,Lipase GDSL,,,,
24,VIT_13s0067g01180,1989,0.9576,Leaf senescence related,,,,
25,VIT_00s0399g00020,1961,0.9506,Protease inhibitor/seed storage/lipid transfer protein (LTP),,,,
26,VIT_19s0014g04690,1969,0.9503,Indole-3-acetic acid-amido synthetase,AUXINBIOSYNTHESIS_GH3,,vv11002Auxin_biosynthesis,
27,VIT_09s0054g01370,1955,0.9458,Beta-amyrin synthase,E5_4_99_BAS,,vv10900Terpenoid_biosynthesis,
28,VIT_14s0066g00300,1944,0.9396,Unknown,,,,
29,VIT_07s0255g00060,1936,0.9380,Prolyl oligopeptidase family,,,,
30,VIT_09s0002g06750,1931,0.9347,ERF/AP2 transcription factor sub B-6 SHINE,SHINE1_1,VvERF042,vv30008Ethylene_signaling,vv60003AP2_EREBP
31,VIT_13s0067g02910,1918,0.9275,Non-specific lipid-transfer protein,,,,
32,VIT_06s0004g06690,1916,0.9269,Ribosomal protein S18 30S,K02963,,vv23010Ribosome,
33,VIT_13s0019g01520,1914,0.9224,Protease inhibitor/seed storage/lipid transfer protein (LTP),,,,
34,VIT_08s0007g00710,1884,0.9186,Unknown,,,,
35,VIT_01s0137g00510,1901,0.9153,CYP71B10,CYP71B10,,vv10940Phenylpropanoid_biosynthesis,
36,VIT_12s0059g01830,1894,0.9137,Unknown,,,,
37,VIT_06s0080g00760,1871,0.9087,Unknown protein,,,,
38,VIT_17s0000g06130,1876,0.9076,Glutathione S-transferase 9 GSTU9,E2_5_1_18_GSTU9,,vv10480Glutathione_metabolism,
