Vv_m2,2000,1000,VIT_15s0046g02380
rank,node,Fabs,Frel,Functional-annotation,Name-EC-KeggID,Updated-name,Network1,Network2
1,VIT_03s0038g01960,2079,1.0000,Proline-rich family protein,,,,
2,VIT_18s0122g01400,2055,1.0000,Exostosin family protein,K02366,,vv11030Glycan_structures-biosynthesis1,
3,VIT_15s0046g02400,2071,0.9995,Glycerol-3-phosphate acyltransferase 8,E2_3_1_15,,vv10561Glycerolipid_metabolism,vv10564Glycerophospholipid_metabolism
4,VIT_15s0048g01000,2059,0.9990,2'-hydroxy isoflavone/dihydroflavonol reductase,E1_3_1_45,,vv10943Isoflavonoid_biosynthesis,
5,VIT_14s0068g01520,2056,0.9947,Double-stranded RNA-binding (DsRBD) domain-containing protein,,,,
6,VIT_07s0031g01670,2066,0.9942,CYP96A10,,,,
7,VIT_04s0044g01860,2047,0.9922,Auxin efflux carrier,AUXEFF,,vv50004Auxin_transport,vv50125Porters_cat_66_to_94
8,VIT_08s0007g02560,2066,0.9918,Ovate family protein 13 OFP13,OFP13_1,,vv60086OFP,
9,VIT_11s0118g00180,2057,0.9918,HHP1 (heptahelical protein 1),,,,
10,VIT_13s0019g02880,2068,0.9904,UDP-glucoronosyl/UDP-glucosyl transferase,,,,
11,VIT_13s0073g00140,2034,0.9855,Ovate family protein 13 OFP13,OFP13_2,,vv60086OFP,
12,VIT_17s0000g09980,2028,0.9821,REF6 (relative of early flowering 6),REF6,,vv30009Flower_development,vv60038Jumonji
13,VIT_01s0011g06290,2037,0.9812,Purple acid phosphatase 3 ATPAP3/PAP3,E3_1_3_2,,vv10740Riboflavin_metabolism,
14,VIT_11s0052g00870,2028,0.9802,IAA33,IAA33,,vv30003Auxin_signaling,vv60008AUXIAA
15,VIT_15s0046g01960,2030,0.9793,Hydroquinone glucosyltransferase,E2_4_1_218,,vv10500Starch_and_sucrose_metabolism,
16,VIT_08s0007g08890,2027,0.9792,Cis-zeatin O-beta-D-glucosyltransferase,E2_4_1_215,,vv10908Zeatin_biosynthesis,
17,VIT_06s0004g01480,2027,0.9792,Lipoxygenase LOX1,E1_13_11_12,,vv10592alpha-Linolenic_acid_metabolism,
18,VIT_08s0007g09000,1993,0.9656,Glycerol-3-phosphate dehydrogenase,E1_1_1_8,,vv10564Glycerophospholipid_metabolism,
19,VIT_05s0029g00510,1997,0.9629,Aquaporin PIP PIP1A,PIP1A,,vv50101Channels_and_pores,
20,VIT_02s0025g03320,1967,0.9512,CYP86A2,,,,
21,VIT_04s0069g01120,1935,0.9411,Acyl-activating enzyme 7,E6_2_1_3,,vv10071Fatty_acid_metabolism,vv50104Group_translocators
22,VIT_07s0104g01580,1946,0.9387,Luminidependens,LD,,vv30009Flower_development,vv60034HB
23,VIT_09s0002g06990,1946,0.9365,Phosphatidic acid phosphatase / PAP2,E3_1_3_4,,vv10561Glycerolipid_metabolism,vv10564Glycerophospholipid_metabolism
24,VIT_01s0011g00080,1917,0.9301,Universal stress protein (USP) family protein,,,,
