Vv_m2,2000,1000,VIT_02s0025g03320
rank,node,Fabs,Frel,Functional-annotation,Name-EC-KeggID,Updated-name,Network1,Network2
1,VIT_03s0110g00100,2078,1.0000,CYP86A8,,,,
2,VIT_11s0118g00180,2068,1.0000,HHP1 (heptahelical protein 1),,,,
3,VIT_12s0059g01830,2056,1.0000,Unknown,,,,
4,VIT_15s0046g02400,2063,1.0000,Glycerol-3-phosphate acyltransferase 8,E2_3_1_15,,vv10561Glycerolipid_metabolism,vv10564Glycerophospholipid_metabolism
5,VIT_08s0007g09000,2051,1.0000,Glycerol-3-phosphate dehydrogenase,E1_1_1_8,,vv10564Glycerophospholipid_metabolism,
6,VIT_01s0137g00510,2070,0.9986,CYP71B10,CYP71B10,,vv10940Phenylpropanoid_biosynthesis,
7,VIT_04s0008g03480,2070,0.9981,Beta-carotene 15 15'-monooxygenase,E1_14_99_36,,vv10906Carotenoid_biosynthesis,
8,VIT_02s0025g02620,2064,0.9981,BDG1 (BODYGUARD1) hydrolase,,,,
9,VIT_03s0038g04500,2044,0.9946,Bifunctional dihydrofolate reductase-thymidylate synthase 1,K13998,,vv10240Pyrimidine_metabolism,vv10670One_carbon_pool_by_folate
10,VIT_08s0058g01110,2055,0.9942,Ovate family protein 4 OFP4,OFP4_1,,vv60086OFP,
11,VIT_02s0025g01190,2047,0.9913,Extra-large G-protein (XLG1),,,,
12,VIT_14s0006g02960,2037,0.9874,KH domain containing protein,,,,
13,VIT_08s0040g02830,2034,0.9869,Calcium-transporting ATPase 1  endoplasmic reticulum-type ECA1,K01537,,vv34020Calcium_signaling_pathway,vv50131Primary_active_transporter_cat_A2_to_A4
14,VIT_02s0087g00720,2045,0.9860,Receptor protein kinase,,,,
15,VIT_15s0046g01430,2033,0.9840,Aldose 1-epimerase,E5_1_3_3,,vv10010Glycolysis,
16,VIT_02s0025g02600,2044,0.9836,Glyoxal oxidase,,,,
17,VIT_14s0066g02640,2033,0.9783,No hit,,,,
18,VIT_01s0150g00550,2019,0.9758,Histone-lysine N-methyltransferase ASHR2,E2_1_1_43ASHR2_1,,vv10300Lysine_biosynthesis,vv60056SET_PCG
19,VIT_11s0016g04540,2011,0.9748,ABC transporter G member 22,ABCG22,,vv52010ABC_transporters,
20,VIT_01s0011g03380,2004,0.9719,Dihydrolipoamide S-acetyltransferase (LTA2),E2_3_1_12,,vv10010Glycolysis,vv10252Alanine_and_aspartate_metabolism
21,VIT_17s0000g10060,2007,0.9663,Lipase GDSL,,,,
22,VIT_17s0000g07070,1986,0.9645,UDP-glucoronosyl and UDP-glucosyl transferase,,,,
23,VIT_06s0080g00040,1980,0.9584,ABC transporter G member 22,ABCG22,,vv52010ABC_transporters,
24,VIT_15s0046g02380,1991,0.9558,CYP86A8,,,,
25,VIT_10s0003g05420,1974,0.9541,S-2-hydroxy-acid oxidase  peroxisomal,E1_1_3_15,,vv10630Glyoxylate_and_dicarboxylate_metabolism,
26,VIT_09s0002g03140,1958,0.9537,Lipase GDSL,,,,
27,VIT_08s0007g00330,1948,0.9507,Metallothionein,,,,
28,VIT_18s0001g14660,1982,0.9506,P-glycoprotein 13,PGP13,,vv52010ABC_transporters,
29,VIT_11s0016g00330,1974,0.9495,Pectinesterase family,E3_1_1_11,,vv40006Cell_wall,
30,VIT_18s0041g00270,1955,0.9449,R protein  PRF  disease resistance protein,K13453,,vv34627R_proteins_from_Plant-pathogen_interaction,
31,VIT_06s0061g01480,1958,0.9427,ABC transporter G member 22,ABCG22,,vv52010ABC_transporters,
32,VIT_09s0002g07530,1937,0.9344,Tetratricopeptide helical,,,,
33,VIT_18s0001g05380,1935,0.9303,TTL1 (tetratricopetide-repeat thioredoxin-like 1),,,,
34,VIT_18s0122g01280,1920,0.9293,Niemann-Pick C1 protein precursor,NPC1,,vv50121Porters_cat_1_to_6,
35,VIT_09s0002g06750,1915,0.9292,ERF/AP2 transcription factor sub B-6 SHINE,SHINE1_1,VvERF042,vv30008Ethylene_signaling,vv60003AP2_EREBP
36,VIT_03s0063g00200,1909,0.9262,Histidinol-phosphatase,E3_1_3_15,,vv10340Histidine_metabolism,
37,VIT_00s2525g00010,1902,0.9233,Unknown,,,,
38,VIT_18s0122g00220,1914,0.9193,Phosphodiesterase/alkaline phosphatase D,E3_1_4_1,,,
39,VIT_19s0014g04410,1906,0.9181,S-locus protein kinase,,,,
40,VIT_13s0084g00740,1891,0.9180,No hit,,,,
41,VIT_02s0025g01750,1896,0.9159,Cellulose synthase CSLG3,E2_4_1_12_CSLG3,,vv40006Cell_wall,
42,VIT_13s0019g01260,1858,0.9002,Enoyl reductase,K10258,,vv11040Biosynthesis_of_unsaturated_fatty_acids,
43,VIT_04s0008g05440,1851,0.8994,Ethylene-responsive transcription factor SHINE 3,SHINE3_1,VvERF044,vv30008Ethylene_signaling,vv60003AP2_EREBP
44,VIT_11s0065g00170,1845,0.8961,Squamosa promoter-binding protein 2 (SPL2),SPL2_3,,vv60055SBP,
45,VIT_18s0001g00370,1840,0.8945,Ceramidase,E3_5_1_23,,vv10600Sphingolipid_metabolism,
46,VIT_01s0026g02120,1849,0.8919,Microtubule end binding protein 1 (EB1),K10436,,vv44810Regulation_of_actin_cytoskeleton,
47,VIT_16s0022g00080,1845,0.8913,HcrVf2 protein,,,,
48,VIT_01s0137g00410,1844,0.8913,CYP86A2,,,,
49,VIT_04s0044g00310,1835,0.8891,Nodulin MtN21 family,MTN21,,vv50122Porters_cat_7_to_17,
50,VIT_00s0187g00050,1835,0.8856,No hit,,,,
51,VIT_09s0002g07860,1821,0.8789,Glycerol kinase,E2_7_1_30,,vv10561Glycerolipid_metabolism,
52,VIT_05s0020g01830,1828,0.8780,UPF0497 family,,,,
53,VIT_11s0037g00890,1810,0.8710,Glutamine amidotransferase class-I domain-containing protein,K08681,,vv10750Vitamin_B6_metabolism,
54,VIT_14s0060g00240,1798,0.8669,Myb domain protein 61,MYB61_2,MYB55B,vv60044MYB,
55,VIT_03s0017g01490,1796,0.8643,Berberine bridge enzyme,E1_21_3_3,,vv10950Alkaloid_biosynthesis_I,
56,VIT_12s0059g01430,1782,0.8563,Argonaute (AGO1),,,,
57,VIT_16s0039g01220,1750,0.8462,C2 domain-containing protein,,,,
58,VIT_08s0058g00870,1733,0.8413,Unknown protein,,,,
59,VIT_06s0080g00760,1727,0.8331,Unknown protein,,,,
60,VIT_04s0008g04230,1704,0.8272,ABC transporter G member 22,ABCG22,,vv52010ABC_transporters,
61,VIT_03s0038g01830,1693,0.8206,Proline-rich protein 4,,,,
62,VIT_11s0103g00530,1688,0.8178,Oxysterol binding protein,,,,
63,VIT_06s0004g04110,1674,0.8087,Unknown protein,,,,
64,VIT_03s0038g01410,1663,0.8077,Aquaporin PIP PIP1A,PIP1A,,vv50101Channels_and_pores,
65,VIT_17s0000g00130,1663,0.8053,SEC14 cytosolic factor,SEC14,,vv50122Porters_cat_7_to_17,
66,VIT_11s0016g05630,1651,0.7995,Acetylglucosaminyltransferase,E2_4_1_223,,vv11030Glycan_structures-biosynthesis1,
67,VIT_09s0002g08070,1650,0.7971,Prephenate dehydrogenase,E1_3_1_13,,vv10400Phenylalanine_tyrosine_and_tryptophan_biosynthesis,
68,VIT_03s0088g01150,1641,0.7966,Squalene monooxygenase,E1_14_99_7,,vv10100Biosynthesis_of_steroids,vv10900Terpenoid_biosynthesis
69,VIT_01s0127g00130,1640,0.7934,Cysteine-rich receptor-like protein kinase 3,,,,
70,VIT_01s0011g03660,1638,0.7902,IMP dehydrogenase/GMP reductase,E1_1_1_205,VvERF121,vv10230Purine_metabolism,
71,VIT_02s0025g00260,1617,0.7861,Polygalacturonase GH28,E3_2_1_15,,vv40006Cell_wall,
72,VIT_03s0063g01460,1630,0.7859,Cytochrome b6f complex subunit (petM),K02643,,vv10195Photosynthesis,vv50105Transport_electron_carriers
73,VIT_07s0031g01680,1610,0.7789,CYP86A1,,,,
74,VIT_12s0035g01910,1597,0.7771,Heat shock protein 18.2 kDa class II,K13993,,vv24141Protein_processing_in_endoplasmic_reticulum,
75,VIT_07s0005g01180,1602,0.7739,Unknown protein,,,,
76,VIT_16s0039g01900,1592,0.7728,Myb KAN2 (KANADI 2),KANADI2_2,,vv60029G2-like,
77,VIT_03s0063g01880,1597,0.7722,Acyl-CoA synthetase long-chain member 2,E6_2_1_3_LACS2,,vv10071Fatty_acid_metabolism,vv44146Peroxisome
78,VIT_19s0090g00710,1593,0.7696,No hit,,,,
79,VIT_17s0000g09270,1579,0.7621,MATE efflux family protein,MATE,,vv50125Porters_cat_66_to_94,
80,VIT_13s0019g04260,1564,0.7603,Monoglyceride lipase,E3_1_1_23,,vv10561Glycerolipid_metabolism,
81,VIT_08s0007g02000,1559,0.7546,Glycerol-3-phosphate acyltransferase 8,E2_3_1_15,,vv10561Glycerolipid_metabolism,vv10564Glycerophospholipid_metabolism
82,VIT_13s0074g00390,1560,0.7536,CYP77A2,,,,
83,VIT_10s0003g00620,1566,0.7486,Lipase GDSL,,,,
