Vv_m2,2000,1000,VIT_15s0046g02400
rank,node,Fabs,Frel,Functional-annotation,Name-EC-KeggID,Updated-name,Network1,Network2
1,VIT_17s0000g10060,2065,1.0000,Lipase GDSL,,,,
2,VIT_11s0118g00180,2072,1.0000,HHP1 (heptahelical protein 1),,,,
3,VIT_02s0025g03320,2080,1.0000,CYP86A2,,,,
4,VIT_06s0009g01420,2064,1.0000,Protease inhibitor/seed storage/lipid transfer protein (LTP),,,,
5,VIT_08s0007g09000,2066,1.0000,Glycerol-3-phosphate dehydrogenase,E1_1_1_8,,vv10564Glycerophospholipid_metabolism,
6,VIT_15s0046g02380,2056,0.9985,CYP86A8,,,,
7,VIT_02s0025g02620,2074,0.9971,BDG1 (BODYGUARD1) hydrolase,,,,
8,VIT_03s0088g01150,2062,0.9933,Squalene monooxygenase,E1_14_99_7,,vv10100Biosynthesis_of_steroids,vv10900Terpenoid_biosynthesis
9,VIT_14s0128g00160,2041,0.9898,Protein kinase CDG1,,,,
10,VIT_16s0039g01900,2044,0.9884,Myb KAN2 (KANADI 2),KANADI2_2,,vv60029G2-like,
11,VIT_13s0019g01260,2043,0.9879,Enoyl reductase,K10258,,vv11040Biosynthesis_of_unsaturated_fatty_acids,
12,VIT_18s0122g01400,2051,0.9861,Exostosin family protein,K02366,,vv11030Glycan_structures-biosynthesis1,
13,VIT_10s0003g00210,2026,0.9845,Unknown,,,,
14,VIT_02s0087g00400,2030,0.9826,Pectinacetylesterase,PAE,,vv40006Cell_wall,
15,VIT_04s0023g02880,2028,0.9802,GATA transcription factor 14,GAT14,,vv60016C2C2-GATA,
16,VIT_14s0006g02960,2025,0.9802,KH domain containing protein,,,,
17,VIT_18s0001g13150,2024,0.9773,BEL1 homeotic protein 3,BLH3,VvHB68,vv60034HB,
18,VIT_14s0060g02250,2013,0.9753,Unknown protein,,,,
19,VIT_13s0019g04260,2011,0.9748,Monoglyceride lipase,E3_1_1_23,,vv10561Glycerolipid_metabolism,
20,VIT_05s0029g00300,2021,0.9721,DNA repair protein RAD50,K10866,,vv23440Homologous_recombination,vv23450Non_homologous_end_joining
21,VIT_02s0033g01330,2000,0.9685,Acyl-CoA binding protein,,,,
22,VIT_00s2525g00010,1990,0.9641,Unknown,,,,
23,VIT_14s0006g03090,1993,0.9637,Cellulose synthase CESA9,E2_4_1_12_CESA9,,vv40006Cell_wall,
24,VIT_06s0009g01410,1990,0.9609,No hit,,,,
25,VIT_03s0038g04510,1980,0.9588,Chaperone BCS1 mitochondrial,K08900,,,
26,VIT_14s0108g01080,1970,0.9563,Myb domain protein 106,MYB106_2,MYB141,vv60044MYB,
27,VIT_13s0074g00390,1966,0.9525,CYP77A2,,,,
28,VIT_15s0046g00230,1975,0.9513,Lateral organ boundaries protein 1,LBD1_1,,vv60007AS2,
29,VIT_14s0030g00670,1959,0.9405,Dehydroquinate dehydratase,E4_2_1_10,,vv10400Phenylalanine_tyrosine_and_tryptophan_biosynthesis,
30,VIT_10s0003g05420,1948,0.9383,S-2-hydroxy-acid oxidase  peroxisomal,E1_1_3_15,,vv10630Glyoxylate_and_dicarboxylate_metabolism,
31,VIT_08s0056g00260,1945,0.9355,Harpin-induced protein,,,,
32,VIT_14s0030g01950,1925,0.9354,Transferase,,,,
33,VIT_05s0062g00700,1915,0.9216,UDP-glucose:flavonoid 7-O-glucosyltransferase,E2_4_1_237,,vv10941Flavonoid_biosynthesis,
34,VIT_12s0028g01240,1902,0.9197,fanconi anemia  complementation group D2,,,,
35,VIT_04s0008g04230,1869,0.8990,ABC transporter G member 22,ABCG22,,vv52010ABC_transporters,
36,VIT_07s0104g00420,1839,0.8901,Endo-1 3;1 4-beta-D-glucanase precursor,E3_2_1_73,,,
37,VIT_00s0322g00030,1837,0.8857,Alpha-6-galactosyltransferase,E2_4_2_39,,vv40006Cell_wall,
38,VIT_14s0030g00690,1817,0.8791,ABI3-interacting protein 2,AIP2,,vv30001ABA_signaling,
39,VIT_14s0006g01740,1800,0.8725,AAR2 protein,,,,
40,VIT_11s0016g04540,1810,0.8714,ABC transporter G member 22,ABCG22,,vv52010ABC_transporters,
41,VIT_02s0025g04550,1807,0.8713,Glucose-methanol-choline (GMC) oxidoreductase,E1_1_99_1,,vv10260Glycine_serine_and_threonine_metabolism,
42,VIT_05s0062g00930<br>VIT_13s0084g00500<br>VIT_18s0089g00810<br>VIT_18s0072g00010,1775,0.8621,
43,VIT_16s0013g01940,1783,0.8597,Kinase-like protein TMKL1,,,,
44,VIT_04s0008g02050,1764,0.8493,Hydrolase  alpha/beta fold,,,,
45,VIT_04s0044g01870,1749,0.8490,Auxin efflux carrier,AUXEFF,,vv50004Auxin_transport,vv50125Porters_cat_66_to_94
46,VIT_14s0066g02640,1729,0.8389,No hit,,,,
47,VIT_02s0025g04360,1726,0.8383,S-N-methylcoclaurine 3'-hydroxylase,E1_14_13_71,,vv10950Alkaloid_biosynthesis_I,
48,VIT_10s0003g03270,1731,0.8362,Inward rectifying potassium channel,SIRK,,vv30001ABA_signaling,vv50101Channels_and_pores
49,VIT_08s0007g04120,1706,0.8298,CYPLXXVIA2,,,,
50,VIT_17s0000g04210,1722,0.8283,Oleosin OLE-5,,,,
51,VIT_16s0098g00200,1711,0.8246,Receptor serine/threonine kinase PR5K,,,,
52,VIT_05s0049g00420,1705,0.8245,E8 protein,E8,,vv30008Ethylene_signaling,
53,VIT_01s0127g00130,1680,0.8104,Cysteine-rich receptor-like protein kinase 3,,,,
54,VIT_03s0088g00470,1669,0.8028,Auxin responsive SAUR protein,SAUR,,vv30003Auxin_signaling,
55,VIT_11s0016g01120,1643,0.7980,Tubulin-tyrosine ligase,TUBULINTL,,vv44810Regulation_of_actin_cytoskeleton,
56,VIT_18s0001g14910,1628,0.7899,Mannitol dehydrogenase,E1_1_1_67,,vv10051Fructose_and_mannose_metabolism,
57,VIT_02s0087g00280,1631,0.7860,Glycosyl transferase family 1 protein,,,,
58,VIT_14s0066g01320,1617,0.7853,formate dehydrogenase (FDH),E1_2_1_2,,vv10630Glyoxylate_and_dicarboxylate_metabolism,vv10680Methane_metabolism
59,VIT_10s0003g00620,1623,0.7825,Lipase GDSL,,,,
60,VIT_09s0002g06580,1618,0.7805,Glycosyl hydrolase family 28 protein,,,,
61,VIT_16s0039g02170,1595,0.7731,D-xylose-proton symporter-like 2,XYLL2,,vv50121Porters_cat_1_to_6,
62,VIT_09s0002g03460,1584,0.7682,Taurine dioxygenase,E1_14_11_17,,vv10272Cysteine_metabolism,
63,VIT_17s0000g04450,1569,0.7620,Phospholipid-transporting ATPase,K01530,,vv50131Primary_active_transporter_cat_A2_to_A4,
64,VIT_02s0025g01190,1565,0.7549,Extra-large G-protein (XLG1),,,,
65,VIT_15s0046g00240,1557,0.7544,Lateral organ boundaries protein 1,LBD1_2,,vv60007AS2,
66,VIT_04s0023g02810,1557,0.7544,Aldehyde dehydrogenase 3B1,E1_2_1_3,vv10561Glycerolipid_metabolism,vv10010Glycolysis,vv10071Fatty_acid_metabolism
67,VIT_18s0122g01200,1549,0.7508,Pentatricopeptide (PPR) repeat-containing protein,,,,
68,VIT_17s0000g07950,1542,0.7482,Unknown protein,,,,
69,VIT_18s0072g00760,1545,0.7464,G-protein-coupled receptor,,,,
70,VIT_14s0068g02230,1530,0.7460,No hit,,,,
71,VIT_01s0026g00180,1536,0.7427,Serine/threonine kinase protein,,,,
72,VIT_18s0001g14660,1531,0.7400,P-glycoprotein 13,PGP13,,vv52010ABC_transporters,
73,VIT_08s0007g00040,1525,0.7360,Histone H4,,,,
74,VIT_19s0093g00560,1518,0.7302,Ubiquitin-specific protease 25 (UBP25),,,,
75,VIT_06s0004g01340,1503,0.7289,Esterase/lipase/thioesterase,,,,
76,VIT_13s0019g05160,1495,0.7264,Pullulanase,E3_2_1_41,,,
77,VIT_19s0014g03720,1497,0.7242,Unknown protein,,,,
78,VIT_07s0031g02000,1485,0.7212,Ribonucleotide reductase large subunit B,E1_17_4_1,,vv10230Purine_metabolism,vv10240Pyrimidine_metabolism
79,VIT_03s0063g01880,1477,0.7146,Acyl-CoA synthetase long-chain member 2,E6_2_1_3_LACS2,,vv10071Fatty_acid_metabolism,vv44146Peroxisome
80,VIT_18s0001g09890,1469,0.7138,D-3-phosphoglycerate dehydrogenase,E1_1_1_95,,vv10260Glycine_serine_and_threonine_metabolism,
81,VIT_04s0008g02250,1471,0.7117,Beta-ketoacyl-CoA synthase,E2_3_1_41,,vv10061Fatty_acid_biosynthesis,
82,VIT_18s0001g12620,1469,0.7114,U-box domain-containing protein,,,,
83,VIT_12s0057g01230,1468,0.7095,No hit,,,,
84,VIT_12s0057g01060,1454,0.6994,Jasmonate O-methyltransferase,E2_1_1_141,,vv10592alpha-Linolenic_acid_metabolism,
85,VIT_19s0014g03270,1440,0.6967,Unknown,,,,
86,VIT_03s0063g00200,1440,0.6967,Histidinol-phosphatase,E3_1_3_15,,vv10340Histidine_metabolism,
87,VIT_11s0016g00580,1426,0.6953,Unknown,,,,
88,VIT_16s0050g01500,1431,0.6900,EMB2261 (embryo defective 2261),,,,
89,VIT_08s0007g02000,1418,0.6850,Glycerol-3-phosphate acyltransferase 8,E2_3_1_15,,vv10561Glycerolipid_metabolism,vv10564Glycerophospholipid_metabolism
90,VIT_15s0024g00920,1406,0.6822,NFD4 (nuclear fusion defective 4),,,,
91,VIT_07s0104g00210,1408,0.6809,Phenazine biosynthesis PhzC/PhzF protein,K06998,,vv10400Phenylalanine_tyrosine_and_tryptophan_biosynthesis,
92,VIT_09s0002g08070,1407,0.6807,Prephenate dehydrogenase,E1_3_1_13,,vv10400Phenylalanine_tyrosine_and_tryptophan_biosynthesis,
93,VIT_19s0014g04050,1418,0.6781,S-locus lectin protein kinase,,,,
94,VIT_11s0016g00640,1399,0.6781,Auxin response factor 11 ARF19,ARF19,,vv30003Auxin_signaling,vv60004ARF
95,VIT_06s0004g07110,1397,0.6749,Gamma interferon responsive lysosomal thiol reductase family protein,,,,
96,VIT_04s0023g01090,1391,0.6739,Unknown,,,,
97,VIT_13s0019g01020,1401,0.6726,Ring-H2 finger protein ATL3A,,,,
98,VIT_18s0041g00710,1379,0.6675,UDP-glucose: anthocyanidin 5 3-O-glucosyltransferase,RHGT1,,vv10942Anthocyanin_biosynthesis,
99,VIT_19s0090g00400,1377,0.6662,Zinc finger (C3HC4-type ring finger),ZFC3HC4_83,,vv60078Other_zf-C3HC4,
100,VIT_01s0011g03380,1379,0.6646,Dihydrolipoamide S-acetyltransferase (LTA2),E2_3_1_12,,vv10010Glycolysis,vv10252Alanine_and_aspartate_metabolism
101,VIT_15s0046g01290,1369,0.6639,Carrier protein  Mitochondrial,K03454,,vv50123Porters_cat_18_to_29,
102,VIT_19s0090g01440,1375,0.6595,Fimbrin 2,FIMBRIN2,,vv44810Regulation_of_actin_cytoskeleton,
103,VIT_03s0038g01960,1360,0.6592,Proline-rich family protein,,,,
104,VIT_02s0025g04410,1369,0.6585,Beta-ketoacyl-CoA synthase,E2_3_1_41,,vv10061Fatty_acid_biosynthesis,
105,VIT_18s0122g00370,1368,0.6583,Laccase,E1_10_3_2,,vv11000Single_reactions,vv50109Incompletely_characterized_transport_systems
106,VIT_15s0048g02150,1359,0.6581,Methionine aminopeptidase 2B,E3_4_11_18,,,
107,VIT_11s0037g00560,1362,0.6577,Unknown protein,,,,
108,VIT_08s0040g02830,1359,0.6575,Calcium-transporting ATPase 1  endoplasmic reticulum-type ECA1,K01537,,vv34020Calcium_signaling_pathway,vv50131Primary_active_transporter_cat_A2_to_A4
109,VIT_17s0000g00130,1362,0.6564,SEC14 cytosolic factor,SEC14,,vv50122Porters_cat_7_to_17,
110,VIT_01s0010g02740,1348,0.6522,4-coumarate-CoA ligase,E6_2_1_12,,vv10940Phenylpropanoid_biosynthesis,vv50104Group_translocators
111,VIT_00s0420g00040,1355,0.6505,S-locus lectin protein kinase,,,,
112,VIT_14s0036g01290,1343,0.6494,Subtilisin-like proteinase AIR3,,,,
113,VIT_09s0002g01980,1341,0.6494,Myosin-like protein XIK,MYOSINXIK,,vv44810Regulation_of_actin_cytoskeleton,
114,VIT_02s0033g01340,1338,0.6479,Unknown protein,,,,
115,VIT_10s0003g05690,1342,0.6427,Ribulose bisphosphate carboxylase  large chain,E4_1_1_39,,vv10710Carbon_fixation,
116,VIT_00s0426g00040,1314,0.6342,Seven in absentia SINAT2,K04506,,vv24120Ubiquitin_mediated_proteolysis,
117,VIT_14s0108g00740,1306,0.6300,GASA4,GASA4,,vv30010Gibberellin_signaling,
118,VIT_14s0006g00250,1287,0.6220,Cysteine-rich repeat secretory protein 60,,,,
119,VIT_15s0107g00340,1282,0.6208,Lanthionine synthetase C,,,,
120,VIT_11s0052g00220,1278,0.6174,Unknown protein,,,,
121,VIT_07s0005g04020,1273,0.6156,Leucine Rich Repeat receptor-like kinase,,,,
122,VIT_18s0001g12180,1267,0.6094,CYP721A1,,,,
123,VIT_11s0103g00530,1254,0.6061,Oxysterol binding protein,,,,
124,VIT_18s0001g07920,1238,0.5986,Pentatricopeptide (PPR) repeat-containing,,,,
125,VIT_17s0000g02990,1232,0.5972,MATE efflux family protein,MATE,,vv50125Porters_cat_66_to_94,
126,VIT_10s0116g00310,1230,0.5939,Auxin response factor 9,ARF9_1,,vv30003Auxin_signaling,vv60004ARF
127,VIT_18s0001g09320,1223,0.5920,Casein kinase II subunit alpha-2,K03097,,vv23008Ribosome_biogenesis_in_Eukaryotes,vv34710Circadian_rhythm
128,VIT_12s0028g03780,1228,0.5915,Riboflavin synthase alpha chain,E2_5_1_9,,vv10740Riboflavin_metabolism,
129,VIT_18s0001g04930,1222,0.5883,Sulfate transporter 1.3,SULTR1_3,,vv50124Porters_cat_30_to_64,
130,VIT_08s0056g00800,1210,0.5854,Myb domain protein 60,MYB60,MYB60,vv60044MYB,
131,VIT_07s0005g01090,1213,0.5851,ATP binding protein,,,,
132,VIT_05s0049g00120,1181,0.5739,Unknown protein,,,,
133,VIT_08s0007g02560,1185,0.5727,Ovate family protein 13 OFP13,OFP13_1,,vv60086OFP,
134,VIT_18s0001g14310,1187,0.5726,Flavonone- 3-hydroxylase,E1_14_11_9,,vv10941Flavonoid_biosynthesis,
135,VIT_15s0024g00910,1178,0.5724,NFD4 (nuclear fusion defective 4),,,,
136,VIT_15s0048g01330,1187,0.5715,Glyoxylate reductase,E1_1_1_26,,vv10630Glyoxylate_and_dicarboxylate_metabolism,
137,VIT_04s0008g00160,1170,0.5641,Casein kinase,K08282,,,
138,VIT_12s0028g02080,1162,0.5635,Myb family,MYBGE_16,,vv60029G2-like,
139,VIT_05s0029g00630,1165,0.5633,Unknown,,,,
140,VIT_06s0009g02640,1166,0.5630,Hydroxymethylglutaryl-CoA lyase,E4_1_3_4,,vv10072Synthesis_and_degradation_of_ketone_bodies,vv10280Valine_leucine_and_isoleucine_degradation
141,VIT_00s0199g00190,1177,0.5615,14-3-3 protein GF14 kappa (GRF8),,,,
142,VIT_19s0014g04270,1151,0.5560,S-locus protein kinase,,,,
143,VIT_05s0020g02590,1149,0.5559,Pentatricopeptide (PPR) repeat-containing protein,,,,
144,VIT_12s0059g01870,1140,0.5483,GH3-like protein,AUXINBIOSYNTHESIS_GH3,,vv11002Auxin_biosynthesis,
145,VIT_08s0040g00520,1134,0.5473,Leucine-rich repeat protein kinase,,,,
146,VIT_06s0004g02740,1123,0.5454,GATA transcription factor 10,BME3_ZF_2,,vv10904Diterpenoid_biosynthesis,vv60016C2C2-GATA
147,VIT_05s0020g04540,1123,0.5436,Beta-ketoacyl-CoA synthase,E2_3_1_41,,vv10061Fatty_acid_biosynthesis,
148,VIT_13s0067g03300,1112,0.5375,Leukotriene A-4 hydrolase,E3_3_2_6,,,
149,VIT_13s0064g01050,1116,0.5363,ADP ATP carrier protein 1,K05863,,vv50123Porters_cat_18_to_29,
150,VIT_07s0005g01870,1103,0.5349,Unknown,,,,
151,VIT_15s0048g02720,1101,0.5303,fatty acid elongase,E2_3_1_41,,vv10061Fatty_acid_biosynthesis,
152,VIT_05s0077g01460,1088,0.5294,No hit,,,,
153,VIT_09s0002g03140,1093,0.5260,Lipase GDSL,,,,
154,VIT_00s0975g00010,1089,0.5256,Cellulose synthase CSLE1,E2_4_1_12_CSLE1,,vv40006Cell_wall,
155,VIT_10s0042g01620,1086,0.5239,No hit,,,,
156,VIT_00s0207g00010,1069,0.5177,Anthranilate N-benzoyltransferase protein 1,E2_3_1_144,,vv10400Phenylalanine_tyrosine_and_tryptophan_biosynthesis,
157,VIT_07s0104g00200,1070,0.5164,Phenazine biosynthesis PhzC/PhzF,K06998,,vv10400Phenylalanine_tyrosine_and_tryptophan_biosynthesis,
158,VIT_05s0077g02180,1050,0.5107,Chalcone reductase,CHALR,,vv10941Flavonoid_biosynthesis,
159,VIT_08s0007g06590,1055,0.5097,Lectin protein kinase,,,,
160,VIT_11s0016g01980,1054,0.5092,Unknown protein,,,,
161,VIT_05s0020g01980,1050,0.5082,Acyl carrier protein  mitochondrial 3,K02078,,vv50134Primary_active_transporter_cat_D1,
162,VIT_00s0186g00090,1050,0.5070,Zinc finger (C3HC4-type ring finger),ZFC3HC4_5,,vv60078Other_zf-C3HC4,
163,VIT_11s0065g00210,1042,0.5058,Heat shock protein-related,,,,
164,VIT_15s0046g00180,1037,0.5019,Pyridoxine 5'-phosphate oxidase,E1_4_3_5,,vv10750Vitamin_B6_metabolism,
165,VIT_13s0019g02880,1033,0.5017,UDP-glucoronosyl/UDP-glucosyl transferase,,,,
166,VIT_09s0054g00700,1037,0.5007,Vacuolar-pyrophosphatase like protein 1 AVPL1,K01507,,vv10190Oxidative_phosphorylation,vv50133Primary_active_transporter_cat_A9_to_A18
167,VIT_00s0199g00030,1028,0.4995,Ubiquitin-specific protease 16,,,,
168,VIT_12s0059g00620,1024,0.4964,Exosome complex exonuclease RRP6,K12591,,vv23018RNA_degradation,
169,VIT_07s0141g00130,1018,0.4944,Protein phosphatase 2C,,,,
170,VIT_16s0050g01710,1017,0.4915,Receptor serine/threonine kinase PR5K,,,,
171,VIT_09s0002g09280,1015,0.4908,Cysteine peptidase,E3_4_22_x,,,
172,VIT_12s0055g00810,1009,0.4893,Cationic peroxidase,E1_11_1_7,,vv10360Phenylalanine_metabolism,vv10680Methane_metabolism
173,VIT_03s0110g00100,1008,0.4888,CYP86A8,,,,
174,VIT_04s0043g00560,1000,0.4857,DD1A protein,,,,
175,VIT_12s0059g00200,1008,0.4853,Lanthionine synthetase C,,,,
176,VIT_11s0016g01110,1002,0.4850,Unknown protein,,,,
177,VIT_14s0006g03260,997,0.4830,Rhomboid,,,,
178,VIT_07s0151g00510,1000,0.4826,GCN5 N-acetyltransferase (GNAT),GCN5_22,,vv60082GNAT,
179,VIT_08s0007g05140,993,0.4788,MAP70 protein .,,,,
180,VIT_01s0010g00720,984,0.4735,Unknown,,,,
181,VIT_12s0059g02310,981,0.4721,PDF2 (protodermal factor2),PDF2_4,VvHB44,vv60034HB,
182,VIT_02s0012g01660,969,0.4718,ATPase PGP2 (P-glycoprotein 2),PGP2,,vv52010ABC_transporters,
183,VIT_12s0057g00800,974,0.4699,Receptor Like Protein 27,,,,
184,VIT_18s0001g09260,973,0.4689,Unknown protein,,,,
185,VIT_01s0137g00510,966,0.4669,CYP71B10,CYP71B10,,vv10940Phenylpropanoid_biosynthesis,
186,VIT_09s0002g03240,957,0.4655,Unknown,,,,
187,VIT_19s0014g00570,952,0.4626,Disease resistance protein RFL1,,,,
188,VIT_11s0016g01240,954,0.4584,DENN (AEX-3) domain-containing protein,,,,
189,VIT_18s0089g00640,946,0.4572,No hit,,,,
190,VIT_17s0053g00780,944,0.4552,Homeodomain GLABROUS11,HDG11_1,VvHB60,vv60034HB,
191,VIT_02s0025g01180,940,0.4543,Carrier protein  Mitochondrial,K03454,,vv50123Porters_cat_18_to_29,
192,VIT_17s0053g00610,938,0.4538,Xyloglucan endotransglucosylase/hydrolase protein 9 precursor,E2_4_1_207,,vv40006Cell_wall,
193,VIT_06s0009g01210,934,0.4527,Leucine-rich repeat protein kinase,,,,
194,VIT_14s0068g01870,929,0.4497,Nodulin,,,,
195,VIT_01s0011g06290,926,0.4471,Purple acid phosphatase 3 ATPAP3/PAP3,E3_1_3_2,,vv10740Riboflavin_metabolism,
196,VIT_12s0059g01590,921,0.4471,Lipase GDSL,,,,
197,VIT_10s0003g04800,925,0.4471,Dienelactone hydrolase,E3_1_1_45,,vv11000Single_reactions,
198,VIT_04s0008g05440,922,0.4461,Ethylene-responsive transcription factor SHINE 3,SHINE3_1,VvERF044,vv30008Ethylene_signaling,vv60003AP2_EREBP
199,VIT_01s0010g02910,917,0.4436,ATP binding protein,,,,
200,VIT_07s0141g00040,918,0.4435,Protein phosphatase 2C,E3_1_3_16,,,
201,VIT_14s0083g00940,914,0.4422,Auxin-independent growth promoter,,,,
