Vv_m2,2000,1000,VIT_10s0003g00620
rank,node,Fabs,Frel,Functional-annotation,Name-EC-KeggID,Updated-name,Network1,Network2
1,VIT_11s0016g04540,2073,1.0000,ABC transporter G member 22,ABCG22,,vv52010ABC_transporters,
2,VIT_18s0001g14910,2077,1.0000,Mannitol dehydrogenase,E1_1_1_67,,vv10051Fructose_and_mannose_metabolism,
3,VIT_18s0001g14660,2079,1.0000,P-glycoprotein 13,PGP13,,vv52010ABC_transporters,
4,VIT_02s0025g02620,2065,1.0000,BDG1 (BODYGUARD1) hydrolase,,,,
5,VIT_05s0102g00370,2073,1.0000,Receptor protein kinase (ACR4),,,,
6,VIT_07s0005g01670,2045,1.0000,No hit,,,,
7,VIT_01s0026g00570,2088,1.0000,Bet v I allergen,,,,
8,VIT_03s0091g01090,2064,0.9990,Unknown,,,,
9,VIT_18s0001g13080,2056,0.9985,Unknown protein,,,,
10,VIT_19s0090g00710,2058,0.9981,No hit,,,,
11,VIT_13s0074g00390,2075,0.9966,CYP77A2,,,,
12,VIT_02s0025g04550,2068,0.9957,Glucose-methanol-choline (GMC) oxidoreductase,E1_1_99_1,,vv10260Glycine_serine_and_threonine_metabolism,
13,VIT_09s0002g03140,2054,0.9913,Lipase GDSL,,,,
14,VIT_12s0059g01870,2043,0.9893,GH3-like protein,AUXINBIOSYNTHESIS_GH3,,vv11002Auxin_biosynthesis,
15,VIT_05s0077g01670,2048,0.9865,Major cherry allergen Pru av 1.0202,,,,
16,VIT_00s0207g00010,2046,0.9846,Anthranilate N-benzoyltransferase protein 1,E2_3_1_144,,vv10400Phenylalanine_tyrosine_and_tryptophan_biosynthesis,
17,VIT_03s0063g01880,2028,0.9835,Acyl-CoA synthetase long-chain member 2,E6_2_1_3_LACS2,,vv10071Fatty_acid_metabolism,vv44146Peroxisome
18,VIT_09s0018g01650,2044,0.9832,Wrinkled1 (AP2/ERBP),WRINKLED1_1,VvAP2-06,vv30008Ethylene_signaling,vv60003AP2_EREBP
19,VIT_12s0059g01590,2038,0.9817,Lipase GDSL,,,,
20,VIT_13s0019g01260,2023,0.9816,Enoyl reductase,K10258,,vv11040Biosynthesis_of_unsaturated_fatty_acids,
21,VIT_13s0067g02390,2019,0.9763,Unknown,,,,
22,VIT_12s0059g00670,2012,0.9734,NADP-dependent oxidoreductase,E1_6_5_5,,,
23,VIT_03s0038g01960,2012,0.9696,Proline-rich family protein,,,,
24,VIT_03s0038g01830,2002,0.9667,Proline-rich protein 4,,,,
25,VIT_08s0007g02700,1993,0.9591,Secoisolariciresinol dehydrogenase,SIRD,,vv10940Phenylpropanoid_biosynthesis,
26,VIT_10s0003g05420,1981,0.9570,S-2-hydroxy-acid oxidase  peroxisomal,E1_1_3_15,,vv10630Glyoxylate_and_dicarboxylate_metabolism,
27,VIT_06s0004g01550,1978,0.9569,Phosphoribosylanthranilate transferase,E2_4_2_18,,vv10400Phenylalanine_tyrosine_and_tryptophan_biosynthesis,
28,VIT_08s0056g01070,1985,0.9530,MATE efflux family protein,MATE,,vv50125Porters_cat_66_to_94,
29,VIT_04s0043g00560,1972,0.9481,DD1A protein,,,,
30,VIT_14s0128g00160,1946,0.9433,Protein kinase CDG1,,,,
31,VIT_16s0050g00830,1949,0.9379,Beta-ketoacyl-CoA synthase,E2_3_1_41,,vv10061Fatty_acid_biosynthesis,
32,VIT_13s0106g00250,1943,0.9377,Carboxylic ester hydrolase,E3_1_1_1,,,
33,VIT_12s0059g01830,1916,0.9278,Unknown,,,,
34,VIT_07s0005g01290,1923,0.9245,DnaJ homolog  subfamily C  member 7,K09527,,vv50132Primary_active_transporter_cat_A5_to_A8,
35,VIT_13s0067g00730,1908,0.9231,Carboxylic ester hydrolase,E3_1_1_1,,,
36,VIT_12s0034g01140,1900,0.9179,Plastocyanin domain-containing protein,K02638,,vv10195Photosynthesis,vv50113Thylakoid_targeting_pathway
37,VIT_10s0003g02120,1863,0.9057,Lipase GDSL,,,,
38,VIT_17s0000g10060,1876,0.9050,Lipase GDSL,,,,
39,VIT_15s0046g01960,1859,0.9042,Hydroquinone glucosyltransferase,E2_4_1_218,,vv10500Starch_and_sucrose_metabolism,
40,VIT_01s0011g03210,1846,0.8996,Aspartyl protease,E3_4_23_x,,,
41,VIT_18s0001g09920,1837,0.8905,Cyclin delta-3 (CYCD3_1),CYCD3,,vv30007Cytokinin_signaling,vv44110Cell_cycle
42,VIT_15s0046g01820,1830,0.8883,Ring-H2 finger B1A,RHB1A,,vv60078Other_zf-C3HC4,
43,VIT_00s0267g00030,1822,0.8815,Unknown,,,,
44,VIT_09s0002g04170,1791,0.8682,Acyl-CoA synthetases (Acyl-activating enzyme 13),E6_2_1_3,,vv10071Fatty_acid_metabolism,vv50104Group_translocators
45,VIT_03s0088g00560,1786,0.8636,Citrate synthase,E2_3_3_1,,vv10020Citrate_cycle,vv10630Glyoxylate_and_dicarboxylate_metabolism
46,VIT_19s0093g00590,1784,0.8610,Myosin heavy chain-like protein,K10352,,vv44810Regulation_of_actin_cytoskeleton,
47,VIT_06s0004g01750,1794,0.8580,Polygalacturonase inhibitor protein,PGIP,,,
48,VIT_08s0058g01210,1754,0.8486,Non-specific lipid transfer protein LTP1,LTP1,,,
49,VIT_12s0134g00500,1747,0.8440,Cyclin D6,CYCD6_1,,vv44110Cell_cycle,
50,VIT_11s0016g01320,1744,0.8373,Myb domain protein 13,MYB13,MYBPA2,vv60044MYB,
51,VIT_12s0028g00310,1715,0.8305,Protein kinase family,,,,
52,VIT_00s0286g00130,1719,0.8304,S-locus lectin protein kinase,,,,
53,VIT_08s0007g09000,1696,0.8209,Glycerol-3-phosphate dehydrogenase,E1_1_1_8,,vv10564Glycerophospholipid_metabolism,
54,VIT_04s0008g06300,1677,0.8094,Leucine-rich repeat family,,,,
55,VIT_15s0046g02410,1664,0.8058,Aquaporin TMP-C,TMPC,,vv50101Channels_and_pores,
56,VIT_18s0001g01210,1656,0.8039,Senescence-inducible chloroplast stay-green protein 2,,,,
57,VIT_18s0072g01000,1663,0.8030,Dihydrolipoamide S-acetyltransferase,E2_3_1_12,,vv10010Glycolysis,vv10252Alanine_and_aspartate_metabolism
58,VIT_04s0008g03950,1655,0.7961,RD22,,,,
59,VIT_15s0046g02400,1613,0.7800,Glycerol-3-phosphate acyltransferase 8,E2_3_1_15,,vv10561Glycerolipid_metabolism,vv10564Glycerophospholipid_metabolism
60,VIT_04s0008g05440,1611,0.7764,Ethylene-responsive transcription factor SHINE 3,SHINE3_1,VvERF044,vv30008Ethylene_signaling,vv60003AP2_EREBP
61,VIT_19s0014g04090<br>VIT_10s0071g00450<br>VIT_10s0071g00440<br>VIT_19s0015g02410<br>VIT_19s0014g04160,1602,0.7706,
62,VIT_13s0019g04260,1593,0.7703,Monoglyceride lipase,E3_1_1_23,,vv10561Glycerolipid_metabolism,
63,VIT_02s0025g03320,1584,0.7667,CYP86A2,,,,
64,VIT_00s0313g00040,1590,0.7666,PAS2 (PASTICCINO 2),K10703,,vv11040Biosynthesis_of_unsaturated_fatty_acids,
65,VIT_06s0061g01290,1576,0.7606,No hit,,,,
66,VIT_06s0009g03390,1571,0.7600,No hit,,,,
67,VIT_14s0060g02370,1572,0.7591,DegP protease,E3_4_21_107,,,
68,VIT_02s0025g04410,1574,0.7571,Beta-ketoacyl-CoA synthase,E2_3_1_41,,vv10061Fatty_acid_biosynthesis,
69,VIT_11s0052g01600,1528,0.7414,UDP-glucose flavonoid 3-O-glucosyltransferase 7,E2_4_1_91,,vv10941Flavonoid_biosynthesis,
70,VIT_18s0001g11160,1538,0.7405,Unknown protein,,,,
71,VIT_02s0012g01660,1533,0.7395,ATPase PGP2 (P-glycoprotein 2),PGP2,,vv52010ABC_transporters,
72,VIT_05s0049g01810,1523,0.7386,No hit,,,,
73,VIT_11s0037g01400,1528,0.7375,Zinc finger (C3HC4-type ring finger),ZFC3HC4_80,,vv60078Other_zf-C3HC4,
74,VIT_10s0116g01210,1506,0.7289,Aspartyl protease,E3_4_23_40,,,
75,VIT_13s0019g02090,1493,0.7262,Thylakoid lumenal 15 kDa protein 1,,,,
76,VIT_06s0004g06820,1491,0.7220,Unknown protein,,,,
77,VIT_07s0031g00520,1483,0.7199,Unknown protein,,,,
78,VIT_13s0067g00400,1484,0.7169,Anthranilate synthase alpha 1,E4_1_3_27,,vv10400Phenylalanine_tyrosine_and_tryptophan_biosynthesis,
79,VIT_14s0030g01950,1478,0.7157,Transferase,,,,
80,VIT_13s0019g02710,1476,0.7134,Rho guanyl-nucleotide exchange factor ROPGEF5,ROPGEF5,,,
81,VIT_09s0002g03130,1464,0.7079,FRK1 (FLG22-induced receptor-like kinase 1),FRK1,,vv34626Plant-pathogen_interaction,
82,VIT_18s0001g08110,1466,0.7068,Glutamyl-tRNA reductase  chloroplast precursor,E1_2_1_70,,vv10860Porphyrin_and_chlorophyll_metabolism,
83,VIT_08s0007g02000,1416,0.6877,Glycerol-3-phosphate acyltransferase 8,E2_3_1_15,,vv10561Glycerolipid_metabolism,vv10564Glycerophospholipid_metabolism
84,VIT_02s0012g00180,1432,0.6875,Serine protease,,,,
85,VIT_18s0001g11120,1413,0.6819,Ternary complex factor MIP1,,,,
86,VIT_14s0060g01090,1408,0.6812,LNG1 (LONGIFOLIA1),,,,
87,VIT_11s0052g00410,1410,0.6753,Allyl alcohol dehydrogenase,,,,
88,VIT_12s0059g02310,1388,0.6702,PDF2 (protodermal factor2),PDF2_4,VvHB44,vv60034HB,
89,VIT_14s0068g01300,1385,0.6671,Serine palmitoyltransferase,E2_3_1_50,,vv10600Sphingolipid_metabolism,
90,VIT_10s0116g01580,1371,0.6630,No hit,,,,
91,VIT_14s0108g01080,1360,0.6605,Myb domain protein 106,MYB106_2,MYB141,vv60044MYB,
92,VIT_06s0009g01410,1366,0.6593,No hit,,,,
93,VIT_15s0048g01410,1362,0.6580,NTMC2T4/NTMC2TYPE4; NTMC2T4/NTMC2TYPE4,NTMC2T4,,vv50109Incompletely_characterized_transport_systems,
94,VIT_02s0025g01190,1352,0.6535,Extra-large G-protein (XLG1),,,,
95,VIT_14s0006g02990,1339,0.6506,3-ketoacyl-CoA synthase,,,,
96,VIT_14s0066g01790,1328,0.6459,GASA like,GASAL,,vv30010Gibberellin_signaling,
97,VIT_10s0003g00600,1335,0.6452,Lipase GDSL,,,,
98,VIT_11s0065g00170,1333,0.6430,Squamosa promoter-binding protein 2 (SPL2),SPL2_3,,vv60055SBP,
99,VIT_01s0150g00390,1310,0.6316,Minichromosome maintenance protein 2,K02540,,vv23030DNA_replication,vv44110Cell_cycle
100,VIT_06s0061g00230,1307,0.6296,ABC transporter G member 7,ABCG7,,vv52010ABC_transporters,
101,VIT_10s0116g01880,1285,0.6217,MATE efflux family protein,MATE,,vv50125Porters_cat_66_to_94,
102,VIT_12s0059g02420,1279,0.6215,Peroxidase ATP11A (gb|X98802).,E1_11_1_7,,vv10360Phenylalanine_metabolism,vv10680Methane_metabolism
103,VIT_08s0040g02250,1284,0.6200,No hit,,,,
104,VIT_04s0008g03600,1281,0.6171,Tocopherol cyclase,K09834,,vv10100Biosynthesis_of_steroids,
105,VIT_14s0108g00740,1261,0.6104,GASA4,GASA4,,vv30010Gibberellin_signaling,
106,VIT_09s0002g06750,1246,0.6069,ERF/AP2 transcription factor sub B-6 SHINE,SHINE1_1,VvERF042,vv30008Ethylene_signaling,vv60003AP2_EREBP
107,VIT_10s0003g00050,1246,0.6066,Squamosa promoter-binding protein 3 (SPL3),SPL3,,vv60055SBP,
108,VIT_18s0122g00590,1250,0.6024,DNA-binding protein,,,,
109,VIT_04s0008g04470,1251,0.6017,Zinc finger  SWIM-type,ZFSWIM_8,,vv60074Orphans_zf-SWIM,
110,VIT_17s0000g09270,1238,0.5984,MATE efflux family protein,MATE,,vv50125Porters_cat_66_to_94,
111,VIT_07s0031g00320,1237,0.5982,Curly leaf PHCLF1,CLF1_1,,vv30009Flower_development,vv60056SET_PCG
112,VIT_01s0011g03490,1234,0.5958,3-ketoacyl-CoA synthase,,,,
113,VIT_05s0077g00650,1236,0.5957,Poly(A) polymerase,K14376,,vv23015mRNA_surveillance_pathway,
114,VIT_15s0048g02720,1220,0.5894,fatty acid elongase,E2_3_1_41,,vv10061Fatty_acid_biosynthesis,
115,VIT_17s0000g00130,1217,0.5888,SEC14 cytosolic factor,SEC14,,vv50122Porters_cat_7_to_17,
116,VIT_18s0001g13330,1204,0.5839,Purple acid phosphatase 32- ATPAP32/PAP32,E3_1_3_2,,vv10740Riboflavin_metabolism,
117,VIT_08s0007g03990,1204,0.5831,Cellulose synthase CSLA09,E2_4_1_12_CSLA09,,vv40006Cell_wall,
118,VIT_03s0063g00670,1209,0.5824,Cyclin-dependent kinase inhibitor ICK5,ICK5,,vv44110Cell_cycle,
119,VIT_13s0019g05290,1209,0.5815,Acyl-CoA binding,,,,
120,VIT_01s0011g04710,1203,0.5806,Copper-binding family protein,,,,
121,VIT_14s0108g01020,1203,0.5756,Alpha-expansin 1 precursor,EXPA1,,vv30003Auxin_signaling,
122,VIT_06s0004g08290,1184,0.5725,KH domain-containing protein,,,,
123,VIT_14s0128g00180,1182,0.5716,Zinc finger (C3HC4-type ring finger),ZFC3HC4_209,,vv60078Other_zf-C3HC4,
124,VIT_02s0012g02030,1174,0.5691,Homeobox-7,VVHB7_1,VvHB09,vv60034HB,
125,VIT_08s0040g03400,1178,0.5669,Short-chain dehydrogenase/reductase,,,,
126,VIT_11s0065g00130,1164,0.5642,Taxane 10-beta-hydroxylase,E1_14_13_76,,vv10904Diterpenoid_biosynthesis,
127,VIT_11s0052g00800,1163,0.5637,Protein kinase family,,,,
128,VIT_14s0108g00510,1158,0.5608,Nucleosome assembly protein (NAP-related) NRP2,,,,
129,VIT_18s0041g01210<br>VIT_18s0041g01160<br>VIT_18s0041g01170,1149,0.5543,
130,VIT_01s0182g00130,1144,0.5516,PHO1-like protein,PHO1,,vv50125Porters_cat_66_to_94,
131,VIT_01s0010g02740,1133,0.5466,4-coumarate-CoA ligase,E6_2_1_12,,vv10940Phenylpropanoid_biosynthesis,vv50104Group_translocators
132,VIT_00s0399g00020,1130,0.5448,Protease inhibitor/seed storage/lipid transfer protein (LTP),,,,
133,VIT_14s0068g01520,1125,0.5437,Double-stranded RNA-binding (DsRBD) domain-containing protein,,,,
134,VIT_19s0090g00400,1127,0.5416,Zinc finger (C3HC4-type ring finger),ZFC3HC4_83,,vv60078Other_zf-C3HC4,
135,VIT_03s0088g00270,1113,0.5411,No hit,,,,
136,VIT_06s0080g00760,1127,0.5410,Unknown protein,,,,
137,VIT_16s0039g00010,1116,0.5407,ABC transporter G member 7,ABCG7,,vv52010ABC_transporters,
138,VIT_00s0762g00030,1121,0.5395,S-locus lectin protein kinase,,,,
139,VIT_01s0011g00080,1107,0.5325,Universal stress protein (USP) family protein,,,,
140,VIT_11s0037g01210,1097,0.5300,Eceriferum 1 (CER1 protein) Sterol desaturase,,,,
