Vv_m2,2000,1000,VIT_02s0012g02030
rank,node,Fabs,Frel,Functional-annotation,Name-EC-KeggID,Updated-name,Network1,Network2
1,VIT_14s0068g01520,2058,1.0000,Double-stranded RNA-binding (DsRBD) domain-containing protein,,,,
2,VIT_12s0059g02310,2065,0.9995,PDF2 (protodermal factor2),PDF2_4,VvHB44,vv60034HB,
3,VIT_18s0122g01240,2062,0.9985,Serine/threonine Protein kinase BNK1,,,,
4,VIT_06s0080g00760,2070,0.9981,Unknown protein,,,,
5,VIT_06s0061g00240,2060,0.9952,ABC transporter G member 7,ABCG7,,vv52010ABC_transporters,
6,VIT_01s0010g01870,2056,0.9932,Salicylic acid-induced fragment 1 protein,,,,
7,VIT_17s0053g00780,2041,0.9917,Homeodomain GLABROUS11,HDG11_1,VvHB60,vv60034HB,
8,VIT_13s0019g00420,2022,0.9844,F-box family protein,,,,
9,VIT_10s0116g00680,2046,0.9822,PDF2 (protodermal factor2),PDF2_2,VvHB35,vv60034HB,
10,VIT_13s0067g00400,2002,0.9681,Anthranilate synthase alpha 1,E4_1_3_27,,vv10400Phenylalanine_tyrosine_and_tryptophan_biosynthesis,
11,VIT_14s0068g02010,2006,0.9663,IMP dehydrogenase/GMP reductase,E1_1_1_205,,vv10230Purine_metabolism,
12,VIT_11s0016g00740,1992,0.9646,Receptor-like protein kinase 3,,,,
13,VIT_04s0008g07040,1991,0.9600,Peroxidase,E1_11_1_7,,vv10360Phenylalanine_metabolism,vv10680Methane_metabolism
14,VIT_08s0040g02970,1975,0.9587,Protein phosphatase 2C,E3_1_3_16,,,
15,VIT_13s0067g00730,1970,0.9545,Carboxylic ester hydrolase,E3_1_1_1,,,
16,VIT_08s0007g02600,1953,0.9490,Unknown protein,,,,
17,VIT_01s0026g00570,1950,0.9475,Bet v I allergen,,,,
18,VIT_06s0009g03390,1950,0.9452,No hit,,,,
19,VIT_00s1356g00010,1954,0.9431,Zinc finger (C2H2 type) family,C2H2FAM_15,,vv60017C2H2,
20,VIT_18s0041g02150,1940,0.9377,Lipase GDSL,,,,
21,VIT_18s0122g01250,1935,0.9366,No hit,,,,
22,VIT_08s0040g03400,1933,0.9365,Short-chain dehydrogenase/reductase,,,,
23,VIT_17s0000g05890,1931,0.9360,Protein kinase APK1B,,,,
24,VIT_01s0182g00130,1923,0.9294,PHO1-like protein,PHO1,,vv50125Porters_cat_66_to_94,
25,VIT_11s0037g00320,1924,0.9277,Serine carboxypeptidase S10,,,,
26,VIT_06s0061g00220,1905,0.9207,Transcription initiation factor TFIIB,K03124,,vv23022Basal_transcription_factors,
27,VIT_15s0048g02680,1901,0.9184,Calmodulin-binding region IQD17,,,,
28,VIT_05s0102g00370,1895,0.9172,Receptor protein kinase (ACR4),,,,
29,VIT_19s0014g00680,1897,0.9151,RKF1 (receptor-like kinase in flowers 1),,,,
30,VIT_04s0008g01290,1879,0.9117,CGA1 (cytokinin-responsive GATA factor 1),CGA1,,vv30007Cytokinin_signaling,vv60016C2C2-GATA
31,VIT_19s0090g00330,1874,0.9053,1-acyl-sn-glycerol-3-phosphate acyltransferase,E2_3_1_51,,vv10561Glycerolipid_metabolism,vv10564Glycerophospholipid_metabolism
32,VIT_17s0000g09270,1873,0.9018,MATE efflux family protein,MATE,,vv50125Porters_cat_66_to_94,
33,VIT_18s0001g12240,1859,0.8963,Peptide chain release factor eRF subunit 1,K03265,,vv23015mRNA_surveillance_pathway,
34,VIT_03s0038g01960,1855,0.8953,Proline-rich family protein,,,,
35,VIT_05s0124g00100,1846,0.8914,Unknown,,,,
36,VIT_07s0005g01790,1850,0.8911,Acyl-CoA synthetase long-chain member 2,E6_2_1_3_LACS2,,vv10071Fatty_acid_metabolism,vv44146Peroxisome
37,VIT_03s0097g00470,1830,0.8819,ATHVA22A (Arabidopsis thaliana HVA22 homologue A),HVA22A,,vv30001ABA_signaling,
38,VIT_15s0021g02290,1827,0.8813,Squamosa promoter-binding protein 2 (SPL2),SPL2_2,,vv60055SBP,
39,VIT_06s0004g02300,1821,0.8763,Calcium-dependent protein kinase 19,CDPK19,,vv34626Plant-pathogen_interaction,
40,VIT_14s0006g01930,1801,0.8709,Unknown protein,,,,
41,VIT_07s0005g01670,1779,0.8653,No hit,,,,
42,VIT_04s0008g05520,1780,0.8632,Unknown protein,,,,
43,VIT_13s0067g02910,1775,0.8591,Non-specific lipid-transfer protein,,,,
44,VIT_03s0088g00070,1765,0.8551,No hit,,,,
45,VIT_00s0229g00120,1746,0.8463,Ternary complex factor MIP1,,,,
46,VIT_01s0010g03320,1749,0.8457,Kelch repeat-containing F-box protein,,,,
47,VIT_07s0005g05180,1751,0.8447,No hit,,,,
48,VIT_18s0001g12580,1754,0.8437,Zinc finger homeobox 33,ZFHB33_2,,vv60068Zf-HD,
49,VIT_13s0019g02090,1731,0.8391,Thylakoid lumenal 15 kDa protein 1,,,,
50,VIT_18s0001g08650,1723,0.8328,Growth-regulating factor 1,GRF1_2,,vv60033GRF,
51,VIT_17s0000g00130,1731,0.8322,SEC14 cytosolic factor,SEC14,,vv50122Porters_cat_7_to_17,
52,VIT_07s0031g01670,1706,0.8254,CYP96A10,,,,
53,VIT_08s0056g00050,1703,0.8231,Scarecrow transcription factor 23 (SCL23),SCL23_2,,vv60032GRAS,
54,VIT_15s0048g02000,1694,0.8223,Homeodomain GLABROUS1,HDG1_1,VvHB53,vv60034HB,
55,VIT_15s0048g00550,1680,0.8155,Abnormal floral organs,AFO_2,,vv60019C2C2-YABBY,
56,VIT_17s0000g01260,1704,0.8149,Squamosa promoter-binding protein 13 (SPL13),SPL13_1,,vv60055SBP,
57,VIT_12s0142g00240,1675,0.8127,PDF1 (protodermal factor1),PDF1_1,,,
58,VIT_12s0178g00200,1666,0.8048,Actin beta/gamma 1,K05692,,vv44810Regulation_of_actin_cytoskeleton,
59,VIT_03s0091g00650,1662,0.8045,No hit,,,,
60,VIT_14s0068g00260,1666,0.8041,Serine carboxypeptidase S10,,,,
61,VIT_06s0061g00470,1637,0.7920,Myb domain protein 36,MYB36_1,MYB149,vv60044MYB,
62,VIT_05s0077g00530,1626,0.7878,Unknown protein,,,,
63,VIT_00s0187g00210,1627,0.7849,Rho GDP-dissociation inhibitor 2,,,,
64,VIT_12s0059g00190,1611,0.7832,Beta-expansin (EXPB3),EXPB3,,vv30003Auxin_signaling,
65,VIT_11s0016g00290,1617,0.7804,Pectinesterase PME3,E3_1_1_11,,vv40006Cell_wall,
66,VIT_01s0011g04710,1597,0.7730,Copper-binding family protein,,,,
67,VIT_03s0063g01880,1590,0.7689,Acyl-CoA synthetase long-chain member 2,E6_2_1_3_LACS2,,vv10071Fatty_acid_metabolism,vv44146Peroxisome
68,VIT_03s0063g01890,1578,0.7686,Ring-H2 finger protein ATL3G,,,,
69,VIT_07s0005g05260<br>VIT_07s0005g05230,1589,0.7673,
70,VIT_13s0073g00140,1572,0.7638,Ovate family protein 13 OFP13,OFP13_2,,vv60086OFP,
71,VIT_12s0142g00640,1557,0.7547,FLS2 (flagellin-sensitive 2),K13420,,vv34626Plant-pathogen_interaction,
72,VIT_00s0286g00130,1543,0.7490,S-locus lectin protein kinase,,,,
73,VIT_15s0045g01600,1543,0.7447,Eceriferum 1 (CER1 protein) Sterol desaturase,,,,
74,VIT_14s0128g00160,1541,0.7409,Protein kinase CDG1,,,,
75,VIT_17s0000g07770,1529,0.7401,LTCOR11,LTCOR11,,vv30010Gibberellin_signaling,
76,VIT_16s0039g00010,1520,0.7389,ABC transporter G member 7,ABCG7,,vv52010ABC_transporters,
77,VIT_07s0031g00320,1524,0.7369,Curly leaf PHCLF1,CLF1_1,,vv30009Flower_development,vv60056SET_PCG
78,VIT_04s0008g00490,1524,0.7327,Profilin 5 (PRO5) (PRF3),K05759,,vv44810Regulation_of_actin_cytoskeleton,
79,VIT_10s0003g00600,1514,0.7325,Lipase GDSL,,,,
80,VIT_15s0046g03240,1504,0.7305,Unknown protein,,,,
81,VIT_04s0023g01950,1504,0.7276,TUBBY like protein 2 TLP2,TLP2,,vv60063TUB,
82,VIT_07s0005g05210,1503,0.7229,No hit,,,,
83,VIT_06s0061g00700,1484,0.7225,Auxin-regulated protein,AUXREG,,vv30003Auxin_signaling,
84,VIT_03s0063g01730,1490,0.7212,Viral-response family protein-like,,,,
85,VIT_16s0098g00660,1484,0.7166,Unknown protein,,,,
86,VIT_06s0004g07040,1467,0.7101,Glutaredoxin,,,,
87,VIT_05s0094g01350,1456,0.7089,Thiol methyltransferase 1,E2_1_1_9,,vv10450Selenoamino_acid_metabolism,
88,VIT_06s0080g00830,1427,0.6907,Unknown protein,,,,
89,VIT_04s0008g04590,1429,0.6903,CXE carboxylesterase,E3_1_1_1,,,
90,VIT_02s0012g01660,1427,0.6884,ATPase PGP2 (P-glycoprotein 2),PGP2,,vv52010ABC_transporters,
91,VIT_15s0045g01440,1415,0.6826,Eceriferum 1 (CER1 protein) Sterol desaturase,,,,
92,VIT_00s0211g00030,1414,0.6779,Symbiosis receptor kinase,,,,
93,VIT_14s0083g01200,1381,0.6701,Nitrilase,E3_5_5_1,,vv10910Nitrogen_metabolism,vv11002Auxin_biosynthesis
94,VIT_04s0023g02790,1373,0.6662,Dehydration-responsive protein,,,,
95,VIT_16s0039g00740,1379,0.6655,Histone-lysine N-methyltransferase ASHH3,E2_1_1_43ASHH3_1,,vv10300Lysine_biosynthesis,vv60056SET_PCG
96,VIT_09s0002g04170,1369,0.6626,Acyl-CoA synthetases (Acyl-activating enzyme 13),E6_2_1_3,,vv10071Fatty_acid_metabolism,vv50104Group_translocators
97,VIT_17s0000g07270,1381,0.6624,No hit,,,,
98,VIT_15s0046g03190,1368,0.6612,Myb domain protein 17,MYB17_2,MYB17A,vv60044MYB,
99,VIT_03s0038g01830,1366,0.6602,Proline-rich protein 4,,,,
100,VIT_07s0031g00020,1359,0.6584,Phosphoric monoester hydrolase,,,,
