Vv_m2,2000,1000,VIT_15s0046g03190
rank,node,Fabs,Frel,Functional-annotation,Name-EC-KeggID,Updated-name,Network1,Network2
1,VIT_10s0003g00560,2058,1.0000,Wuschel homeobox 9,WOX9,VvHB37,vv60034HB,
2,VIT_02s0025g04950,2053,1.0000,No hit,,,,
3,VIT_13s0067g02070,2072,1.0000,Kelch repeat-containing protein,,,,
4,VIT_13s0047g00370,2066,1.0000,Enoyl-CoA hydratase,E4_2_1_17,vv10650Butanoate_metabolism,vv10062Fatty_acid_elongation_in_mitochondria,vv10071Fatty_acid_metabolism
5,VIT_02s0025g02680,2061,0.9990,Growth-regulating factor 5,GRF5_1,,vv60033GRF,
6,VIT_01s0026g02600,2059,0.9990,Myb domain protein 105,MYB105_2,MYB165,vv60044MYB,
7,VIT_18s0001g12580,2046,0.9976,Zinc finger homeobox 33,ZFHB33_2,,vv60068Zf-HD,
8,VIT_09s0002g01350,2061,0.9971,Growth-regulating factor 5,GRF5_4,,vv60033GRF,
9,VIT_12s0142g00240,2049,0.9971,PDF1 (protodermal factor1),PDF1_1,,,
10,VIT_19s0014g04690,2064,0.9961,Indole-3-acetic acid-amido synthetase,AUXINBIOSYNTHESIS_GH3,,vv11002Auxin_biosynthesis,
11,VIT_03s0038g02060,2043,0.9942,Dirigent protein pDIR7,,,,
12,VIT_00s0233g00100,2062,0.9928,PLATZ transcription factor,PLATZFAM_7,,vv60049PLATZ,
13,VIT_07s0005g04770,2063,0.9909,Anthranilate phosphoribosyltransferase,E2_4_2_18,,vv10400Phenylalanine_tyrosine_and_tryptophan_biosynthesis,
14,VIT_14s0171g00240,2054,0.9894,SYN2 (Sister chromatid cohesion 1 (SCC1) protein homolog 2) cohesin,SYN2,,vv44110Cell_cycle,
15,VIT_06s0061g00700,2043,0.9884,Auxin-regulated protein,AUXREG,,vv30003Auxin_signaling,
16,VIT_14s0066g00150,2049,0.9856,GATA transcription factor 6,GATA6,,vv60016C2C2-GATA,
17,VIT_14s0219g00270,2036,0.9850,TEL1 (Terminal EAR1-like 1),TEL1,,vv44110Cell_cycle,
18,VIT_13s0047g00360,2038,0.9845,6-hydroxyisobutyryl-coenzyme A hydrolase,E3_1_2_4,,vv10280Valine_leucine_and_isoleucine_degradation,vv10410Beta-alanine_metabolism
19,VIT_07s0005g00220,2024,0.9840,DNA mismatch repair protein PMS2,K10858,,vv23430Mismatch_repair,
20,VIT_00s0337g00080,2030,0.9821,Unknown protein,,,,
21,VIT_01s0182g00130,2017,0.9801,PHO1-like protein,PHO1,,vv50125Porters_cat_66_to_94,
22,VIT_11s0149g00200,2026,0.9783,Unknown protein,,,,
23,VIT_02s0025g04390,1981,0.9603,SEU1 protein,SEUSS,,vv30009Flower_development,
24,VIT_04s0023g03760,1979,0.9597,Unknown protein,,,,
25,VIT_16s0022g02030,1983,0.9566,ERL1 (ERECTA 1),,,,
26,VIT_16s0013g02030,1972,0.9545,Unknown protein,,,,
27,VIT_10s0116g00680,1982,0.9533,PDF2 (protodermal factor2),PDF2_2,VvHB35,vv60034HB,
28,VIT_12s0059g02310,1980,0.9528,PDF2 (protodermal factor2),PDF2_4,VvHB44,vv60034HB,
29,VIT_04s0008g07040,1960,0.9519,Peroxidase,E1_11_1_7,,vv10360Phenylalanine_metabolism,vv10680Methane_metabolism
30,VIT_08s0007g03420,1958,0.9468,ABI5 (ABA insensitive 5),ABI5_1,VvbZIP25,vv30001ABA_signaling,vv60012BZIP
31,VIT_11s0078g00050,1949,0.9466,No hit,,,,
32,VIT_07s0141g00090,1936,0.9357,Fatty acid elongase 1,E2_3_1_41,,vv10061Fatty_acid_biosynthesis,
