Vv_m2,2000,1000,VIT_18s0001g14660
rank,node,Fabs,Frel,Functional-annotation,Name-EC-KeggID,Updated-name,Network1,Network2
1,VIT_13s0074g00390,2059,1.0000,CYP77A2,,,,
2,VIT_10s0003g00620,2076,1.0000,Lipase GDSL,,,,
3,VIT_08s0056g01070,2053,1.0000,MATE efflux family protein,MATE,,vv50125Porters_cat_66_to_94,
4,VIT_00s0207g00010,2060,1.0000,Anthranilate N-benzoyltransferase protein 1,E2_3_1_144,,vv10400Phenylalanine_tyrosine_and_tryptophan_biosynthesis,
5,VIT_18s0001g14910,2072,0.9995,Mannitol dehydrogenase,E1_1_1_67,,vv10051Fructose_and_mannose_metabolism,
6,VIT_02s0025g02620,2073,0.9990,BDG1 (BODYGUARD1) hydrolase,,,,
7,VIT_05s0102g00370,2069,0.9990,Receptor protein kinase (ACR4),,,,
8,VIT_17s0000g10060,2067,0.9990,Lipase GDSL,,,,
9,VIT_11s0016g04540,2059,0.9971,ABC transporter G member 22,ABCG22,,vv52010ABC_transporters,
10,VIT_13s0067g02390,2058,0.9966,Unknown,,,,
11,VIT_04s0043g00560,2062,0.9957,DD1A protein,,,,
12,VIT_02s0025g04550,2055,0.9937,Glucose-methanol-choline (GMC) oxidoreductase,E1_1_99_1,,vv10260Glycine_serine_and_threonine_metabolism,
13,VIT_07s0005g01290,2002,0.9771,DnaJ homolog  subfamily C  member 7,K09527,,vv50132Primary_active_transporter_cat_A5_to_A8,
14,VIT_03s0038g01830,2007,0.9747,Proline-rich protein 4,,,,
15,VIT_11s0016g01320,2015,0.9739,Myb domain protein 13,MYB13,MYBPA2,vv60044MYB,
16,VIT_13s0019g01260,2017,0.9725,Enoyl reductase,K10258,,vv11040Biosynthesis_of_unsaturated_fatty_acids,
17,VIT_06s0004g01550,1994,0.9666,Phosphoribosylanthranilate transferase,E2_4_2_18,,vv10400Phenylalanine_tyrosine_and_tryptophan_biosynthesis,
18,VIT_12s0059g01870,2003,0.9644,GH3-like protein,AUXINBIOSYNTHESIS_GH3,,vv11002Auxin_biosynthesis,
19,VIT_18s0001g13080,1986,0.9636,Unknown protein,,,,
20,VIT_09s0002g03140,2003,0.9625,Lipase GDSL,,,,
21,VIT_00s0475g00020,1983,0.9584,Zinc finger (C3HC4-type ring finger),,,,
22,VIT_05s0049g01810,1981,0.9547,No hit,,,,
23,VIT_09s0018g01650,1957,0.9477,Wrinkled1 (AP2/ERBP),WRINKLED1_1,VvAP2-06,vv30008Ethylene_signaling,vv60003AP2_EREBP
24,VIT_03s0063g01880,1949,0.9420,Acyl-CoA synthetase long-chain member 2,E6_2_1_3_LACS2,,vv10071Fatty_acid_metabolism,vv44146Peroxisome
25,VIT_05s0077g01670,1939,0.9385,Major cherry allergen Pru av 1.0202,,,,
26,VIT_02s0025g03320,1924,0.9376,CYP86A2,,,,
27,VIT_11s0052g01600,1948,0.9374,UDP-glucose flavonoid 3-O-glucosyltransferase 7,E2_4_1_91,,vv10941Flavonoid_biosynthesis,
28,VIT_02s0025g01190,1915,0.9319,Extra-large G-protein (XLG1),,,,
29,VIT_07s0031g00480,1906,0.9217,Protein kinase family,,,,
30,VIT_10s0003g00980,1900,0.9201,Unknown protein,,,,
31,VIT_18s0122g00590,1905,0.9198,DNA-binding protein,,,,
32,VIT_01s0026g02530,1894,0.9172,Beta-1 3-galactosyltransferase,K07819,,vv10602Glycosphingolipid_biosynthesis,
33,VIT_14s0128g00160,1896,0.9159,Protein kinase CDG1,,,,
34,VIT_10s0003g00050,1873,0.9079,Squamosa promoter-binding protein 3 (SPL3),SPL3,,vv60055SBP,
35,VIT_14s0006g01610,1870,0.9064,PMI2 (plastid movement impaired 2),,,,
36,VIT_15s0046g01960,1869,0.9060,Hydroquinone glucosyltransferase,E2_4_1_218,,vv10500Starch_and_sucrose_metabolism,
37,VIT_18s0001g01210,1881,0.9056,Senescence-inducible chloroplast stay-green protein 2,,,,
38,VIT_16s0050g00830,1857,0.9032,Beta-ketoacyl-CoA synthase,E2_3_1_41,,vv10061Fatty_acid_biosynthesis,
39,VIT_18s0001g11100,1866,0.9019,Serine carboxypeptidase,,,,
40,VIT_00s0225g00070,1855,0.9005,MATE efflux family protein,MATE,,vv50125Porters_cat_66_to_94,
41,VIT_07s0031g01680,1854,0.8978,CYP86A1,,,,
42,VIT_10s0003g00600,1850,0.8933,Lipase GDSL,,,,
43,VIT_04s0043g00550,1821,0.8823,Carboxyl-terminal proteinase,,,,
44,VIT_03s0017g00710,1809,0.8799,flavonol synthase,E1_14_11_23,,vv10941Flavonoid_biosynthesis,
45,VIT_00s0313g00040,1805,0.8796,PAS2 (PASTICCINO 2),K10703,,vv11040Biosynthesis_of_unsaturated_fatty_acids,
46,VIT_01s0010g02740,1831,0.8769,4-coumarate-CoA ligase,E6_2_1_12,,vv10940Phenylpropanoid_biosynthesis,vv50104Group_translocators
47,VIT_03s0063g00350,1816,0.8748,Unknown,,,,
48,VIT_11s0118g00810,1785,0.8682,Peptidyl-prolyl cis-trans isomerase,K01802,,,
49,VIT_06s0004g06750,1780,0.8649,Armadillo/beta-catenin repeat,,,,
50,VIT_13s0156g00540,1762,0.8595,Disease resistance protein (CC-NBS-LRR class),,,,
51,VIT_13s0019g04260,1769,0.8554,Monoglyceride lipase,E3_1_1_23,,vv10561Glycerolipid_metabolism,
52,VIT_17s0000g06460,1760,0.8511,Zinc finger (C3HC4-type ring finger),ZFC3HC4_177,,vv60078Other_zf-C3HC4,
