Vv_m2,2000,1000,VIT_09s0002g06750
rank,node,Fabs,Frel,Functional-annotation,Name-EC-KeggID,Updated-name,Network1,Network2
1,VIT_06s0004g01550,2065,1.0000,Phosphoribosylanthranilate transferase,E2_4_2_18,,vv10400Phenylalanine_tyrosine_and_tryptophan_biosynthesis,
2,VIT_03s0038g01410,2087,1.0000,Aquaporin PIP PIP1A,PIP1A,,vv50101Channels_and_pores,
3,VIT_12s0059g01830,2059,1.0000,Unknown,,,,
4,VIT_18s0122g00220,2066,1.0000,Phosphodiesterase/alkaline phosphatase D,E3_1_4_1,,,
5,VIT_04s0008g05440,2060,1.0000,Ethylene-responsive transcription factor SHINE 3,SHINE3_1,VvERF044,vv30008Ethylene_signaling,vv60003AP2_EREBP
6,VIT_19s0015g00510,2070,1.0000,Pectate lyase 2,E4_2_2_2,,vv40006Cell_wall,
7,VIT_04s0069g01120,2059,1.0000,Acyl-activating enzyme 7,E6_2_1_3,,vv10071Fatty_acid_metabolism,vv50104Group_translocators
8,VIT_13s0067g02390,2069,1.0000,Unknown,,,,
9,VIT_08s0007g02000,2068,1.0000,Glycerol-3-phosphate acyltransferase 8,E2_3_1_15,,vv10561Glycerolipid_metabolism,vv10564Glycerophospholipid_metabolism
10,VIT_11s0016g05340,2073,0.9995,Ethylene-responsive transcription factor SHINE 3,SHINE3_2,VvERF043,vv30008Ethylene_signaling,vv60003AP2_EREBP
11,VIT_10s0003g01010,2067,0.9995,Lipase GDSL,,,,
12,VIT_18s0001g10050,2063,0.9995,LRX1 (leucine-rich repeat/extensin 1),EXTENSIN,,vv40006Cell_wall,
13,VIT_00s0218g00100,2074,0.9971,Metal transporter Nramp6,NRAMP6,,vv50124Porters_cat_30_to_64,
14,VIT_00s0665g00020,2063,0.9971,Carrier protein  Mitochondrial,K03454,,vv50123Porters_cat_18_to_29,
15,VIT_02s0025g02630,2056,0.9971,Lipase GDSL,,,,
16,VIT_19s0090g00730,2049,0.9923,No hit,,,,
17,VIT_09s0002g03050,2040,0.9922,Lipase GDSL,,,,
18,VIT_07s0031g01680,2046,0.9913,CYP86A1,,,,
