Vv_m2,2000,1000,VIT_17s0000g09270
rank,node,Fabs,Frel,Functional-annotation,Name-EC-KeggID,Updated-name,Network1,Network2
1,VIT_06s0080g00760,2070,1.0000,Unknown protein,,,,
2,VIT_12s0059g00190,2068,0.9995,Beta-expansin (EXPB3),EXPB3,,vv30003Auxin_signaling,
3,VIT_14s0068g02010,2054,0.9995,IMP dehydrogenase/GMP reductase,E1_1_1_205,,vv10230Purine_metabolism,
4,VIT_04s0069g01120,2071,0.9986,Acyl-activating enzyme 7,E6_2_1_3,,vv10071Fatty_acid_metabolism,vv50104Group_translocators
5,VIT_10s0003g00600,2058,0.9985,Lipase GDSL,,,,
6,VIT_05s0102g00370,2060,0.9981,Receptor protein kinase (ACR4),,,,
7,VIT_07s0031g01680,2088,0.9971,CYP86A1,,,,
8,VIT_14s0128g00160,2079,0.9971,Protein kinase CDG1,,,,
9,VIT_07s0129g00070<br>VIT_07s0129g00150,2071,0.9952,
10,VIT_13s0073g00140,2071,0.9952,Ovate family protein 13 OFP13,OFP13_2,,vv60086OFP,
11,VIT_09s0002g03050,2082,0.9938,Lipase GDSL,,,,
12,VIT_16s0022g00370,2052,0.9937,GDP-mannose transporter (GONST1),GONST1,,vv50122Porters_cat_7_to_17,
13,VIT_07s0151g00510,2048,0.9932,GCN5 N-acetyltransferase (GNAT),GCN5_22,,vv60082GNAT,
14,VIT_18s0089g00510,2044,0.9874,Isopentenyltransferase 1,E2_5_1_27,,vv10908Zeatin_biosynthesis,
15,VIT_17s0000g03750,2037,0.9845,Chitin elicitor-binding CEBIP LysM domain-containing,K13473,,vv34626Plant-pathogen_interaction,
16,VIT_10s0003g00560,2044,0.9817,Wuschel homeobox 9,WOX9,VvHB37,vv60034HB,
17,VIT_15s0021g02300,2034,0.9817,Squamosa promoter-binding protein 8 (SPL8),SPL8,,vv60055SBP,
18,VIT_03s0038g01960,2040,0.9808,Proline-rich family protein,,,,
19,VIT_05s0077g01670,2021,0.9782,Major cherry allergen Pru av 1.0202,,,,
20,VIT_12s0057g01450,2023,0.9773,Subtilisin protease,,,,
21,VIT_14s0068g01540,2009,0.9748,PBS1 (avrPphB susceptible 1),K13430,,vv34626Plant-pathogen_interaction,
22,VIT_04s0044g00190,2017,0.9739,Mannitol dehydrogenase,E1_1_1_67,,vv10051Fructose_and_mannose_metabolism,
23,VIT_12s0059g01830,1996,0.9675,Unknown,,,,
