Vv_m2,2000,1000,VIT_14s0219g00280
rank,node,Fabs,Frel,Functional-annotation,Name-EC-KeggID,Updated-name,Network1,Network2
1,VIT_00s0179g00110,2087,0.9995,Protein phosphatase 2C,,,,
2,VIT_09s0002g06990,2059,0.9961,Phosphatidic acid phosphatase / PAP2,E3_1_3_4,,vv10561Glycerolipid_metabolism,vv10564Glycerophospholipid_metabolism
3,VIT_01s0010g02740,2058,0.9942,4-coumarate-CoA ligase,E6_2_1_12,,vv10940Phenylpropanoid_biosynthesis,vv50104Group_translocators
4,VIT_04s0008g05440,2058,0.9932,Ethylene-responsive transcription factor SHINE 3,SHINE3_1,VvERF044,vv30008Ethylene_signaling,vv60003AP2_EREBP
5,VIT_14s0060g01460,2053,0.9918,Pentatricopeptide (PPR) repeat-containing protein,,,,
6,VIT_08s0105g00450,2055,0.9913,Transducin protein,,,,
7,VIT_12s0059g01590,2045,0.9894,Lipase GDSL,,,,
8,VIT_03s0063g01880,2029,0.9864,Acyl-CoA synthetase long-chain member 2,E6_2_1_3_LACS2,,vv10071Fatty_acid_metabolism,vv44146Peroxisome
9,VIT_08s0007g01050,2031,0.9859,Aldo-keto reductase,E1_1_1_21,,vv10040Pentose_glucuronate_interconversion,vv10051Fructose_and_mannose_metabolism
10,VIT_08s0007g05350,2053,0.9851,Haloacid dehalogenase hydrolase,E3_1_3_18,,vv10630Glyoxylate_and_dicarboxylate_metabolism,
11,VIT_17s0000g01660,2018,0.9801,WD40,,,,
12,VIT_08s0105g00430,2038,0.9775,Omega-3 fatty acid desaturase  chloroplast precursor,K10257,,vv11040Biosynthesis_of_unsaturated_fatty_acids,
13,VIT_13s0064g01760,2016,0.9697,Amygdalin hydrolase isoform AH I,E3_2_1_117,,vv10460Cyanoamino_acid_metabolism,
14,VIT_08s0056g00800,1987,0.9622,Myb domain protein 60,MYB60,MYB60,vv60044MYB,
15,VIT_07s0031g01560,1975,0.9564,Unknown protein,,,,
16,VIT_11s0016g03880,1967,0.9558,Receptor protein kinase PERK1,,,,
17,VIT_04s0008g02860,1965,0.9479,Cation transport protein chaC,K07232,,vv50109Incompletely_characterized_transport_systems,
18,VIT_08s0040g01130,1964,0.9479,Serine carboxypeptidase II,,,,
19,VIT_16s0050g02390,1945,0.9437,Plastid division protein PDV1,PDV1,,vv44110Cell_cycle,
20,VIT_00s1314g00010,1933,0.9343,Basic helix-loop-helix (bHLH) family,BHLHDOM_89,,vv60011BHLH,
21,VIT_06s0004g01250,1922,0.9299,Omega-6 fatty acid desaturase  endoplasmic reticulum (FAD2),K10256,,vv11040Biosynthesis_of_unsaturated_fatty_acids,
22,VIT_00s0245g00050,1903,0.9251,Oleoyl-acyl carrier protein thioesterase  chloroplast precursor,E3_1_2_14,,vv10061Fatty_acid_biosynthesis,
23,VIT_09s0002g03620,1890,0.9144,NADP-dependent malic enzyme,E1_1_1_39,,vv10620Pyruvate_metabolism,vv10710Carbon_fixation
24,VIT_08s0040g03400,1880,0.9100,Short-chain dehydrogenase/reductase,,,,
25,VIT_02s0109g00380,1878,0.9094,Stress response suppressor 1,STRS1,,vv23040Spliceosome,vv50133Primary_active_transporter_cat_A9_to_A18
26,VIT_06s0004g03210,1865,0.9089,Unknown,,,,
27,VIT_16s0100g00670,1893,0.9079,Homeodomain GLABROUS1,HDG1_2,VvHB55,vv60034HB,
28,VIT_07s0005g03680,1889,0.9077,CCR4-NOT complex subunit CAF16,K12608,,vv23018RNA_degradation,vv52010ABC_transporters
29,VIT_18s0089g00010,1894,0.9071,Disease resistance protein,,,,
30,VIT_18s0001g06690,1897,0.9059,Gibberellin 20 oxidase 2,E1_14_11_12,,vv10904Diterpenoid_biosynthesis,
31,VIT_04s0023g01300,1859,0.9002,Aminopeptidase P,E3_4_11_9,,,
32,VIT_12s0134g00070,1854,0.8987,No hit,,,,
33,VIT_08s0007g09000,1853,0.8973,Glycerol-3-phosphate dehydrogenase,E1_1_1_8,,vv10564Glycerophospholipid_metabolism,
34,VIT_18s0122g01240,1849,0.8928,Serine/threonine Protein kinase BNK1,,,,
35,VIT_00s0245g00010,1827,0.8899,Integral membrane protein,,,,
36,VIT_03s0063g01600,1842,0.8886,No hit,,,,
37,VIT_09s0054g00530,1834,0.8881,Zinc finger (B-box type),ZFBBOX_13,,vv60073Orphans_zf-b_box,
38,VIT_07s0005g01790,1819,0.8852,Acyl-CoA synthetase long-chain member 2,E6_2_1_3_LACS2,,vv10071Fatty_acid_metabolism,vv44146Peroxisome
39,VIT_00s0267g00030,1810,0.8834,Unknown,,,,
40,VIT_00s0532g00050,1801,0.8684,Basic helix-loop-helix ILR3,ILR3_4,,vv11002Auxin_biosynthesis,vv60011BHLH
41,VIT_00s0384g00020,1793,0.8649,Basic helix-loop-helix (bHLH) family,BHLHDOM_93,,vv60011BHLH,
42,VIT_16s0098g01740,1790,0.8618,Unknown protein,,,,
43,VIT_13s0067g00730,1763,0.8608,Carboxylic ester hydrolase,E3_1_1_1,,,
44,VIT_18s0001g11090,1789,0.8605,Uroporphyrinogen-III synthase,E4_2_1_75,,vv10860Porphyrin_and_chlorophyll_metabolism,
45,VIT_05s0020g04540,1782,0.8584,Beta-ketoacyl-CoA synthase,E2_3_1_41,,vv10061Fatty_acid_biosynthesis,
46,VIT_09s0018g01650,1781,0.8579,Wrinkled1 (AP2/ERBP),WRINKLED1_1,VvAP2-06,vv30008Ethylene_signaling,vv60003AP2_EREBP
47,VIT_18s0041g00420,1773,0.8578,Patellin-5,,,,
48,VIT_05s0029g01540,1753,0.8514,Ankyrin repeat,K10380,,vv50108Accessory_factors_involved_in_transport,
