Vv_m2,2000,1000,VIT_08s0056g00800
rank,node,Fabs,Frel,Functional-annotation,Name-EC-KeggID,Updated-name,Network1,Network2
1,VIT_08s0007g09000,2058,0.9966,Glycerol-3-phosphate dehydrogenase,E1_1_1_8,,vv10564Glycerophospholipid_metabolism,
2,VIT_19s0085g00030,2058,0.9961,Unknown protein,,,,
3,VIT_07s0031g01670,2067,0.9947,CYP96A10,,,,
4,VIT_08s0007g00080,2053,0.9947,CUE domain containing protein,,,,
5,VIT_18s0001g07640,2062,0.9937,Eceriferum 2 (CER2),,,,
6,VIT_04s0008g05440,2048,0.9922,Ethylene-responsive transcription factor SHINE 3,SHINE3_1,VvERF044,vv30008Ethylene_signaling,vv60003AP2_EREBP
7,VIT_18s0001g01750,2049,0.9913,No hit,,,,
8,VIT_13s0019g04260,2046,0.9913,Monoglyceride lipase,E3_1_1_23,,vv10561Glycerolipid_metabolism,
9,VIT_05s0049g01450,2044,0.9884,No hit,,,,
10,VIT_16s0039g01670,2048,0.9870,Cinnamoyl-CoA reductase,E1_2_1_44,,vv10940Phenylpropanoid_biosynthesis,
11,VIT_08s0007g00570,2027,0.9830,WRKY DNA-binding protein 49,WRKY49,VvWRKY27,vv60066WRKY,
12,VIT_09s0002g03050,2021,0.9806,Lipase GDSL,,,,
13,VIT_14s0006g02990,2025,0.9768,3-ketoacyl-CoA synthase,,,,
14,VIT_01s0137g00170,2035,0.9765,B-keto acyl reductase,,,,
15,VIT_14s0066g00300,2013,0.9734,Unknown,,,,
16,VIT_17s0000g07950,1992,0.9712,Unknown protein,,,,
17,VIT_10s0003g01010,2011,0.9701,Lipase GDSL,,,,
18,VIT_15s0046g01640,1997,0.9689,Abl interactor protein 1 (ABIL1),,,,
19,VIT_18s0001g07020,2005,0.9653,No hit,,,,
20,VIT_00s0207g00010,1993,0.9651,Anthranilate N-benzoyltransferase protein 1,E2_3_1_144,,vv10400Phenylalanine_tyrosine_and_tryptophan_biosynthesis,
21,VIT_14s0219g00280,1997,0.9619,Glycerol-3-phosphate dehydrogenase (NAD+),E1_1_1_8,,vv10564Glycerophospholipid_metabolism,
22,VIT_17s0000g06130,1981,0.9617,Glutathione S-transferase 9 GSTU9,E2_5_1_18_GSTU9,,vv10480Glutathione_metabolism,
23,VIT_09s0002g06990,1996,0.9615,Phosphatidic acid phosphatase / PAP2,E3_1_3_4,,vv10561Glycerolipid_metabolism,vv10564Glycerophospholipid_metabolism
24,VIT_03s0038g03810,1989,0.9609,Serine/threonine Protein kinase BNK1,,,,
25,VIT_18s0001g06640,1983,0.9603,Zinc finger (C3HC4-type ring finger),ZFC3HC4_60,,vv60078Other_zf-C3HC4,
26,VIT_18s0041g00710,1964,0.9488,UDP-glucose: anthocyanidin 5 3-O-glucosyltransferase,RHGT1,,vv10942Anthocyanin_biosynthesis,
27,VIT_06s0004g01340,1954,0.9467,Esterase/lipase/thioesterase,,,,
28,VIT_17s0000g10060,1956,0.9440,Lipase GDSL,,,,
29,VIT_11s0052g00870,1962,0.9437,IAA33,IAA33,,vv30003Auxin_signaling,vv60008AUXIAA
30,VIT_09s0002g05000,1956,0.9422,R protein disease resistance protein,RPROT,,vv34627R_proteins_from_Plant-pathogen_interaction,
31,VIT_02s0087g00630,1947,0.9392,Alcohol oxidase,E1_1_3_13,,vv10680Methane_metabolism,
32,VIT_11s0016g00580,1934,0.9379,Unknown,,,,
33,VIT_00s0409g00020,1916,0.9287,Receptor protein kinase RK20-1,,,,
34,VIT_00s0286g00040,1919,0.9271,S-locus protein kinase,,,,
35,VIT_08s0056g00260,1914,0.9269,Harpin-induced protein,,,,
36,VIT_18s0001g15610,1924,0.9254,Unknown,,,,
37,VIT_04s0023g01020,1883,0.9110,BEL1 homeobox 2 protein (BLH2) (SAWTOOTH 1),BLH2_1,VvHB17,vv60034HB,
38,VIT_03s0110g00300,1885,0.9102,Copper transporter 4,COPT4,,vv50101Channels_and_pores,
39,VIT_10s0003g03330,1874,0.9088,Receptor-like serine-threonine protein kinase,,,,
40,VIT_11s0016g04840,1882,0.9066,Avr9/Cf-9 rapidly elicited protein 11,,,,
41,VIT_06s0004g00230,1875,0.9049,WRKY DNA-binding protein 48,WRKY48_2,VvWRKY15,vv60066WRKY,
42,VIT_02s0012g01660,1846,0.8966,ATPase PGP2 (P-glycoprotein 2),PGP2,,vv52010ABC_transporters,
43,VIT_00s0665g00020,1860,0.8942,Carrier protein  Mitochondrial,K03454,,vv50123Porters_cat_18_to_29,
44,VIT_11s0118g00180,1837,0.8922,HHP1 (heptahelical protein 1),,,,
45,VIT_06s0009g01420,1837,0.8905,Protease inhibitor/seed storage/lipid transfer protein (LTP),,,,
46,VIT_13s0019g02880,1837,0.8892,UDP-glucoronosyl/UDP-glucosyl transferase,,,,
47,VIT_08s0007g00890,1832,0.8885,Tropinone reductase,E1_1_1_206,,vv10220Urea_cycle_and_metabolism_of_amino_groups,
48,VIT_06s0004g05050,1830,0.8828,Ent-kaurenoic acid oxidase 1,E1_14_13_79,,vv10904Diterpenoid_biosynthesis,
49,VIT_09s0002g07220,1818,0.8825,Unknown,,,,
50,VIT_15s0048g02450,1820,0.8822,Caffeate 3-O-methyltransferase 1,E2_1_1_68,,vv10940Phenylpropanoid_biosynthesis,
51,VIT_09s0002g02490,1828,0.8793,Dof zinc finger protein 1,ADOF1,,vv60015C2C2-DOF,
52,VIT_09s0018g01650,1809,0.8748,Wrinkled1 (AP2/ERBP),WRINKLED1_1,VvAP2-06,vv30008Ethylene_signaling,vv60003AP2_EREBP
53,VIT_11s0016g04270,1799,0.8725,Hydrolase  alpha/beta fold,,,,
54,VIT_05s0124g00090,1801,0.8709,Golgi transport 1 protein B,GOT1B,,vv50109Incompletely_characterized_transport_systems,
55,VIT_07s0031g01890,1798,0.8699,No hit,,,,
56,VIT_07s0005g01790,1781,0.8625,Acyl-CoA synthetase long-chain member 2,E6_2_1_3_LACS2,,vv10071Fatty_acid_metabolism,vv44146Peroxisome
57,VIT_06s0004g03210,1787,0.8616,Unknown,,,,
58,VIT_02s0025g02970,1763,0.8480,flavanone 3-beta-hydroxylase,E1_14_11_9,,vv10941Flavonoid_biosynthesis,
59,VIT_00s0399g00010,1752,0.8476,Unknown,,,,
60,VIT_14s0066g00400,1740,0.8463,Chalcone isomerase,E5_5_1_6,,vv10941Flavonoid_biosynthesis,
61,VIT_14s0030g01950,1735,0.8455,Transferase,,,,
62,VIT_05s0094g01390,1758,0.8452,Ion channel OEP37,OEP37,,vv50101Channels_and_pores,
63,VIT_13s0019g01520,1728,0.8384,Protease inhibitor/seed storage/lipid transfer protein (LTP),,,,
64,VIT_14s0066g02270,1737,0.8375,Endonuclease/exonuclease/phosphatase family protein,E3_1_30_x,,,
65,VIT_11s0052g00800,1737,0.8351,Protein kinase family,,,,
