Vv_m2,2000,1000,VIT_14s0108g01080
rank,node,Fabs,Frel,Functional-annotation,Name-EC-KeggID,Updated-name,Network1,Network2
1,VIT_14s0060g01090,2071,1.0000,LNG1 (LONGIFOLIA1),,,,
2,VIT_09s0002g02490,2097,1.0000,Dof zinc finger protein 1,ADOF1,,vv60015C2C2-DOF,
3,VIT_07s0104g00090,2073,0.9990,Transparent testa 8 TT8,TT8,,vv60011BHLH,
4,VIT_12s0059g02310,2058,0.9985,PDF2 (protodermal factor2),PDF2_4,VvHB44,vv60034HB,
5,VIT_15s0021g02110,2075,0.9981,AP2 domain-containing transcription factor TINY,TINY_8,VvERF029,vv30008Ethylene_signaling,vv60003AP2_EREBP
6,VIT_08s0007g02920,2066,0.9952,ATAN11 (ANTHOCYANIN11),,,,
7,VIT_18s0122g01400,2062,0.9947,Exostosin family protein,K02366,,vv11030Glycan_structures-biosynthesis1,
8,VIT_17s0053g00590,2059,0.9942,Kinase interacting protein,,,,
9,VIT_13s0019g04260,2058,0.9913,Monoglyceride lipase,E3_1_1_23,,vv10561Glycerolipid_metabolism,
10,VIT_00s0186g00090,2047,0.9913,Zinc finger (C3HC4-type ring finger),ZFC3HC4_5,,vv60078Other_zf-C3HC4,
11,VIT_12s0059g01870,2051,0.9899,GH3-like protein,AUXINBIOSYNTHESIS_GH3,,vv11002Auxin_biosynthesis,
12,VIT_13s0067g00730,2040,0.9879,Carboxylic ester hydrolase,E3_1_1_1,,,
13,VIT_01s0010g00710,2028,0.9873,Armadillo/beta-catenin repeat protein / U-box domain-containing protein ,,,,
14,VIT_00s0286g00130,2044,0.9855,S-locus lectin protein kinase,,,,
15,VIT_14s0066g00400,2020,0.9768,Chalcone isomerase,E5_5_1_6,,vv10941Flavonoid_biosynthesis,
16,VIT_04s0008g05440,2008,0.9748,Ethylene-responsive transcription factor SHINE 3,SHINE3_1,VvERF044,vv30008Ethylene_signaling,vv60003AP2_EREBP
17,VIT_12s0057g01030,2006,0.9667,Glucose-6-phosphate 1-dehydrogenase 2  chloroplast precursor,E1_1_1_49,,vv10030Pentose_phosphate,vv10480Glutathione_metabolism
18,VIT_08s0007g09000,1987,0.9636,Glycerol-3-phosphate dehydrogenase,E1_1_1_8,,vv10564Glycerophospholipid_metabolism,
19,VIT_15s0046g02400,1972,0.9564,Glycerol-3-phosphate acyltransferase 8,E2_3_1_15,,vv10561Glycerolipid_metabolism,vv10564Glycerophospholipid_metabolism
20,VIT_13s0019g02880,1979,0.9560,UDP-glucoronosyl/UDP-glucosyl transferase,,,,
21,VIT_11s0052g00800,1972,0.9522,Protein kinase family,,,,
22,VIT_18s0041g00710,1970,0.9499,UDP-glucose: anthocyanidin 5 3-O-glucosyltransferase,RHGT1,,vv10942Anthocyanin_biosynthesis,
23,VIT_18s0166g00220,1950,0.9489,No hit,,,,
24,VIT_15s0048g02680,1947,0.9470,Calmodulin-binding region IQD17,,,,
25,VIT_12s0059g00190,1947,0.9392,Beta-expansin (EXPB3),EXPB3,,vv30003Auxin_signaling,
26,VIT_12s0028g00310,1949,0.9384,Protein kinase family,,,,
27,VIT_02s0025g02620,1948,0.9370,BDG1 (BODYGUARD1) hydrolase,,,,
28,VIT_17s0000g00950,1936,0.9366,Hydroxycinnamoyl-CoA quinate hydroxycinnamoyltransferase,E2_3_1_99,,vv10940Phenylpropanoid_biosynthesis,
29,VIT_05s0049g01400,1911,0.9227,Alcohol oxidase,E1_1_3_13,,vv10680Methane_metabolism,
30,VIT_10s0003g05420,1903,0.9171,S-2-hydroxy-acid oxidase  peroxisomal,E1_1_3_15,,vv10630Glyoxylate_and_dicarboxylate_metabolism,
31,VIT_05s0020g04020,1893,0.9110,Unknown protein,,,,
32,VIT_04s0043g00560,1874,0.9106,DD1A protein,,,,
33,VIT_00s2752g00010,1875,0.9102,DWARF1/DIMINUTO,E1_3_1_72,,vv10100Biosynthesis_of_steroids,
34,VIT_14s0068g00870,1870,0.9095,Nudix hydrolase 13,,,,
35,VIT_07s0031g01270,1876,0.9067,Ring-H2 finger A2A,RHA2A,,vv60078Other_zf-C3HC4,
36,VIT_04s0023g02880,1866,0.9032,GATA transcription factor 14,GAT14,,vv60016C2C2-GATA,
37,VIT_03s0088g00270,1860,0.8986,No hit,,,,
38,VIT_06s0009g00580,1850,0.8968,Receptor protein kinase,,,,
39,VIT_14s0081g00120,1829,0.8887,fertility restorer,,,,
40,VIT_01s0010g03850,1844,0.8861,Calmodulin-binding protein,CMTA4,,vv60020CAMTA,
41,VIT_08s0007g00570,1817,0.8803,WRKY DNA-binding protein 49,WRKY49,VvWRKY27,vv60066WRKY,
42,VIT_07s0129g00070<br>VIT_07s0129g00150,1807,0.8704,
43,VIT_02s0012g01440,1774,0.8607,Zinc finger (C3HC4-type ring finger),ZFC3HC4_215,,vv60078Other_zf-C3HC4,
44,VIT_04s0008g01030,1769,0.8587,Unknown protein,,,,
45,VIT_14s0068g00260,1776,0.8571,Serine carboxypeptidase S10,,,,
46,VIT_07s0005g02480,1774,0.8549,Myb domain protein 61,MYB61_1,MYB55A,vv60044MYB,
47,VIT_18s0001g14910,1759,0.8547,Mannitol dehydrogenase,E1_1_1_67,,vv10051Fructose_and_mannose_metabolism,
48,VIT_10s0003g02120,1736,0.8431,Lipase GDSL,,,,
49,VIT_09s0002g03940,1729,0.8325,AP2/EREBP transcription factor,TINY2_1,VvERF034,vv30008Ethylene_signaling,vv60003AP2_EREBP
50,VIT_08s0040g00230,1714,0.8300,Exportin 7,XPO7,,vv50112Nuclear_pore_complex,
51,VIT_05s0124g00100,1713,0.8299,Unknown,,,,
52,VIT_18s0001g10830,1709,0.8272,Patatin,,,,
53,VIT_00s0399g00020,1687,0.8225,Protease inhibitor/seed storage/lipid transfer protein (LTP),,,,
54,VIT_01s0137g00410,1680,0.8124,CYP86A2,,,,
55,VIT_07s0005g00450,1662,0.8002,Unknown protein,,,,
56,VIT_15s0046g03230,1647,0.7968,Disease resistance protein RGA4,,,,
57,VIT_03s0017g01660,1635,0.7906,Scarecrow transcription factor 23 (SCL23),SCL23_3,,vv60032GRAS,
58,VIT_01s0011g02960,1638,0.7905,Leucoanthocyanidin reductase 1,E1_17_1_3,,vv10941Flavonoid_biosynthesis,
