Vv_m2,2000,1000,VIT_07s0031g01680
rank,node,Fabs,Frel,Functional-annotation,Name-EC-KeggID,Updated-name,Network1,Network2
1,VIT_01s0137g00410,2083,1.0000,CYP86A2,,,,
2,VIT_00s0225g00070,2077,1.0000,MATE efflux family protein,MATE,,vv50125Porters_cat_66_to_94,
3,VIT_11s0016g05340,2070,1.0000,Ethylene-responsive transcription factor SHINE 3,SHINE3_2,VvERF043,vv30008Ethylene_signaling,vv60003AP2_EREBP
4,VIT_10s0003g05420,2066,1.0000,S-2-hydroxy-acid oxidase  peroxisomal,E1_1_3_15,,vv10630Glyoxylate_and_dicarboxylate_metabolism,
5,VIT_03s0038g01830,2071,1.0000,Proline-rich protein 4,,,,
6,VIT_06s0080g00760,2072,1.0000,Unknown protein,,,,
7,VIT_18s0001g11100,2062,0.9995,Serine carboxypeptidase,,,,
8,VIT_00s0361g00090,2061,0.9995,Phototropic-responsive NPH3 protein,,,,
9,VIT_17s0000g09270,2063,0.9985,MATE efflux family protein,MATE,,vv50125Porters_cat_66_to_94,
10,VIT_00s0399g00020,2059,0.9985,Protease inhibitor/seed storage/lipid transfer protein (LTP),,,,
11,VIT_13s0067g02910,2069,0.9961,Non-specific lipid-transfer protein,,,,
12,VIT_09s0002g03050,2062,0.9961,Lipase GDSL,,,,
13,VIT_10s0003g00600,2055,0.9952,Lipase GDSL,,,,
14,VIT_04s0008g05440,2052,0.9932,Ethylene-responsive transcription factor SHINE 3,SHINE3_1,VvERF044,vv30008Ethylene_signaling,vv60003AP2_EREBP
15,VIT_04s0023g03710,2058,0.9928,Myb domain protein 4,MYB4_1,MYB4B,vv60044MYB,
16,VIT_14s0066g00300,2051,0.9927,Unknown,,,,
17,VIT_00s0207g00010,2042,0.9884,Anthranilate N-benzoyltransferase protein 1,E2_3_1_144,,vv10400Phenylalanine_tyrosine_and_tryptophan_biosynthesis,
18,VIT_09s0002g06750,2048,0.9865,ERF/AP2 transcription factor sub B-6 SHINE,SHINE1_1,VvERF042,vv30008Ethylene_signaling,vv60003AP2_EREBP
19,VIT_04s0008g03950,2027,0.9854,RD22,,,,
20,VIT_13s0019g04260,2025,0.9816,Monoglyceride lipase,E3_1_1_23,,vv10561Glycerolipid_metabolism,
21,VIT_08s0007g00570,2033,0.9812,WRKY DNA-binding protein 49,WRKY49,VvWRKY27,vv60066WRKY,
22,VIT_03s0038g02380,2025,0.9783,RAC G-protein Rac1,RAC1,,vv34020Calcium_signaling_pathway,
23,VIT_08s0007g00700,2016,0.9782,PCS1 (promotion of cell survival1) peptidase,,,,
24,VIT_14s0060g01090,2010,0.9738,LNG1 (LONGIFOLIA1),,,,
25,VIT_14s0066g02270,1990,0.9651,Endonuclease/exonuclease/phosphatase family protein,E3_1_30_x,,,
26,VIT_18s0122g00220,1996,0.9633,Phosphodiesterase/alkaline phosphatase D,E3_1_4_1,,,
27,VIT_01s0137g00170,1983,0.9538,B-keto acyl reductase,,,,
28,VIT_15s0046g03240,1957,0.9486,Unknown protein,,,,
29,VIT_09s0070g00240,1944,0.9437,Cinnamoyl-CoA reductase,E1_2_1_44,,vv10940Phenylpropanoid_biosynthesis,
30,VIT_01s0026g00570,1933,0.9434,Bet v I allergen,,,,
31,VIT_12s0059g01830,1950,0.9425,Unknown,,,,
32,VIT_09s0002g03140,1936,0.9421,Lipase GDSL,,,,
33,VIT_12s0059g00190,1926,0.9313,Beta-expansin (EXPB3),EXPB3,,vv30003Auxin_signaling,
34,VIT_12s0059g01590,1909,0.9240,Lipase GDSL,,,,
35,VIT_03s0038g01410,1899,0.9232,Aquaporin PIP PIP1A,PIP1A,,vv50101Channels_and_pores,
36,VIT_14s0006g02290,1905,0.9221,DREB sub A-4 of ERF/AP2 transcription factor,TINY_2,VvERF028,vv30008Ethylene_signaling,vv60003AP2_EREBP
37,VIT_08s0040g03400,1895,0.9159,Short-chain dehydrogenase/reductase,,,,
38,VIT_16s0039g01910,1879,0.9157,Vegetative storage protein win4.5,,,,
39,VIT_18s0001g14660,1884,0.9132,P-glycoprotein 13,PGP13,,vv52010ABC_transporters,
40,VIT_07s0129g00070<br>VIT_07s0129g00150,1892,0.9118,
41,VIT_14s0066g00400,1878,0.9117,Chalcone isomerase,E5_5_1_6,,vv10941Flavonoid_biosynthesis,
42,VIT_17s0000g00130,1878,0.9108,SEC14 cytosolic factor,SEC14,,vv50122Porters_cat_7_to_17,
43,VIT_09s0002g02490,1884,0.9106,Dof zinc finger protein 1,ADOF1,,vv60015C2C2-DOF,
44,VIT_06s0004g01550,1872,0.9000,Phosphoribosylanthranilate transferase,E2_4_2_18,,vv10400Phenylalanine_tyrosine_and_tryptophan_biosynthesis,
45,VIT_15s0046g02410,1847,0.8927,Aquaporin TMP-C,TMPC,,vv50101Channels_and_pores,
46,VIT_04s0044g01730,1821,0.8836,F-box family protein,,,,
47,VIT_15s0021g01150,1824,0.8807,Calcium-dependent protein kinase-related,,,,
48,VIT_13s0067g02390,1802,0.8756,Unknown,,,,
49,VIT_03s0063g01880,1796,0.8664,Acyl-CoA synthetase long-chain member 2,E6_2_1_3_LACS2,,vv10071Fatty_acid_metabolism,vv44146Peroxisome
50,VIT_18s0001g11160,1766,0.8602,Unknown protein,,,,
51,VIT_00s1314g00010,1767,0.8590,Basic helix-loop-helix (bHLH) family,BHLHDOM_89,,vv60011BHLH,
52,VIT_18s0001g10870,1752,0.8476,Patatin,,,,
53,VIT_02s0241g00110,1760,0.8474,Aminomethyltransferase,E2_1_2_10,,vv10260Glycine_serine_and_threonine_metabolism,vv10670One_carbon_pool_by_folate
54,VIT_09s0002g06990,1756,0.8450,Phosphatidic acid phosphatase / PAP2,E3_1_3_4,,vv10561Glycerolipid_metabolism,vv10564Glycerophospholipid_metabolism
55,VIT_10s0003g01010,1752,0.8443,Lipase GDSL,,,,
56,VIT_18s0122g01280,1744,0.8429,Niemann-Pick C1 protein precursor,NPC1,,vv50121Porters_cat_1_to_6,
57,VIT_19s0014g02450,1721,0.8362,ALF5 (Aberrant lateral root formation 5),ALF5,,vv50125Porters_cat_66_to_94,
58,VIT_00s0286g00130,1725,0.8354,S-locus lectin protein kinase,,,,
59,VIT_16s0050g02100,1695,0.8228,Disease resistance,,,,
60,VIT_13s0067g03890,1702,0.8226,Beta-ketoacyl-CoA synthase,E2_3_1_41,,vv10061Fatty_acid_biosynthesis,
61,VIT_16s0050g00830,1675,0.8107,Beta-ketoacyl-CoA synthase,E2_3_1_41,,vv10061Fatty_acid_biosynthesis,
62,VIT_04s0069g01120,1677,0.8101,Acyl-activating enzyme 7,E6_2_1_3,,vv10071Fatty_acid_metabolism,vv50104Group_translocators
63,VIT_13s0067g00400,1675,0.8084,Anthranilate synthase alpha 1,E4_1_3_27,,vv10400Phenylalanine_tyrosine_and_tryptophan_biosynthesis,
64,VIT_02s0025g03320,1661,0.8047,CYP86A2,,,,
65,VIT_11s0118g00180,1673,0.8028,HHP1 (heptahelical protein 1),,,,
66,VIT_14s0128g00210,1633,0.7931,Xyloglucanase inhibitor,,,,
67,VIT_05s0124g00100,1639,0.7910,Unknown,,,,
68,VIT_11s0016g01300,1621,0.7838,TT2 (transparent testa 2),TT2_4,MYBPAR,vv44110Cell_cycle,vv60044MYB
69,VIT_03s0063g00580,1602,0.7796,Rad54,K10875,,vv23440Homologous_recombination,vv60058SNF2
70,VIT_15s0046g01790,1592,0.7732,ARID/BRIGHT DNA-binding domain-containing protein / ELM2,ARID_4,,vv60005ARID,
71,VIT_04s0044g00190,1603,0.7729,Mannitol dehydrogenase,E1_1_1_67,,vv10051Fructose_and_mannose_metabolism,
72,VIT_07s0031g02440,1569,0.7583,Amino acid permease 3,AAP3,,vv50123Porters_cat_18_to_29,
73,VIT_11s0016g04540,1577,0.7556,ABC transporter G member 22,ABCG22,,vv52010ABC_transporters,
74,VIT_04s0043g00560,1560,0.7533,DD1A protein,,,,
75,VIT_18s0001g10830,1564,0.7519,Patatin,,,,
76,VIT_05s0077g00530,1533,0.7460,Unknown protein,,,,
77,VIT_05s0102g00370,1536,0.7395,Receptor protein kinase (ACR4),,,,
78,VIT_14s0128g00510<br>VIT_14s0128g00550,1510,0.7341,
79,VIT_14s0128g00160,1500,0.7289,Protein kinase CDG1,,,,
80,VIT_17s0000g02650,1514,0.7286,Myb domain protein 7,MYB7_2,MYBC2-L4,vv60044MYB,
81,VIT_00s0373g00020,1499,0.7221,HSL2 (HAESA-like 2),,,,
82,VIT_13s0067g00110,1494,0.7210,CYP72A1,K13400,,vv10902Monoterpenoid_biosynthesis,
83,VIT_16s0022g00370,1490,0.7195,GDP-mannose transporter (GONST1),GONST1,,vv50122Porters_cat_7_to_17,
84,VIT_11s0052g00800,1480,0.7188,Protein kinase family,,,,
85,VIT_08s0056g00800,1488,0.7185,Myb domain protein 60,MYB60,MYB60,vv60044MYB,
