Vv_m2,2000,1000,VIT_13s0067g02910
rank,node,Fabs,Frel,Functional-annotation,Name-EC-KeggID,Updated-name,Network1,Network2
1,VIT_12s0057g01450,2057,1.0000,Subtilisin protease,,,,
2,VIT_14s0066g00300,2063,1.0000,Unknown,,,,
3,VIT_14s0068g00140,2081,1.0000,No hit,,,,
4,VIT_11s0016g05340,2070,0.9990,Ethylene-responsive transcription factor SHINE 3,SHINE3_2,VvERF043,vv30008Ethylene_signaling,vv60003AP2_EREBP
5,VIT_14s0006g02290,2069,0.9990,DREB sub A-4 of ERF/AP2 transcription factor,TINY_2,VvERF028,vv30008Ethylene_signaling,vv60003AP2_EREBP
6,VIT_04s0069g01120,2055,0.9990,Acyl-activating enzyme 7,E6_2_1_3,,vv10071Fatty_acid_metabolism,vv50104Group_translocators
7,VIT_09s0002g03050,2078,0.9986,Lipase GDSL,,,,
8,VIT_11s0016g05230,2058,0.9985,Allyl alcohol dehydrogenase,,,,
9,VIT_10s0003g00600,2054,0.9976,Lipase GDSL,,,,
10,VIT_07s0031g01680,2055,0.9971,CYP86A1,,,,
11,VIT_12s0059g01830,2057,0.9918,Unknown,,,,
12,VIT_15s0046g01960,2045,0.9903,Hydroquinone glucosyltransferase,E2_4_1_218,,vv10500Starch_and_sucrose_metabolism,
13,VIT_04s0023g03710,2036,0.9879,Myb domain protein 4,MYB4_1,MYB4B,vv60044MYB,
14,VIT_13s0067g00400,2043,0.9846,Anthranilate synthase alpha 1,E4_1_3_27,,vv10400Phenylalanine_tyrosine_and_tryptophan_biosynthesis,
15,VIT_18s0122g00220,2033,0.9845,Phosphodiesterase/alkaline phosphatase D,E3_1_4_1,,,
16,VIT_00s0361g00090,2029,0.9840,Phototropic-responsive NPH3 protein,,,,
17,VIT_09s0054g00430,2043,0.9836,Unknown protein,,,,
18,VIT_10s0003g00420,2042,0.9836,Auxin response factor 3,ARF3_2,,vv30003Auxin_signaling,vv60004ARF
19,VIT_18s0041g00710,2032,0.9826,UDP-glucose: anthocyanidin 5 3-O-glucosyltransferase,RHGT1,,vv10942Anthocyanin_biosynthesis,
20,VIT_04s0008g05440,2037,0.9822,Ethylene-responsive transcription factor SHINE 3,SHINE3_1,VvERF044,vv30008Ethylene_signaling,vv60003AP2_EREBP
21,VIT_08s0040g02250,2037,0.9793,No hit,,,,
22,VIT_13s0074g00040,2033,0.9783,Phytol kinase 2  chloroplast precursor,VTE5,,vv10860Porphyrin_and_chlorophyll_metabolism,
23,VIT_07s0151g00010,2001,0.9704,No hit,,,,
24,VIT_01s0026g00570,2018,0.9697,Bet v I allergen,,,,
25,VIT_17s0000g09270,1986,0.9688,MATE efflux family protein,MATE,,vv50125Porters_cat_66_to_94,
26,VIT_17s0000g00130,2001,0.9685,SEC14 cytosolic factor,SEC14,,vv50122Porters_cat_7_to_17,
27,VIT_19s0090g01050,1997,0.9666,Endo-beta-1 4-glucanase,E3_2_1_4,,vv40006Cell_wall,
28,VIT_01s0137g00170,1984,0.9655,B-keto acyl reductase,,,,
29,VIT_10s0003g01010,1989,0.9590,Lipase GDSL,,,,
30,VIT_18s0001g10050,1983,0.9575,LRX1 (leucine-rich repeat/extensin 1),EXTENSIN,,vv40006Cell_wall,
31,VIT_16s0039g01910,1977,0.9560,Vegetative storage protein win4.5,,,,
32,VIT_03s0038g04220,1982,0.9543,Dihydroflavonol-4-reductase,E1_1_1_219,,vv10941Flavonoid_biosynthesis,
33,VIT_14s0068g00170,1953,0.9435,No hit,,,,
