Vv_m2,2000,1000,VIT_12s0059g01590
rank,node,Fabs,Frel,Functional-annotation,Name-EC-KeggID,Updated-name,Network1,Network2
1,VIT_09s0002g03620,2070,1.0000,NADP-dependent malic enzyme,E1_1_1_39,,vv10620Pyruvate_metabolism,vv10710Carbon_fixation
2,VIT_03s0063g01880,2063,1.0000,Acyl-CoA synthetase long-chain member 2,E6_2_1_3_LACS2,,vv10071Fatty_acid_metabolism,vv44146Peroxisome
3,VIT_09s0018g01650,2086,1.0000,Wrinkled1 (AP2/ERBP),WRINKLED1_1,VvAP2-06,vv30008Ethylene_signaling,vv60003AP2_EREBP
4,VIT_04s0008g05440,2070,1.0000,Ethylene-responsive transcription factor SHINE 3,SHINE3_1,VvERF044,vv30008Ethylene_signaling,vv60003AP2_EREBP
5,VIT_04s0008g03950,2057,1.0000,RD22,,,,
6,VIT_08s0058g01210,2055,0.9995,Non-specific lipid transfer protein LTP1,LTP1,,,
7,VIT_11s0016g04540,2071,0.9986,ABC transporter G member 22,ABCG22,,vv52010ABC_transporters,
8,VIT_00s1314g00010,2063,0.9981,Basic helix-loop-helix (bHLH) family,BHLHDOM_89,,vv60011BHLH,
9,VIT_05s0049g01400,2056,0.9981,Alcohol oxidase,E1_1_3_13,,vv10680Methane_metabolism,
10,VIT_07s0255g00060,2070,0.9947,Prolyl oligopeptidase family,,,,
11,VIT_02s0012g01660,2059,0.9947,ATPase PGP2 (P-glycoprotein 2),PGP2,,vv52010ABC_transporters,
12,VIT_12s0059g01830,2050,0.9942,Unknown,,,,
13,VIT_09s0002g06750,2061,0.9909,ERF/AP2 transcription factor sub B-6 SHINE,SHINE1_1,VvERF042,vv30008Ethylene_signaling,vv60003AP2_EREBP
14,VIT_00s0207g00010,2041,0.9903,Anthranilate N-benzoyltransferase protein 1,E2_3_1_144,,vv10400Phenylalanine_tyrosine_and_tryptophan_biosynthesis,
15,VIT_08s0007g03990,2041,0.9869,Cellulose synthase CSLA09,E2_4_1_12_CSLA09,,vv40006Cell_wall,
16,VIT_14s0219g00280,2044,0.9860,Glycerol-3-phosphate dehydrogenase (NAD+),E1_1_1_8,,vv10564Glycerophospholipid_metabolism,
17,VIT_03s0038g01830,2034,0.9859,Proline-rich protein 4,,,,
18,VIT_06s0061g00240,2030,0.9826,ABC transporter G member 7,ABCG7,,vv52010ABC_transporters,
19,VIT_04s0008g02520,2039,0.9817,ATP binding protein,,,,
20,VIT_00s0399g00020,2017,0.9796,Protease inhibitor/seed storage/lipid transfer protein (LTP),,,,
21,VIT_10s0003g00620,2017,0.9758,Lipase GDSL,,,,
22,VIT_09s0002g03140,2012,0.9758,Lipase GDSL,,,,
23,VIT_01s0026g00570,2001,0.9704,Bet v I allergen,,,,
24,VIT_13s0067g00730,1990,0.9651,Carboxylic ester hydrolase,E3_1_1_1,,,
25,VIT_00s0267g00030,1984,0.9543,Unknown,,,,
26,VIT_14s0006g02990,1980,0.9542,3-ketoacyl-CoA synthase,,,,
27,VIT_08s0040g02250,1956,0.9532,No hit,,,,
28,VIT_16s0050g00830,1946,0.9516,Beta-ketoacyl-CoA synthase,E2_3_1_41,,vv10061Fatty_acid_biosynthesis,
29,VIT_14s0108g00150,1971,0.9467,Calmodulin-binding region IQD28,IQD28,,,
30,VIT_02s0087g00630,1967,0.9452,Alcohol oxidase,E1_1_3_13,,vv10680Methane_metabolism,
