Vv_m2,2000,1000,VIT_04s0008g05440
rank,node,Fabs,Frel,Functional-annotation,Name-EC-KeggID,Updated-name,Network1,Network2
1,VIT_13s0067g00730,2073,1.0000,Carboxylic ester hydrolase,E3_1_1_1,,,
2,VIT_13s0067g00400,2073,1.0000,Anthranilate synthase alpha 1,E4_1_3_27,,vv10400Phenylalanine_tyrosine_and_tryptophan_biosynthesis,
3,VIT_09s0002g06750,2067,1.0000,ERF/AP2 transcription factor sub B-6 SHINE,SHINE1_1,VvERF042,vv30008Ethylene_signaling,vv60003AP2_EREBP
4,VIT_12s0059g01590,2072,1.0000,Lipase GDSL,,,,
5,VIT_09s0002g06990,2053,0.9990,Phosphatidic acid phosphatase / PAP2,E3_1_3_4,,vv10561Glycerolipid_metabolism,vv10564Glycerophospholipid_metabolism
6,VIT_12s0059g00230,2060,0.9961,Epoxide hydrolase 2,E3_3_2_10,,,
7,VIT_03s0063g01880,2048,0.9961,Acyl-CoA synthetase long-chain member 2,E6_2_1_3_LACS2,,vv10071Fatty_acid_metabolism,vv44146Peroxisome
8,VIT_09s0002g03140,2066,0.9952,Lipase GDSL,,,,
9,VIT_10s0003g01010,2053,0.9932,Lipase GDSL,,,,
10,VIT_18s0001g11120,2065,0.9918,Ternary complex factor MIP1,,,,
11,VIT_07s0031g01680,2059,0.9913,CYP86A1,,,,
12,VIT_19s0090g00710,2056,0.9913,No hit,,,,
13,VIT_14s0219g00280,2036,0.9908,Glycerol-3-phosphate dehydrogenase (NAD+),E1_1_1_8,,vv10564Glycerophospholipid_metabolism,
14,VIT_08s0056g00800,2052,0.9903,Myb domain protein 60,MYB60,MYB60,vv60044MYB,
15,VIT_12s0059g01830,2037,0.9879,Unknown,,,,
16,VIT_00s0399g00020,2046,0.9875,Protease inhibitor/seed storage/lipid transfer protein (LTP),,,,
17,VIT_13s0067g02910,2024,0.9844,Non-specific lipid-transfer protein,,,,
18,VIT_14s0066g02270,2013,0.9824,Endonuclease/exonuclease/phosphatase family protein,E3_1_30_x,,,
19,VIT_13s0019g04260,2039,0.9793,Monoglyceride lipase,E3_1_1_23,,vv10561Glycerolipid_metabolism,
20,VIT_06s0080g00760,2035,0.9793,Unknown protein,,,,
21,VIT_09s0054g01220,2017,0.9768,Cycloartenol synthase,E5_4_99_8,,vv10100Biosynthesis_of_steroids,
22,VIT_14s0108g01080,2007,0.9733,Myb domain protein 106,MYB106_2,MYB141,vv60044MYB,
23,VIT_08s0040g02250,2009,0.9715,No hit,,,,
24,VIT_14s0066g00400,2011,0.9696,Chalcone isomerase,E5_5_1_6,,vv10941Flavonoid_biosynthesis,
25,VIT_03s0038g01410,2005,0.9691,Aquaporin PIP PIP1A,PIP1A,,vv50101Channels_and_pores,
26,VIT_19s0090g00730,2001,0.9657,No hit,,,,
27,VIT_01s0026g00570,2000,0.9620,Bet v I allergen,,,,
28,VIT_08s0007g09000,2000,0.9602,Glycerol-3-phosphate dehydrogenase,E1_1_1_8,,vv10564Glycerophospholipid_metabolism,
29,VIT_15s0046g01960,1974,0.9592,Hydroquinone glucosyltransferase,E2_4_1_218,,vv10500Starch_and_sucrose_metabolism,
30,VIT_09s0002g03050,1992,0.9563,Lipase GDSL,,,,
31,VIT_16s0098g01740,1992,0.9549,Unknown protein,,,,
32,VIT_15s0046g00170,1972,0.9494,MYBPA1 protein [Vitis vinifera],MYBPA1,MYBPA1,vv60044MYB,
33,VIT_10s0003g00600,1943,0.9483,Lipase GDSL,,,,
34,VIT_15s0021g02510,1958,0.9477,GATA transcription factor 2,GATA2,,vv60016C2C2-GATA,
35,VIT_18s0072g01000,1929,0.9369,Dihydrolipoamide S-acetyltransferase,E2_3_1_12,,vv10010Glycolysis,vv10252Alanine_and_aspartate_metabolism
36,VIT_14s0128g00510<br>VIT_14s0128g00550,1934,0.9357,
37,VIT_14s0006g02290,1939,0.9340,DREB sub A-4 of ERF/AP2 transcription factor,TINY_2,VvERF028,vv30008Ethylene_signaling,vv60003AP2_EREBP
38,VIT_19s0014g04620,1922,0.9330,S-locus receptor kinase,,,,
39,VIT_18s0122g00220,1923,0.9321,Phosphodiesterase/alkaline phosphatase D,E3_1_4_1,,,
40,VIT_14s0066g00300,1938,0.9295,Unknown,,,,
41,VIT_11s0016g04540,1920,0.9235,ABC transporter G member 22,ABCG22,,vv52010ABC_transporters,
42,VIT_16s0050g00830,1879,0.9086,Beta-ketoacyl-CoA synthase,E2_3_1_41,,vv10061Fatty_acid_biosynthesis,
43,VIT_11s0016g05340,1876,0.9085,Ethylene-responsive transcription factor SHINE 3,SHINE3_2,VvERF043,vv30008Ethylene_signaling,vv60003AP2_EREBP
44,VIT_02s0025g03320,1875,0.9054,CYP86A2,,,,
45,VIT_02s0025g01240,1867,0.9041,UDP-glucuronosyl/UDP-glucosyltransferase,E2_4_1_17,,vv10040Pentose_glucuronate_interconversion,vv10500Starch_and_sucrose_metabolism
46,VIT_08s0007g00570,1854,0.8970,WRKY DNA-binding protein 49,WRKY49,VvWRKY27,vv60066WRKY,
47,VIT_14s0108g00150,1839,0.8927,Calmodulin-binding region IQD28,IQD28,,,
48,VIT_09s0054g00430,1856,0.8906,Unknown protein,,,,
49,VIT_13s0019g02880,1787,0.8717,UDP-glucoronosyl/UDP-glucosyl transferase,,,,
50,VIT_07s0005g02240,1801,0.8705,ABC transporter G member 21,ABCG21,,vv52010ABC_transporters,
51,VIT_07s0151g00010,1796,0.8681,No hit,,,,
52,VIT_12s0055g00810,1779,0.8590,Cationic peroxidase,E1_11_1_7,,vv10360Phenylalanine_metabolism,vv10680Methane_metabolism
53,VIT_03s0097g00460,1763,0.8554,Geraniol 10-hydroxylase,G10H,,vv10902Monoterpenoid_biosynthesis,
54,VIT_00s0361g00040,1760,0.8515,Anthocyanidin reductase,E1_3_1_77,,vv10941Flavonoid_biosynthesis,
55,VIT_00s1314g00010,1753,0.8506,Basic helix-loop-helix (bHLH) family,BHLHDOM_89,,vv60011BHLH,
56,VIT_11s0016g01320,1751,0.8471,Myb domain protein 13,MYB13,MYBPA2,vv60044MYB,
57,VIT_15s0046g03240,1738,0.8457,Unknown protein,,,,
58,VIT_14s0060g01090,1752,0.8452,LNG1 (LONGIFOLIA1),,,,
59,VIT_18s0122g01280,1742,0.8432,Niemann-Pick C1 protein precursor,NPC1,,vv50121Porters_cat_1_to_6,
60,VIT_16s0100g00670,1738,0.8368,Homeodomain GLABROUS1,HDG1_2,VvHB55,vv60034HB,
61,VIT_03s0038g01830,1734,0.8365,Proline-rich protein 4,,,,
62,VIT_05s0020g04680,1717,0.8311,Auxin-induced protein 22D,IAA22D_2,,vv30003Auxin_signaling,vv60008AUXIAA
63,VIT_01s0137g00170,1714,0.8300,B-keto acyl reductase,,,,
64,VIT_01s0010g02740,1716,0.8290,4-coumarate-CoA ligase,E6_2_1_12,,vv10940Phenylpropanoid_biosynthesis,vv50104Group_translocators
65,VIT_00s0245g00050,1704,0.8276,Oleoyl-acyl carrier protein thioesterase  chloroplast precursor,E3_1_2_14,,vv10061Fatty_acid_biosynthesis,
