Vv_m2,2000,1000,VIT_09s0002g03050
rank,node,Fabs,Frel,Functional-annotation,Name-EC-KeggID,Updated-name,Network1,Network2
1,VIT_09s0002g03140,2082,1.0000,Lipase GDSL,,,,
2,VIT_07s0031g01670,2055,1.0000,CYP96A10,,,,
3,VIT_13s0067g02910,2063,0.9995,Non-specific lipid-transfer protein,,,,
4,VIT_09s0054g01370,2062,0.9995,Beta-amyrin synthase,E5_4_99_BAS,,vv10900Terpenoid_biosynthesis,
5,VIT_04s0069g01120,2048,0.9995,Acyl-activating enzyme 7,E6_2_1_3,,vv10071Fatty_acid_metabolism,vv50104Group_translocators
6,VIT_17s0000g09270,2054,0.9956,MATE efflux family protein,MATE,,vv50125Porters_cat_66_to_94,
7,VIT_15s0046g03240,2047,0.9951,Unknown protein,,,,
8,VIT_08s0007g02000,2062,0.9942,Glycerol-3-phosphate acyltransferase 8,E2_3_1_15,,vv10561Glycerolipid_metabolism,vv10564Glycerophospholipid_metabolism
9,VIT_07s0031g01680,2048,0.9937,CYP86A1,,,,
10,VIT_18s0001g10050,2043,0.9917,LRX1 (leucine-rich repeat/extensin 1),EXTENSIN,,vv40006Cell_wall,
11,VIT_14s0006g02530,2044,0.9884,Non-specific lipid-transfer protein 2 (LTP 2),,,,
12,VIT_09s0002g06750,2052,0.9880,ERF/AP2 transcription factor sub B-6 SHINE,SHINE1_1,VvERF042,vv30008Ethylene_signaling,vv60003AP2_EREBP
13,VIT_18s0166g00220,2052,0.9870,No hit,,,,
14,VIT_12s0055g01140,2055,0.9837,Lipid transfer protein,LTP,,,
15,VIT_18s0041g01480,2029,0.9830,No hit,,,,
16,VIT_08s0056g00800,2027,0.9811,Myb domain protein 60,MYB60,MYB60,vv60044MYB,
17,VIT_12s0034g00250,2021,0.9806,Aquaporin PIP1A,PIP1A,,vv50101Channels_and_pores,
18,VIT_11s0016g00880,2023,0.9778,Strictosidine synthase; Soluble quinoprotein glucose dehydrogenase,E4_3_3_2,,vv10900Terpenoid_biosynthesis,vv10902Monoterpenoid_biosynthesis
19,VIT_03s0038g04500,2014,0.9744,Bifunctional dihydrofolate reductase-thymidylate synthase 1,K13998,,vv10240Pyrimidine_metabolism,vv10670One_carbon_pool_by_folate
20,VIT_18s0001g01750,2012,0.9743,No hit,,,,
21,VIT_06s0080g00760,2014,0.9655,Unknown protein,,,,
22,VIT_15s0045g01600,2012,0.9641,Eceriferum 1 (CER1 protein) Sterol desaturase,,,,
23,VIT_16s0050g00870,1986,0.9585,Acyltransferase,E2_3_1_x,,,
24,VIT_04s0008g05440,1972,0.9577,Ethylene-responsive transcription factor SHINE 3,SHINE3_1,VvERF044,vv30008Ethylene_signaling,vv60003AP2_EREBP
25,VIT_14s0068g00170,1990,0.9572,No hit,,,,
26,VIT_15s0046g00500,1987,0.9535,Wax synthase,E2_3_1_75,,vv11000Single_reactions,
27,VIT_12s0035g01480,1964,0.9493,No hit,,,,
28,VIT_09s0002g06310,1950,0.9420,No hit,,,,
29,VIT_13s0067g00400,1939,0.9399,Anthranilate synthase alpha 1,E4_1_3_27,,vv10400Phenylalanine_tyrosine_and_tryptophan_biosynthesis,
30,VIT_17s0000g10060,1925,0.9381,Lipase GDSL,,,,
31,VIT_06s0061g00980,1950,0.9366,Prolylcarboxypeptidase,E3_4_16_2,,,
32,VIT_13s0019g02880,1938,0.9358,UDP-glucoronosyl/UDP-glucosyl transferase,,,,
33,VIT_13s0064g01640,1923,0.9335,Beta-primeverosidase,E3_2_1_149,,vv11000Single_reactions,
34,VIT_18s0001g06640,1929,0.9296,Zinc finger (C3HC4-type ring finger),ZFC3HC4_60,,vv60078Other_zf-C3HC4,
35,VIT_03s0038g01410,1900,0.9170,Aquaporin PIP PIP1A,PIP1A,,vv50101Channels_and_pores,
36,VIT_18s0122g01280,1891,0.9144,Niemann-Pick C1 protein precursor,NPC1,,vv50121Porters_cat_1_to_6,
37,VIT_05s0062g00570,1886,0.9102,UDP-glucose:flavonoid 7-O-glucosyltransferase,E2_4_1_237,,vv10941Flavonoid_biosynthesis,
38,VIT_06s0009g00330,1868,0.9059,No hit,,,,
39,VIT_10s0003g03540,1875,0.9041,Lupeol synthase,E5_4_99_8,,vv10100Biosynthesis_of_steroids,
40,VIT_08s0040g02820,1855,0.8935,Unknown protein,,,,
41,VIT_15s0046g01960,1850,0.8886,Hydroquinone glucosyltransferase,E2_4_1_218,,vv10500Starch_and_sucrose_metabolism,
42,VIT_06s0009g03390,1841,0.8864,No hit,,,,
43,VIT_18s0157g00060,1833,0.8842,Allinase,E4_4_1_4,,vv10272Cysteine_metabolism,
44,VIT_18s0001g10060,1837,0.8840,LRX1 (leucine-rich repeat/extensin 1),EXTENSIN,,vv40006Cell_wall,
45,VIT_17s0000g06110,1832,0.8778,Glutathione S-transferase 9 GSTU9,E2_5_1_18_GSTU9,,vv10480Glutathione_metabolism,
46,VIT_03s0038g01830,1813,0.8767,Proline-rich protein 4,,,,
47,VIT_14s0006g02290,1801,0.8688,DREB sub A-4 of ERF/AP2 transcription factor,TINY_2,VvERF028,vv30008Ethylene_signaling,vv60003AP2_EREBP
48,VIT_15s0021g02110,1797,0.8681,AP2 domain-containing transcription factor TINY,TINY_8,VvERF029,vv30008Ethylene_signaling,vv60003AP2_EREBP
49,VIT_01s0137g00170,1791,0.8631,B-keto acyl reductase,,,,
50,VIT_01s0137g00410,1771,0.8580,CYP86A2,,,,
51,VIT_12s0178g00090,1772,0.8577,Diacylglycerol kinase 1,E2_7_1_107,,vv10561Glycerolipid_metabolism,vv10564Glycerophospholipid_metabolism
52,VIT_02s0012g01660,1764,0.8547,ATPase PGP2 (P-glycoprotein 2),PGP2,,vv52010ABC_transporters,
