Vv_m2,2000,1000,VIT_11s0016g05340
rank,node,Fabs,Frel,Functional-annotation,Name-EC-KeggID,Updated-name,Network1,Network2
1,VIT_00s0361g00090,2064,1.0000,Phototropic-responsive NPH3 protein,,,,
2,VIT_00s1314g00010,2079,1.0000,Basic helix-loop-helix (bHLH) family,BHLHDOM_89,,vv60011BHLH,
3,VIT_07s0031g01890,2067,1.0000,No hit,,,,
4,VIT_10s0003g01010,2076,1.0000,Lipase GDSL,,,,
5,VIT_19s0090g01050,2066,1.0000,Endo-beta-1 4-glucanase,E3_2_1_4,,vv40006Cell_wall,
6,VIT_18s0122g00220,2077,1.0000,Phosphodiesterase/alkaline phosphatase D,E3_1_4_1,,,
7,VIT_14s0006g02290,2071,1.0000,DREB sub A-4 of ERF/AP2 transcription factor,TINY_2,VvERF028,vv30008Ethylene_signaling,vv60003AP2_EREBP
8,VIT_14s0030g00220,2064,1.0000,Sugar transporter ERD6-like 5,ERD6L5,,vv50121Porters_cat_1_to_6,
9,VIT_01s0137g00410,2063,1.0000,CYP86A2,,,,
10,VIT_07s0031g01680,2059,1.0000,CYP86A1,,,,
11,VIT_03s0038g01410,2072,1.0000,Aquaporin PIP PIP1A,PIP1A,,vv50101Channels_and_pores,
12,VIT_01s0137g00170,2071,1.0000,B-keto acyl reductase,,,,
13,VIT_02s0025g01240,2077,0.9995,UDP-glucuronosyl/UDP-glucosyltransferase,E2_4_1_17,,vv10040Pentose_glucuronate_interconversion,vv10500Starch_and_sucrose_metabolism
14,VIT_10s0116g01840,2075,0.9995,No hit,,,,
15,VIT_00s0225g00080,2075,0.9990,MATE efflux family protein,MATE,,vv50125Porters_cat_66_to_94,
16,VIT_09s0002g06750,2073,0.9986,ERF/AP2 transcription factor sub B-6 SHINE,SHINE1_1,VvERF042,vv30008Ethylene_signaling,vv60003AP2_EREBP
17,VIT_14s0068g00140,2070,0.9976,No hit,,,,
18,VIT_13s0067g02910,2060,0.9976,Non-specific lipid-transfer protein,,,,
19,VIT_18s0041g00840,2060,0.9971,UDP-glucose: anthocyanidin 5 3-O-glucosyltransferase,E2_4_1_238,,vv10941Flavonoid_biosynthesis,vv10942Anthocyanin_biosynthesis
20,VIT_13s0067g01350,2078,0.9966,Basic helix-loop-helix (bHLH) family,BHLHDOM_16,,vv60011BHLH,
21,VIT_08s0040g02250,2060,0.9957,No hit,,,,
22,VIT_00s0522g00010<br>VIT_00s0266g00010<br>VIT_00s0372g00070<br>VIT_00s0372g00080<br>VIT_00s0572g00010<br>VIT_00s0372g00040<br>VIT_00s0847g00020<br>VIT_00s0572g00020,2066,0.9942,
23,VIT_15s0048g03000,2062,0.9942,GTPase RABA3,K07976,,,
24,VIT_01s0011g00080,2065,0.9937,Universal stress protein (USP) family protein,,,,
25,VIT_13s0067g01410,2061,0.9913,Anthranilate N-hydroxycinnamoyl/benzoyltransferase,E2_3_1_144,,vv10400Phenylalanine_tyrosine_and_tryptophan_biosynthesis,
26,VIT_14s0068g00170,2056,0.9880,No hit,,,,
27,VIT_10s0042g01010,2062,0.9875,CYP714A1,,,,
28,VIT_17s0053g00710,2031,0.9769,Calcium-dependent protein kinase,,,,
29,VIT_01s0026g00080,2019,0.9754,Metal-dependent phosphohydrolase HD domain-containing protein,K07023,,,
30,VIT_10s0092g00150,2007,0.9729,Patatin protein 3,,,,
31,VIT_06s0004g01550,2005,0.9700,Phosphoribosylanthranilate transferase,E2_4_2_18,,vv10400Phenylalanine_tyrosine_and_tryptophan_biosynthesis,
32,VIT_14s0060g01090,1983,0.9645,LNG1 (LONGIFOLIA1),,,,
33,VIT_13s0067g01590,1985,0.9599,Lectin protein kinase,,,,
34,VIT_18s0001g01320,1962,0.9534,Wall-associated receptor kinase 5,,,,
35,VIT_04s0069g01120,1971,0.9517,Acyl-activating enzyme 7,E6_2_1_3,,vv10071Fatty_acid_metabolism,vv50104Group_translocators
36,VIT_12s0059g01830,1965,0.9488,Unknown,,,,
37,VIT_12s0059g01590,1942,0.9432,Lipase GDSL,,,,
38,VIT_10s0042g01040,1947,0.9415,CYP714A1,,,,
39,VIT_06s0061g00240,1931,0.9374,ABC transporter G member 7,ABCG7,,vv52010ABC_transporters,
40,VIT_00s0194g00210<br>VIT_00s0194g00250,1935,0.9357,
41,VIT_18s0001g08410,1927,0.9341,Homeobox-leucine zipper protein 22,HAT22_2,VvHB64,vv60034HB,
42,VIT_18s0001g10050,1938,0.9340,LRX1 (leucine-rich repeat/extensin 1),EXTENSIN,,vv40006Cell_wall,
43,VIT_05s0062g00820,1930,0.9288,Unknown protein,,,,
44,VIT_09s0054g01220,1922,0.9276,Cycloartenol synthase,E5_4_99_8,,vv10100Biosynthesis_of_steroids,
45,VIT_04s0008g03950,1908,0.9276,RD22,,,,
46,VIT_08s0007g02000,1918,0.9252,Glycerol-3-phosphate acyltransferase 8,E2_3_1_15,,vv10561Glycerolipid_metabolism,vv10564Glycerophospholipid_metabolism
47,VIT_03s0038g01280,1911,0.9192,Auxin responsive SAUR protein,SAUR,,vv30003Auxin_signaling,
48,VIT_01s0026g02030,1897,0.9182,Basic helix-loop-helix (bHLH) family,BHLHDOM_59,,vv60011BHLH,
