Hsz-TET2,2000,1000,T138607-TET2,"p5@TET2"
rank,ID,Fabs,Frel,association_with_transcript,entrezgene_id,hgnc_id,uniprot_id,gene_name,description,type
1,T085604,2013,1.0000,p18@PRRC2C,e:23215,h:24903,,PRRC2C,"proline rich coiled-coil 2C","gene with protein product"
2,T122522,2007,0.9990,p5@CDC42EP3,e:10602,h:16943,Q9UKI2,CDC42EP3,"CDC42 effector protein 3","gene with protein product"
3,T152797,2004,0.9975,p4@DOK3,e:79930,h:24583,,DOK3,"docking protein 3","gene with protein product"
4,T004456,1996,0.9940,p1@NAMPTL,,h:17633,F5H246,NAMPTP1,"nicotinamide phosphoribosyltransferase pseudogene 1",pseudogene
5,T056979,2002,0.9935,p6@EVI2B,e:2124,h:3500,,EVI2B,"ecotropic viral integration site 2B","gene with protein product"
6,T201363,1997,0.9930,p4@RPS6KA6,e:27330,h:10435,,RPS6KA6,"ribosomal protein S6 kinase A6","gene with protein product"
7,T002060,1994,0.9925,p11@CHST15,e:51363,h:18137,Q7LFX5,CHST15,"carbohydrate sulfotransferase 15","gene with protein product"
8,T135833,1991,0.9915,p3@GNAI2,e:2771,h:4385,,GNAI2,"G protein subunit alpha i2","gene with protein product"
9,T059503,1984,0.9876,p6@FMNL1,e:752,h:1212,,FMNL1,"formin like 1","gene with protein product"
10,T169335,1983,0.9871,p11@NAMPT,e:10135,h:30092,,NAMPT,"nicotinamide phosphoribosyltransferase","gene with protein product"
11,T166312,1984,0.9861,p18@RUNX2,e:860,h:10472,"Q13950,F8W8U5",RUNX2,"runt related transcription factor 2","gene with protein product"
12,T126876,1976,0.9836,p5@NFKBIZ,e:64332,h:29805,,NFKBIZ,"NFKB inhibitor zeta","gene with protein product"
13,T005920,1976,0.9826,p2@NRBF2,e:29982,h:19692,B4DWS0,NRBF2,"nuclear receptor binding factor 2","gene with protein product"
14,T185345,1963,0.9791,p3@LYN,e:4067,h:6735,,LYN,"LYN proto-oncogene, Src family tyrosine kinase","gene with protein product"
15,T072016,1956,0.9765,p11@MOB3A,e:126308,h:29802,,MOB3A,"MOB kinase activator 3A","gene with protein product"
16,T116019,1963,0.9756,p2@CWC22,e:57703,h:29322,"B7WP27,B7WP74,Q9HCG8",CWC22,"CWC22 spliceosome associated protein homolog","gene with protein product"
17,T164076,1961,0.9742,p11@BAG6,e:7917,h:13919,,BAG6,"BCL2 associated athanogene 6","gene with protein product"
18,T138610,1959,0.9741,p3@TET2,e:54790,h:25941,Q6N021,TET2,"tet methylcytosine dioxygenase 2","gene with protein product"
19,T050665,1955,0.9722,p4@MVP,e:9961,h:7531,,MVP,"major vault protein","gene with protein product"
20,T105053,1941,0.9666,p7@DYRK1A,e:1859,h:3091,,DYRK1A,"dual specificity tyrosine phosphorylation regulated kinase 1A","gene with protein product"
21,T060631,1940,0.9661,p3@TOB1,e:10140,h:11979,P50616,TOB1,"transducer of ERBB2, 1","gene with protein product"
22,T029123,1933,0.9651,p6@GLIPR1,e:11010,h:17001,F8VUC2,GLIPR1,"GLI pathogenesis related 1","gene with protein product"
23,T149978,1941,0.9642,p6@NR3C1,e:2908,h:7978,"B6ZGU6,F5ATB7,F5ATB8,F1D8N4",NR3C1,"nuclear receptor subfamily 3 group C member 1","gene with protein product"
24,T093240,1937,0.9637,p4@LAPTM5,e:7805,h:29612,,LAPTM5,"lysosomal protein transmembrane 5","gene with protein product"
25,T032996,1932,0.9598,p10@ELF1,e:1997,h:3316,Q5T9E7,ELF1,"E74 like ETS transcription factor 1","gene with protein product"
26,T108829,1927,0.9568,p12@DDX17,e:10521,h:2740,,DDX17,"DEAD-box helicase 17","gene with protein product"
27,T100203,1920,0.9547,p4@ATRN,e:8455,h:885,"B4DZ36,O75882",ATRN,attractin,"gene with protein product"
28,T197395,1912,0.9508,p4@MMGT1,e:93380,h:28100,Q8N4V1,MMGT1,"membrane magnesium transporter 1","gene with protein product"
29,T011702,1900,0.9467,p1@PRDM10,e:56980,h:13995,"Q9NQV6,G3XAE5,E9PLV1",PRDM10,"PR/SET domain 10","gene with protein product"
30,T098954,1893,0.9427,p5@PLK1S1,,h:15865,,KIZ,"kizuna centrosomal protein","gene with protein product"
31,T132414,1886,0.9392,p12@POLR2H,e:5437,h:9195,C9JLU1,POLR2H,"RNA polymerase II subunit H","gene with protein product"
32,T050323,1878,0.9348,p5@XPO6,e:23214,h:19733,Q96QU8,XPO6,"exportin 6","gene with protein product"
33,T088300,1872,0.9327,p8@PPP1R15B,e:84919,h:14951,Q5SWA1,PPP1R15B,"protein phosphatase 1 regulatory subunit 15B","gene with protein product"
34,T160169,1870,0.9317,p3@STX11,e:8676,h:11429,,STX11,"syntaxin 11","gene with protein product"
35,T114899,1863,0.9273,p2@SP3,e:6670,h:11208,"Q02447,Q59FX5",SP3,"Sp3 transcription factor","gene with protein product"
36,T026495,1864,0.9269,p4@SP1,e:6667,h:11205,"E4Z9M7,P08047",SP1,"Sp1 transcription factor","gene with protein product"
37,T082528,1856,0.9257,p4@S100A11,e:6282,h:10488,P31949,S100A11,"S100 calcium binding protein A11","gene with protein product"
38,T149948,1859,0.9249,p13@ARHGAP26,e:23092,h:17073,,ARHGAP26,"Rho GTPase activating protein 26","gene with protein product"
39,T059959,1852,0.9232,p12@HOXB8,e:3218,h:5119,"P17481,Q8N8T3",HOXB8,"homeobox B8","gene with protein product"
40,T030261,1851,0.9204,p2@BTG1,e:694,h:1130,,BTG1,"BTG anti-proliferation factor 1","gene with protein product"
41,T135591,1848,0.9194,p4@QARS,e:5859,h:9751,,QARS,"glutaminyl-tRNA synthetase","gene with protein product"
42,T134532,1848,0.9180,p7@CSRNP1,e:64651,h:14300,Q96S65,CSRNP1,"cysteine and serine rich nuclear protein 1","gene with protein product"
43,T197500,1841,0.9168,p19@ARHGEF6,e:9459,h:685,,ARHGEF6,"Rac/Cdc42 guanine nucleotide exchange factor 6","gene with protein product"
44,T146508,1841,0.9168,p12@ARHGAP24,e:83478,h:25361,D6RCP5,ARHGAP24,"Rho GTPase activating protein 24","gene with protein product"
45,T166889,1843,0.9155,p67@DST,e:667,h:1090,,DST,dystonin,"gene with protein product"
46,T030024,1838,0.9140,p21@ATP2B1,e:490,h:814,,ATP2B1,"ATPase plasma membrane Ca2+ transporting 1","gene with protein product"
47,T088648,1835,0.9129,p9@RASSF5,e:83593,h:17609,,RASSF5,"Ras association domain family member 5","gene with protein product"
48,T112030,1832,0.9124,p22@LIMS2,e:55679,h:16084,F5H6E6,LIMS2,"LIM zinc finger domain containing 2","gene with protein product"
49,T136821,1834,0.9115,p1@ID2B,e:84099,h:30656,,ID2B,"inhibitor of DNA binding 2B, HLH protein (pseudogene)",pseudogene
50,T046017,1826,0.9094,p7@TLE3,e:7090,h:11839,,TLE3,"transducin like enhancer of split 3","gene with protein product"
51,T067443,1826,0.9080,p6@SMAD2,e:4087,h:6768,"Q15796,Q53XR6",SMAD2,"SMAD family member 2","gene with protein product"
52,T076560,1824,0.9079,p6@NUCB1,e:4924,h:8043,Q02818,NUCB1,"nucleobindin 1","gene with protein product"
53,T107856,1821,0.9060,p8@LIMK2,e:3985,h:6614,C9JK61,LIMK2,"LIM domain kinase 2","gene with protein product"
54,T050106,1827,0.9045,p4@ATP6V0C,e:527,h:855,,ATP6V0C,"ATPase H+ transporting V0 subunit c","gene with protein product"
55,T152438,1817,0.9031,p14@CPEB4,e:80315,h:21747,,CPEB4,"cytoplasmic polyadenylation element binding protein 4","gene with protein product"
56,T079655,1814,0.9029,p7@LZIC,e:84328,h:17497,Q8WZA0,LZIC,"leucine zipper and CTNNBIP1 domain containing","gene with protein product"
57,T084818,1815,0.9025,p5@FCGR2A,e:2212,h:3616,,FCGR2A,"Fc fragment of IgG receptor IIa","gene with protein product"
58,T153971,1810,0.9018,p9@FYB,e:2533,h:4036,Q9NZI9,FYB,"FYN binding protein","gene with protein product"
59,T045838,1813,0.9015,p3@PIAS1,e:8554,h:2752,O75925,PIAS1,"protein inhibitor of activated STAT 1","gene with protein product"
60,T081769,1809,0.9013,p2@TXNIP,e:10628,h:16952,,TXNIP,"thioredoxin interacting protein","gene with protein product"
61,T027462,1813,0.9011,p3@MBD6,e:114785,h:20445,Q96DN6,MBD6,"methyl-CpG binding domain protein 6","gene with protein product"
62,T038240,1806,0.9007,p2@KLHL28,e:54813,h:19741,Q9NXS3,KLHL28,"kelch like family member 28","gene with protein product"
63,T083896,1806,0.9003,p2@EFHD2,e:79180,h:28670,,EFHD2,"EF-hand domain family member D2","gene with protein product"
64,T014350,1805,0.8985,p6@TP53I11,e:9537,h:16842,O14683,TP53I11,"tumor protein p53 inducible protein 11","gene with protein product"
65,T177426,1804,0.8984,p5@PHTF2,e:57157,h:13411,,PHTF2,"putative homeodomain transcription factor 2","gene with protein product"
66,T024660,1787,0.8891,p10@C12orf35,e:55196,h:25559,Q9HCM1,KIAA1551,KIAA1551,"gene with protein product"
67,T184329,1785,0.8889,p2@TTI2,e:80185,h:26262,E5RH83,TTI2,"TELO2 interacting protein 2","gene with protein product"
68,T033382,1779,0.8864,p4@LCP1,e:3936,h:6528,,LCP1,"lymphocyte cytosolic protein 1","gene with protein product"
69,T047551,1777,0.8863,p10@MFGE8,e:4240,h:7036,,MFGE8,"milk fat globule-EGF factor 8 protein","gene with protein product"
70,T168324,1787,0.8860,p6@PNRC1,e:10957,h:17278,Q9BXV2,PNRC1,"proline rich nuclear receptor coactivator 1","gene with protein product"
71,T138907,1777,0.8858,p4@ELOVL6,e:79071,h:15829,Q9H5J4,ELOVL6,"ELOVL fatty acid elongase 6","gene with protein product"
72,T027172,1776,0.8840,p9@BAZ2A,e:11176,h:962,,BAZ2A,"bromodomain adjacent to zinc finger domain 2A","gene with protein product"
73,T066438,1770,0.8828,p2@METTL4,e:64863,h:24726,Q8N3J2,METTL4,"methyltransferase like 4","gene with protein product"
74,T032970,1770,0.8819,p12@ELF1,e:1997,h:3316,,ELF1,"E74 like ETS transcription factor 1","gene with protein product"
75,T120292,1769,0.8819,p4@INPP5D,e:3635,h:6079,,INPP5D,"inositol polyphosphate-5-phosphatase D","gene with protein product"
