Hsz-ATM,2000,1000,T009354-ATM,"p5@ATM"
rank,ID,Fabs,Frel,association_with_transcript,entrezgene_id,hgnc_id,uniprot_id,gene_name,description,type
1,T009349,2011,1.0000,p1@NPAT,e:4863,h:7896,"Q14207,E9PKJ1",NPAT,"nuclear protein, coactivator of histone transcription","gene with protein product"
2,T009357,2009,1.0000,p4@ATM,e:472,h:795,Q6P7P1,ATM,"ATM serine/threonine kinase","gene with protein product"
3,T021119,2007,1.0000,p3@MAPKAPK5,e:8550,h:6889,G3V206,MAPKAPK5,"mitogen-activated protein kinase-activated protein kinase 5","gene with protein product"
4,T124570,2005,1.0000,p9@ARHGAP25,e:9938,h:28951,"G5E9G2,E7EU69,P42331",ARHGAP25,"Rho GTPase activating protein 25","gene with protein product"
5,T047516,2009,1.0000,p8@ISG20,e:3669,h:6130,Q96AZ6,ISG20,"interferon stimulated exonuclease gene 20","gene with protein product"
6,T121359,2012,1.0000,p4@DNAJC27,e:51277,h:30290,F5GY94,DNAJC27,"DnaJ heat shock protein family (Hsp40) member C27","gene with protein product"
7,T009351,2003,0.9990,p3@ATM,e:472,h:795,Q13315,ATM,"ATM serine/threonine kinase","gene with protein product"
8,T036236,2007,0.9985,p4@PARP2,e:10038,h:272,,PARP2,"poly(ADP-ribose) polymerase 2","gene with protein product"
9,T070051,2003,0.9985,p2@ZNF490,e:57474,h:23705,"Q9ULM2,F8WDW6",ZNF490,"zinc finger protein 490","gene with protein product"
10,T054231,2006,0.9980,p3@C16orf61,e:56942,h:24447,,CMC2,"C-X9-C motif containing 2","gene with protein product"
11,T067753,2004,0.9980,p2@ZFP161,e:7541,h:12860,O43829,ZBTB14,"zinc finger and BTB domain containing 14","gene with protein product"
12,T195850,2004,0.9965,p2@WWC3,e:55841,h:29237,B4DVL0,WWC3,"WWC family member 3","gene with protein product"
13,T084521,2002,0.9955,p1@SLAMF6,e:114836,h:21392,"Q5TAS6,Q96DU3,B2R8X8,B4E1U5",SLAMF6,"SLAM family member 6","gene with protein product"
14,T104717,2001,0.9955,p4@TMEM50B,e:757,h:1280,E9PG13,TMEM50B,"transmembrane protein 50B","gene with protein product"
15,T009355,2001,0.9950,p2@ATM,e:472,h:795,Q6P7P1,ATM,"ATM serine/threonine kinase","gene with protein product"
16,T143509,2002,0.9945,p6@ARAP2,e:116984,h:16924,"A7E2A5,Q8WZ64",ARAP2,"ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 2","gene with protein product"
