Hsz-AR,2000,1000,T200728-AR,"p2@AR"
rank,ID,Fabs,Frel,association_with_transcript,entrezgene_id,hgnc_id,uniprot_id,gene_name,description,type
1,T171468,2005,1.0000,p9@CREB3L2,e:64764,h:23720,F5H187,CREB3L2,"cAMP responsive element binding protein 3 like 2","gene with protein product"
2,T033154,2009,1.0000,p2@CCDC122,e:160857,h:26478,,CCDC122,"coiled-coil domain containing 122","gene with protein product"
3,T098502,2006,1.0000,p7@SPTLC3,e:55304,h:16253,C9JC36,SPTLC3,"serine palmitoyltransferase long chain base subunit 3","gene with protein product"
4,T200729,2009,1.0000,p1@AR,e:367,h:644,"F5H341,P10275",AR,"androgen receptor","gene with protein product"
5,T132824,2008,1.0000,p1@LPP,e:4026,h:6679,"C9J1K7,C9J4E3,C9J2R5,C9JT42,B7Z8W0",LPP,"LIM domain containing preferred translocation partner in lipoma","gene with protein product"
6,T150462,2010,0.9995,p4@MIR143HG,e:728264,h:42872,,CARMN,"cardiac mesoderm enhancer-associated non-coding RNA","RNA, long non-coding"
7,T103957,2009,0.9995,p4@LINC00478,e:388815,h:1274,,MIR99AHG,"mir-99a-let-7c cluster host gene","RNA, long non-coding"
8,T166314,2009,0.9995,p2@RUNX2,e:860,h:10472,"Q13950,F8W8U5",RUNX2,"runt related transcription factor 2","gene with protein product"
9,T139356,2005,0.9995,p18@PDE5A,e:8654,h:8784,,PDE5A,"phosphodiesterase 5A","gene with protein product"
10,T200732,2011,0.9990,p4@AR,e:367,h:644,P10275,AR,"androgen receptor","gene with protein product"
11,T004354,2003,0.9985,p11@NRP1,e:8829,h:8004,Q6AWA9,NRP1,"neuropilin 1","gene with protein product"
12,T101575,2003,0.9980,p1@EYA2,e:2139,h:3520,F2Z2F5,EYA2,"EYA transcriptional coactivator and phosphatase 2","gene with protein product"
13,T132875,2001,0.9980,p36@LPP,e:4026,h:6679,,LPP,"LIM domain containing preferred translocation partner in lipoma","gene with protein product"
14,T200734,2004,0.9975,p5@AR,e:367,h:644,,AR,"androgen receptor","gene with protein product"
15,T141690,2002,0.9970,p17@PALLD,e:23022,h:17068,Q8WX93,PALLD,"palladin, cytoskeletal associated protein","gene with protein product"
16,T165609,2001,0.9970,p2@MOCS1,e:4337,h:7190,,MOCS1,"molybdenum cofactor synthesis 1","gene with protein product"
17,T197448,2001,0.9960,p1@MAP7D3,e:79649,h:25742,,MAP7D3,"MAP7 domain containing 3","gene with protein product"
18,T124638,1993,0.9940,p5@GFPT1,e:2673,h:4241,Q06210,GFPT1,"glutamine--fructose-6-phosphate transaminase 1","gene with protein product"
19,T108265,1995,0.9920,p23@RBFOX2,e:23543,h:9906,O43251,RBFOX2,"RNA binding protein, fox-1 homolog 2","gene with protein product"
20,T021464,1991,0.9920,p1@TBX3,e:6926,h:11602,"C9JIZ8,O15119",TBX3,"T-box 3","gene with protein product"
21,T126288,1997,0.9911,p3@KCNIP3,e:30818,h:15523,Q9Y2W7,KCNIP3,"potassium voltage-gated channel interacting protein 3","gene with protein product"
22,T166437,1993,0.9906,p12@RCAN2,e:10231,h:3041,,RCAN2,"regulator of calcineurin 2","gene with protein product"
23,T107107,1987,0.9890,p1@SPECC1L,e:23384,h:29022,"Q69YQ0,F8WAN1,C9J8U1,F5H1H6,B2RMV2",SPECC1L,"sperm antigen with calponin homology and coiled-coil domains 1 like","gene with protein product"
24,T148339,1986,0.9890,p1@PRRC1,e:133619,h:28164,"C9J436,C9JTJ7,G3XAL7",PRRC1,"proline rich coiled-coil 1","gene with protein product"
25,T082246,1984,0.9890,p3@ARNT,e:405,h:700,"P27540,O43392,Q59ED4,A8K6P0",ARNT,"aryl hydrocarbon receptor nuclear translocator","gene with protein product"
26,T050713,1985,0.9885,p3@HIRIP3,e:8479,h:4917,Q9BW71,HIRIP3,"HIRA interacting protein 3","gene with protein product"
27,T038699,1984,0.9885,p1@FERMT2,e:10979,h:15767,Q96AC1,FERMT2,"fermitin family member 2","gene with protein product"
28,T032092,1987,0.9881,p2@PARP4,e:143,h:271,Q9UKK3,PARP4,"poly(ADP-ribose) polymerase family member 4","gene with protein product"
29,T139977,1984,0.9880,p1@SETD7,e:80854,h:30412,"B5MCS2,D6RJA0",SETD7,"SET domain containing lysine methyltransferase 7","gene with protein product"
30,T140366,1983,0.9875,p1@EDNRA,e:1909,h:3179,"P25101,E7ER36",EDNRA,"endothelin receptor type A","gene with protein product"
31,T201555,1983,0.9875,p3@SHROOM2,e:357,h:630,,SHROOM2,"shroom family member 2","gene with protein product"
32,T091416,1984,0.9861,p5@NID1,e:4811,h:7821,P14543,NID1,"nidogen 1","gene with protein product"
33,T021472,1980,0.9861,p2@TBX3,e:6926,h:11602,"C9JIZ8,O15119",TBX3,"T-box 3","gene with protein product"
34,T102380,1982,0.9856,p1@TSHZ2,e:128553,h:13010,Q9NRE2,TSHZ2,"teashirt zinc finger homeobox 2","gene with protein product"
35,T177194,1980,0.9836,p2@HIP1,e:3092,h:4913,"B4E3I7,E7ES17,O00291",HIP1,"huntingtin interacting protein 1","gene with protein product"
36,T200731,1977,0.9836,p7@AR,e:367,h:644,"F5H341,P10275",AR,"androgen receptor","gene with protein product"
37,T068478,1975,0.9826,p1@DSEL,e:92126,h:18144,Q8IZU8,DSEL,"dermatan sulfate epimerase-like","gene with protein product"
38,T187220,1970,0.9821,p3@FAM92A1,e:137392,h:30452,E5RGE3,FAM92A,"family with sequence similarity 92 member A","gene with protein product"
39,T023533,1971,0.9811,p1@EPS8,e:2059,h:3420,"F5H2B8,F5H1B5",EPS8,"epidermal growth factor receptor pathway substrate 8","gene with protein product"
40,T131424,1967,0.9810,p6@GOLIM4,e:27333,h:15448,O00461,GOLIM4,"golgi integral membrane protein 4","gene with protein product"
41,T043411,1967,0.9796,p6@C15orf52,e:388115,h:33488,,C15orf52,"chromosome 15 open reading frame 52","gene with protein product"
42,T193066,1970,0.9791,p2@NPR2,e:4882,h:7944,P20594,NPR2,"natriuretic peptide receptor 2","gene with protein product"
43,T109775,1969,0.9791,p6@PPARA,e:5465,h:9232,,PPARA,"peroxisome proliferator activated receptor alpha","gene with protein product"
44,T031178,1961,0.9785,p5@ARGLU1,e:55082,h:25482,,ARGLU1,"arginine and glutamate rich 1","gene with protein product"
45,T089629,1963,0.9761,p1@KCTD3,e:51133,h:21305,"Q9Y597,E9PDU9,E9PDU8",KCTD3,"potassium channel tetramerization domain containing 3","gene with protein product"
46,T052116,1958,0.9746,p8@IRX3,e:79191,h:14360,Q8N4G7,IRX3,"iroquois homeobox 3","gene with protein product"
47,T066923,1959,0.9741,p2@FHOD3,e:80206,h:26178,,FHOD3,"formin homology 2 domain containing 3","gene with protein product"
48,T189172,1954,0.9741,p2@C5,e:727,h:1331,Q59GS8,C5,"complement C5","gene with protein product"
49,T196192,1955,0.9717,p2@MORC4,e:79710,h:23485,"Q8TE76,A1YR24,A1YR23,B4DTP6",MORC4,"MORC family CW-type zinc finger 4","gene with protein product"
50,T154157,1948,0.9711,p1@GHR,e:2690,h:4263,P10912,GHR,"growth hormone receptor","gene with protein product"
51,T159192,1953,0.9697,p1@EYA4,e:2070,h:3522,"O95677,E7ESD5,Q96CJ7",EYA4,"EYA transcriptional coactivator and phosphatase 4","gene with protein product"
52,T021461,1945,0.9686,p10@TBX3,e:6926,h:11602,O15119,TBX3,"T-box 3","gene with protein product"
53,T166308,1944,0.9686,p3@RUNX2,e:860,h:10472,"Q13950,F8W8U5",RUNX2,"runt related transcription factor 2","gene with protein product"
54,T100525,1942,0.9676,p3@ADAM33,e:80332,h:15478,"Q9BZ11,A2A2L3",ADAM33,"ADAM metallopeptidase domain 33","gene with protein product"
55,T027815,1941,0.9676,p1@AVPR1A,e:552,h:895,P37288,AVPR1A,"arginine vasopressin receptor 1A","gene with protein product"
56,T016246,1943,0.9671,p9@ATL3,e:25923,h:24526,,ATL3,"atlastin GTPase 3","gene with protein product"
57,T174449,1940,0.9647,p1@HOXA11,e:3207,h:5101,,HOXA11,"homeobox A11","gene with protein product"
58,T026441,1935,0.9646,p8@RARG,e:5916,h:9866,,RARG,"retinoic acid receptor gamma","gene with protein product"
59,T058013,1936,0.9641,p1@MSL1,e:339287,h:27905,"B3KWR7,Q68DK7",MSL1,"male specific lethal 1 homolog","gene with protein product"
60,T114591,1934,0.9627,p5@SSB,e:6741,h:11316,,SSB,"Sjogren syndrome antigen B","gene with protein product"
61,T020175,1933,0.9622,p2@IGF1,e:3479,h:5464,"Q14620,Q9NP10",IGF1,"insulin like growth factor 1","gene with protein product"
62,T108664,1932,0.9607,p5@H1F0,e:3005,h:4714,F5H022,H1F0,"H1 histone family member 0","gene with protein product"
63,T196828,1929,0.9607,p1@CUL4B,e:8450,h:2555,Q13620,CUL4B,"cullin 4B","gene with protein product"
64,T109148,1922,0.9576,p1@XPNPEP3,e:63929,h:28052,"Q9NQH7,F2Z316",XPNPEP3,"X-prolyl aminopeptidase 3","gene with protein product"
65,T127335,1920,0.9567,p6@PHLDB2,e:90102,h:29573,Q86SQ0,PHLDB2,"pleckstrin homology like domain family B member 2","gene with protein product"
