Hsz-PTEN,2000,1000,T007765-PTEN,"p1@PTEN"
rank,ID,Fabs,Frel,association_with_transcript,entrezgene_id,hgnc_id,uniprot_id,gene_name,description,type
1,T007766,2009,1.0000,p4@PTEN,e:5728,h:9588,,PTEN,"phosphatase and tensin homolog","gene with protein product"
2,T009053,2009,1.0000,p1@SBF2,e:81846,h:2135,Q86WG5,SBF2,"SET binding factor 2","gene with protein product"
3,T194840,2013,0.9995,p1@NFIL3,e:4783,h:7787,Q16649,NFIL3,"nuclear factor, interleukin 3 regulated","gene with protein product"
4,T039179,2012,0.9995,p2@PPM1A,e:5494,h:9275,P35813,PPM1A,"protein phosphatase, Mg2+/Mn2+ dependent 1A","gene with protein product"
5,T090970,2007,0.9995,p1@EGLN1,e:54583,h:1232,Q9GZT9,EGLN1,"egl-9 family hypoxia inducible factor 1","gene with protein product"
6,T157575,2006,0.9990,p2@FOXO3,e:2309,h:3821,O43524,FOXO3,"forkhead box O3","gene with protein product"
7,T154522,2007,0.9985,p1@SNX18,e:112574,h:19245,"Q96RF0,B4E2B3",SNX18,"sorting nexin 18","gene with protein product"
8,T093432,2008,0.9975,p1@PTP4A2,e:8073,h:9635,,PTP4A2,"protein tyrosine phosphatase type IVA, member 2","gene with protein product"
9,T003723,1999,0.9975,p1@APBB1IP,e:54518,h:17379,"Q9NWJ6,Q7Z5R6,Q8IYL7",APBB1IP,"amyloid beta precursor protein binding family B member 1 interacting protein","gene with protein product"
10,T140959,2005,0.9970,p1@FBXL5,e:26234,h:13602,D6RED6,FBXL5,"F-box and leucine rich repeat protein 5","gene with protein product"
11,T138599,2000,0.9965,p2@TET2,e:54790,h:25941,Q6N021,TET2,"tet methylcytosine dioxygenase 2","gene with protein product"
12,T201316,2000,0.9965,p1@BRWD3,e:254065,h:17342,Q6RI45,BRWD3,"bromodomain and WD repeat domain containing 3","gene with protein product"
13,T007762,2003,0.9950,p5@PTEN,e:5728,h:9588,"F6KD01,P60484",PTEN,"phosphatase and tensin homolog","gene with protein product"
14,T040142,1995,0.9925,p1@PCNX,e:22990,h:19740,"Q96RV3,B2RTR6",PCNX1,"pecanex homolog 1 (Drosophila)","gene with protein product"
15,T137115,1991,0.9905,p1@TMF1,e:7110,h:11870,"P82094,F8WF45",TMF1,"TATA element modulatory factor 1","gene with protein product"
16,T053440,1986,0.9900,p1@NFAT5,e:10725,h:7774,"A2RRB4,O94916,E9PHR7,Q96QH3,Q7LA65",NFAT5,"nuclear factor of activated T-cells 5","gene with protein product"
17,T032302,1983,0.9885,p4@PAN3,e:255967,h:29991,,PAN3,"PAN3 poly(A) specific ribonuclease subunit","gene with protein product"
18,T132789,1984,0.9876,p1@BCL6,e:604,h:1001,,BCL6,"B-cell CLL/lymphoma 6","gene with protein product"
19,T173428,1980,0.9856,p1@SNX13,e:23161,h:21335,"Q9Y5W8,Q9NSH0,F8WB11,Q86XC4",SNX13,"sorting nexin 13","gene with protein product"
20,T157826,1982,0.9851,p1@REV3L,e:5980,h:9968,"O60673,F5H5X8",REV3L,"REV3 like, DNA directed polymerase zeta catalytic subunit","gene with protein product"
21,T067637,1975,0.9850,p1@SMAD4,e:4089,h:6770,"Q13485,Q9BYG6",SMAD4,"SMAD family member 4","gene with protein product"
22,T041224,1977,0.9836,p2@FOXN3,e:1112,h:1928,,FOXN3,"forkhead box N3","gene with protein product"
23,T117738,1973,0.9831,p5@KLF7,e:8609,h:6350,Q7Z3H8,KLF7,"Kruppel like factor 7","gene with protein product"
24,T039363,1972,0.9816,p28@HIF1A,e:3091,h:4910,B4E2U7,HIF1A,"hypoxia inducible factor 1 alpha subunit","gene with protein product"
25,T131872,1968,0.9801,p1@TBL1XR1,e:79718,h:29529,"C9JY82,Q9BZK7",TBL1XR1,"transducin beta like 1 X-linked receptor 1","gene with protein product"
26,T040144,1966,0.9796,p3@PCNX,e:22990,h:19740,,PCNX1,"pecanex homolog 1 (Drosophila)","gene with protein product"
