Hsz-MDM4,2000,1000,T088356-MDM4,"p2@MDM4"
rank,ID,Fabs,Frel,association_with_transcript,entrezgene_id,hgnc_id,uniprot_id,gene_name,description,type
1,T167507,2013,1.0000,p2@SSR1,e:6745,h:11323,,SSR1,"signal sequence receptor subunit 1","gene with protein product"
2,T173100,2018,1.0000,p8@RBM33,e:155435,h:27223,,RBM33,"RNA binding motif protein 33","gene with protein product"
3,T149377,2015,0.9995,p6@MATR3,e:9782,h:6912,,MATR3,"matrin 3","gene with protein product"
4,T171094,2010,0.9995,p7@MKLN1,e:4289,h:7109,,MKLN1,"muskelin 1","gene with protein product"
5,T043859,2007,0.9995,p3@SPG11,e:80208,h:11226,,SPG11,"spastic paraplegia 11 (autosomal recessive)","gene with protein product"
6,T020951,2006,0.9995,p3@ANAPC7,e:51434,h:17380,F8VQY8,ANAPC7,"anaphase promoting complex subunit 7","gene with protein product"
7,T068306,2005,0.9995,p4@BCL2,e:596,h:990,,BCL2,"BCL2, apoptosis regulator","gene with protein product"
8,T004220,2004,0.9995,p3@PITRM1,e:10531,h:17663,Q5JRX3,PITRM1,"pitrilysin metallopeptidase 1","gene with protein product"
9,T001082,2010,0.9990,p2@PDCD4,e:27250,h:8763,,PDCD4,"programmed cell death 4","gene with protein product"
10,T079353,2006,0.9990,p3@TIMM44,e:10469,h:17316,Q6AI07,TIMM44,"translocase of inner mitochondrial membrane 44","gene with protein product"
11,T002603,2006,0.9990,p2@PWWP2B,e:170394,h:25150,,PWWP2B,"PWWP domain containing 2B","gene with protein product"
12,T023778,2007,0.9985,p4@AEBP2,e:121536,h:24051,,AEBP2,"AE binding protein 2","gene with protein product"
13,T082897,2003,0.9985,p3@SLC27A3,e:11000,h:10997,Q5K4L6,SLC27A3,"solute carrier family 27 member 3","gene with protein product"
14,T156062,2002,0.9985,p3@MTRR,e:4552,h:7473,,MTRR,"5-methyltetrahydrofolate-homocysteine methyltransferase reductase","gene with protein product"
15,T135563,2001,0.9975,p3@QRICH1,e:54870,h:24713,,QRICH1,"glutamine rich 1","gene with protein product"
16,T168660,2007,0.9960,p3@AGFG2,e:3268,h:5177,,AGFG2,"ArfGAP with FG repeats 2","gene with protein product"
17,T035830,1996,0.9950,p8@BRF1,e:2972,h:11551,F8VS45,BRF1,"BRF1, RNA polymerase III transcription initiation factor subunit","gene with protein product"
18,T080336,2001,0.9945,p2@FAM40A,e:85369,h:25916,,STRIP1,"striatin interacting protein 1","gene with protein product"
19,T143243,1992,0.9896,p1@STIM2,e:57620,h:19205,,STIM2,"stromal interaction molecule 2","gene with protein product"
20,T056964,1983,0.9861,p4@NF1,e:4763,h:7765,,NF1,"neurofibromin 1","gene with protein product"
21,T156114,1982,0.9861,p2@SERINC5,e:256987,h:18825,,SERINC5,"serine incorporator 5","gene with protein product"
22,T000343,1973,0.9821,p3@MGEA5,e:10724,h:7056,,MGEA5,"meningioma expressed antigen 5 (hyaluronidase)","gene with protein product"
23,T156097,1971,0.9821,p4@MTX3,e:345778,h:24812,,MTX3,"metaxin 3","gene with protein product"
24,T047859,1971,0.9811,p8@IQGAP1,e:8826,h:6110,,IQGAP1,"IQ motif containing GTPase activating protein 1","gene with protein product"
25,T050273,1969,0.9811,p10@SRRM2,e:23524,h:16639,Q9UQ35,SRRM2,"serine/arginine repetitive matrix 2","gene with protein product"
26,T168572,1971,0.9806,p2@PNISR,e:25957,h:21222,Q8TF01,PNISR,"PNN interacting serine and arginine rich protein","gene with protein product"
27,T134392,1969,0.9796,p6@EPM2AIP1,e:9852,h:19735,,EPM2AIP1,"EPM2A interacting protein 1","gene with protein product"
28,T131607,1965,0.9791,p2@CLDN11,e:5010,h:8514,,CLDN11,"claudin 11","gene with protein product"
29,T105007,1965,0.9786,p3@TTC3,e:7267,h:12393,P53804,TTC3,"tetratricopeptide repeat domain 3","gene with protein product"
30,T003430,1963,0.9776,p6@MLLT10,e:8028,h:16063,,MLLT10,"myeloid/lymphoid or mixed-lineage leukemia; translocated to, 10","gene with protein product"
31,T137399,1965,0.9771,p2@RYBP,e:23429,h:10480,,RYBP,"RING1 and YY1 binding protein","gene with protein product"
32,T149310,1951,0.9731,p2@EGR1,e:1958,h:3238,,EGR1,"early growth response 1","gene with protein product"
33,T194108,1954,0.9726,p3@PCSK5,e:5125,h:8747,,PCSK5,"proprotein convertase subtilisin/kexin type 5","gene with protein product"
34,T056870,1943,0.9676,p1@NSRP1,e:84081,h:25305,"F5H727,Q9H0G5",NSRP1,"nuclear speckle splicing regulatory protein 1","gene with protein product"
35,T067817,1938,0.9656,p8@TCF4,e:6925,h:11634,P15884,TCF4,"transcription factor 4","gene with protein product"
36,T197114,1934,0.9646,p6@TMSB4X,e:7114,h:11881,,TMSB4X,"thymosin beta 4, X-linked","gene with protein product"
37,T085585,1937,0.9632,p3@PRRC2C,e:23215,h:24903,B4DM27,PRRC2C,"proline rich coiled-coil 2C","gene with protein product"
38,T199841,1936,0.9627,p2@PHF16,e:9767,h:22982,Q92613,JADE3,"jade family PHD finger 3","gene with protein product"
39,T060477,1935,0.9622,p2@MRPL27,e:51264,h:14483,D6RAN8,MRPL27,"mitochondrial ribosomal protein L27","gene with protein product"
40,T050019,1915,0.9561,p4@RBBP6,e:5930,h:9889,,RBBP6,"RB binding protein 6, ubiquitin ligase","gene with protein product"
41,T170217,1914,0.9551,p1@ING3,e:54556,h:14587,,ING3,"inhibitor of growth family member 3","gene with protein product"
42,T168608,1916,0.9523,p4@ZCWPW1,e:55063,h:23486,B4DUQ2,ZCWPW1,"zinc finger CW-type and PWWP domain containing 1","gene with protein product"
43,T090717,1913,0.9508,p4@C1orf96,e:126731,h:29578,,CCSAP,"centriole, cilia and spindle associated protein","gene with protein product"
44,T200915,1913,0.9499,p8@OGT,e:8473,h:8127,,OGT,"O-linked N-acetylglucosamine (GlcNAc) transferase","gene with protein product"
