Hsz-AR,2000,1000,T200729-AR,"p1@AR"
rank,ID,Fabs,Frel,association_with_transcript,entrezgene_id,hgnc_id,uniprot_id,gene_name,description,type
1,T200731,2004,1.0000,p7@AR,e:367,h:644,"F5H341,P10275",AR,"androgen receptor","gene with protein product"
2,T200734,2010,1.0000,p5@AR,e:367,h:644,,AR,"androgen receptor","gene with protein product"
3,T020175,2005,1.0000,p2@IGF1,e:3479,h:5464,"Q14620,Q9NP10",IGF1,"insulin like growth factor 1","gene with protein product"
4,T114591,2009,1.0000,p5@SSB,e:6741,h:11316,,SSB,"Sjogren syndrome antigen B","gene with protein product"
5,T200728,2009,1.0000,p2@AR,e:367,h:644,"F5H341,P10275",AR,"androgen receptor","gene with protein product"
6,T200732,2008,1.0000,p4@AR,e:367,h:644,P10275,AR,"androgen receptor","gene with protein product"
7,T085070,2000,0.9990,p1@PBX1,e:5087,h:8632,,PBX1,"PBX homeobox 1","gene with protein product"
8,T032996,2004,0.9980,p10@ELF1,e:1997,h:3316,Q5T9E7,ELF1,"E74 like ETS transcription factor 1","gene with protein product"
9,T027815,2004,0.9975,p1@AVPR1A,e:552,h:895,P37288,AVPR1A,"arginine vasopressin receptor 1A","gene with protein product"
10,T160739,2000,0.9950,p3@ESR1,e:2099,h:3467,"E7EVR3,P03372",ESR1,"estrogen receptor 1","gene with protein product"
11,T166900,1997,0.9950,p7@DST,"e:100652766,e:667",h:1090,,DST,dystonin,"gene with protein product"
12,T174456,1998,0.9930,p1@HOXA13,e:3209,h:5102,"P31271,Q6DI00",HOXA13,"homeobox A13","gene with protein product"
13,T082246,1992,0.9910,p3@ARNT,e:405,h:700,"P27540,O43392,Q59ED4,A8K6P0",ARNT,"aryl hydrocarbon receptor nuclear translocator","gene with protein product"
14,T147816,1990,0.9896,p1@CDO1,e:1036,h:1795,,CDO1,"cysteine dioxygenase type 1","gene with protein product"
15,T018658,1988,0.9886,p2@TSKU,e:25987,h:28850,E7EVE1,TSKU,"tsukushi, small leucine rich proteoglycan","gene with protein product"
16,T156007,1984,0.9876,p2@DMGDH,e:29958,h:24475,"Q9UI17,F8W6P8,E5RK15,E5RG50,E5RGI4,F5H1C7,B4E1J9,B3KQ84",DMGDH,"dimethylglycine dehydrogenase","gene with protein product"
17,T156012,1985,0.9871,p1@BHMT2,e:23743,h:1048,"E5RH96,E5RGH5,B7Z516",BHMT2,"betaine--homocysteine S-methyltransferase 2","gene with protein product"
18,T107882,1982,0.9861,p5@PATZ1,e:23598,h:13071,,PATZ1,"POZ/BTB and AT hook containing zinc finger 1","gene with protein product"
19,T043467,1976,0.9836,p2@DNAJC17,e:55192,h:25556,,DNAJC17,"DnaJ heat shock protein family (Hsp40) member C17","gene with protein product"
20,T019068,1971,0.9816,p1@EFCAB4A,e:283229,h:28703,,CRACR2B,"calcium release activated channel regulator 2B","gene with protein product"
21,T021464,1963,0.9795,p1@TBX3,e:6926,h:11602,"C9JIZ8,O15119",TBX3,"T-box 3","gene with protein product"
22,T013150,1967,0.9791,p3@LUZP2,e:338645,h:23206,Q86TE4,LUZP2,"leucine zipper protein 2","gene with protein product"
23,T023533,1964,0.9781,p1@EPS8,e:2059,h:3420,"F5H2B8,F5H1B5",EPS8,"epidermal growth factor receptor pathway substrate 8","gene with protein product"
24,T037793,1957,0.9756,p5@CFL2,e:1073,h:1875,Q9Y281,CFL2,"cofilin 2","gene with protein product"
25,T110454,1955,0.9746,p12@IL1R1,e:3554,h:5993,"B8ZZW4,B8ZZ73",IL1R1,"interleukin 1 receptor type 1","gene with protein product"
26,T117135,1956,0.9736,p3@AOX1,e:316,h:553,,AOX1,"aldehyde oxidase 1","gene with protein product"
27,T156011,1953,0.9736,p2@BHMT2,e:23743,h:1048,"B7Z516,Q9H2M3",BHMT2,"betaine--homocysteine S-methyltransferase 2","gene with protein product"
28,T024708,1954,0.9731,p3@FGD4,e:121512,h:19125,E9PJX4,FGD4,"FYVE, RhoGEF and PH domain containing 4","gene with protein product"
29,T139977,1955,0.9726,p1@SETD7,e:80854,h:30412,"B5MCS2,D6RJA0",SETD7,"SET domain containing lysine methyltransferase 7","gene with protein product"
30,T089629,1956,0.9707,p1@KCTD3,e:51133,h:21305,"Q9Y597,E9PDU9,E9PDU8",KCTD3,"potassium channel tetramerization domain containing 3","gene with protein product"
31,T138240,1940,0.9657,p1@ADH1B,e:125,h:250,"P00325,P00326,A8MYN5,F5HB16,D6RHZ6",ADH1B,"alcohol dehydrogenase 1B (class I), beta polypeptide","gene with protein product"
32,T170238,1938,0.9651,p16@C7orf58,e:79974,h:26159,"A4D0V7,Q9H6Q5",CPED1,"cadherin like and PC-esterase domain containing 1","gene with protein product"
33,T150462,1933,0.9631,p4@MIR143HG,e:728264,h:42872,,CARMN,"cardiac mesoderm enhancer-associated non-coding RNA","RNA, long non-coding"
34,T196145,1930,0.9626,p1@MUM1L1,e:139221,h:26583,Q5H9M0,MUM1L1,"MUM1 like 1","gene with protein product"
35,T018605,1935,0.9622,p6@PPFIBP2,e:8495,h:9250,E9PK77,PPFIBP2,"PPFIA binding protein 2","gene with protein product"
36,T019057,1932,0.9622,p13@EFCAB4A,e:283229,h:28703,,CRACR2B,"calcium release activated channel regulator 2B","gene with protein product"
37,T023534,1926,0.9611,p3@EPS8,e:2059,h:3420,F5H714,EPS8,"epidermal growth factor receptor pathway substrate 8","gene with protein product"
38,T095212,1930,0.9602,p2@TTC39A,e:22996,h:18657,,TTC39A,"tetratricopeptide repeat domain 39A","gene with protein product"
39,T032463,1923,0.9601,p18@HMGB1,e:3146,h:4983,Q5T7C4,HMGB1,"high mobility group box 1","gene with protein product"
40,T114277,1924,0.9582,p4@COBLL1,e:22837,h:23571,C9J5Y6,COBLL1,"cordon-bleu WH2 repeat protein like 1","gene with protein product"
41,T016953,1923,0.9581,p12@LTBP3,e:4054,h:6716,E7EWA3,LTBP3,"latent transforming growth factor beta binding protein 3","gene with protein product"
42,T136666,1925,0.9572,p3@ACOX2,e:8309,h:120,C9JY29,ACOX2,"acyl-CoA oxidase 2","gene with protein product"
43,T112691,1925,0.9568,p4@LRP1B,e:53353,h:6693,"Q9NZR2,Q96NT6",LRP1B,"LDL receptor related protein 1B","gene with protein product"
44,T085084,1918,0.9561,p21@PBX1,e:5087,h:8632,,PBX1,"PBX homeobox 1","gene with protein product"
45,T097787,1924,0.9553,p1@TGFBR3,e:7049,h:11774,E9PAW7,TGFBR3,"transforming growth factor beta receptor 3","gene with protein product"
46,T155273,1922,0.9548,p6@PIK3R1,e:5295,h:8979,P27986,PIK3R1,"phosphoinositide-3-kinase regulatory subunit 1","gene with protein product"
47,T134684,1917,0.9537,p2@ULK4,e:54986,h:15784,Q96C45,ULK4,"unc-51 like kinase 4","gene with protein product"
48,T156936,1913,0.9527,p10@CAST,e:831,h:1515,"F8W7E0,P20810,Q86YM9",CAST,calpastatin,"gene with protein product"
49,T049715,1914,0.9522,p3@TSC2,e:7249,h:12363,P49815,TSC2,"tuberous sclerosis 2","gene with protein product"
50,T002954,1913,0.9522,p1@NMT2,e:9397,h:7858,"O60551,Q5VUC6",NMT2,"N-myristoyltransferase 2","gene with protein product"
51,T153718,1912,0.9522,p8@PRLR,e:5618,h:9446,,PRLR,"prolactin receptor","gene with protein product"
52,T020182,1910,0.9521,p1@IGF1,e:3479,h:5464,P05019,IGF1,"insulin like growth factor 1","gene with protein product"
53,T132824,1917,0.9518,p1@LPP,e:4026,h:6679,"C9J1K7,C9J4E3,C9J2R5,C9JT42,B7Z8W0",LPP,"LIM domain containing preferred translocation partner in lipoma","gene with protein product"
54,T109681,1909,0.9516,p4@FBLN1,e:2192,h:3600,B1AHN3,FBLN1,"fibulin 1","gene with protein product"
55,T149631,1907,0.9511,p2@PCDHB3,e:56132,h:8688,Q9Y5E6,PCDHB3,"protocadherin beta 3",protocadherin
56,T095797,1913,0.9503,p14@NFIA,e:4774,h:7784,Q12857,NFIA,"nuclear factor I A","gene with protein product"
57,T040666,1912,0.9503,p1@TGFB3,e:7043,h:11769,"A5YM40,B3KVH9,P10600,Q8WV88",TGFB3,"transforming growth factor beta 3","gene with protein product"
58,T097961,1910,0.9479,p10@BCAR3,e:8412,h:973,Q5TEW3,BCAR3,"breast cancer anti-estrogen resistance 3","gene with protein product"
59,T117130,1903,0.9477,p1@AOX1,e:316,h:553,Q06278,AOX1,"aldehyde oxidase 1","gene with protein product"
60,T076560,1908,0.9474,p6@NUCB1,e:4924,h:8043,Q02818,NUCB1,"nucleobindin 1","gene with protein product"
61,T156010,1899,0.9452,p4@BHMT2,e:23743,h:1048,Q9H2M3,BHMT2,"betaine--homocysteine S-methyltransferase 2","gene with protein product"
62,T150463,1897,0.9447,p1@MIR143HG,e:728264,h:42872,,CARMN,"cardiac mesoderm enhancer-associated non-coding RNA","RNA, long non-coding"
63,T186255,1896,0.9438,p2@TRAM1,e:23471,h:20568,E5RFP8,TRAM1,"translocation associated membrane protein 1","gene with protein product"
64,T048528,1896,0.9438,p5@EMP2,e:2013,h:3334,,EMP2,"epithelial membrane protein 2","gene with protein product"
65,T152676,1900,0.9434,p1@FGFR4,e:2264,h:3691,"P22455,E7EWF4,D6RJD4,D6RG06,G3JVM2",FGFR4,"fibroblast growth factor receptor 4","gene with protein product"
66,T067744,1885,0.9378,p1@CCDC68,e:80323,h:24350,Q9H2F9,CCDC68,"coiled-coil domain containing 68","gene with protein product"
67,T153732,1884,0.9378,p1@PRLR,e:5618,h:9446,D6RAN9,PRLR,"prolactin receptor","gene with protein product"
68,T198418,1877,0.9366,p104@FLNA,e:2316,h:3754,"E9KL45,P21333,Q60FE5,Q6NXF2,Q8TES4",FLNA,"filamin A","gene with protein product"
69,T151192,1883,0.9359,p3@GALNT10,e:55568,h:19873,,GALNT10,"polypeptide N-acetylgalactosaminyltransferase 10","gene with protein product"
70,T082952,1873,0.9337,p4@CREB3L4,e:148327,h:18854,Q5T4L0,CREB3L4,"cAMP responsive element binding protein 3 like 4","gene with protein product"
71,T147666,1873,0.9337,p7@EPB41L4A,e:64097,h:13278,Q9HCS5,EPB41L4A,"erythrocyte membrane protein band 4.1 like 4A","gene with protein product"
72,T063136,1871,0.9336,p4@GRB2,e:2885,h:4566,P62993,GRB2,"growth factor receptor bound protein 2","gene with protein product"
73,T073041,1870,0.9327,p5@FXYD1,e:5348,h:4025,O00168,FXYD1,"FXYD domain containing ion transport regulator 1","gene with protein product"
74,T154157,1867,0.9307,p1@GHR,e:2690,h:4263,P10912,GHR,"growth hormone receptor","gene with protein product"
75,T057399,1870,0.9280,p1@CCL14,e:6358,h:10612,Q16627,CCL14,"C-C motif chemokine ligand 14","gene with protein product"
76,T188356,1863,0.9246,"p5@PALM2,p7@AKAP2,p8@PALM2-AKAP2","e:11217,e:445815,e:114299","h:33529,h:372,h:15845","Q9Y2D5,Q8IXS6",PALM2-AKAP2,"PALM2-AKAP2 readthrough",readthrough
77,T125706,1854,0.9219,p6@TMEM150A,e:129303,h:24677,Q86TG1,TMEM150A,"transmembrane protein 150A","gene with protein product"
78,T015119,1853,0.9205,p1@SERPING1,e:710,h:1228,"B4E1F0,B4E1H2,C9JZJ9",SERPING1,"serpin family G member 1","gene with protein product"
79,T022210,1848,0.9199,p1@HPD,e:3242,h:5147,P32754,HPD,"4-hydroxyphenylpyruvate dioxygenase","gene with protein product"
80,T114583,1848,0.9199,p3@SSB,e:6741,h:11316,,SSB,"Sjogren syndrome antigen B","gene with protein product"
81,T069033,1847,0.9198,p4@PTPRM,e:5797,h:9675,"A7MBN1,P28827",PTPRM,"protein tyrosine phosphatase, receptor type M","gene with protein product"
82,T191786,1846,0.9193,p9@NFIB,e:4781,h:7785,Q5VW26,NFIB,"nuclear factor I B","gene with protein product"
83,T001268,1839,0.9181,p4@CASP7,e:840,h:1508,,CASP7,"caspase 7","gene with protein product"
84,T004353,1843,0.9174,p8@NRP1,e:8829,h:8004,Q6AWA9,NRP1,"neuropilin 1","gene with protein product"
85,T057878,1840,0.9168,p1@ERBB2,e:2064,h:3430,P04626,ERBB2,"erb-b2 receptor tyrosine kinase 2","gene with protein product"
86,T032995,1833,0.9147,p3@ELF1,e:1997,h:3316,P32519,ELF1,"E74 like ETS transcription factor 1","gene with protein product"
87,T182802,1836,0.9125,p1@NAT2,e:10,h:7646,E7EWF9,NAT2,"N-acetyltransferase 2","gene with protein product"
88,T043411,1831,0.9119,p6@C15orf52,e:388115,h:33488,,C15orf52,"chromosome 15 open reading frame 52","gene with protein product"
89,T095796,1828,0.9117,p7@NFIA,e:4774,h:7784,Q12857,NFIA,"nuclear factor I A","gene with protein product"
90,T089627,1828,0.9108,p2@KCTD3,e:51133,h:21305,"Q9Y597,E9PDU9,E9PDU8",KCTD3,"potassium channel tetramerization domain containing 3","gene with protein product"
91,T033158,1828,0.9099,p1@CCDC122,e:160857,h:26478,,CCDC122,"coiled-coil domain containing 122","gene with protein product"
92,T018419,1824,0.9097,p1@CHRDL2,e:25884,h:24168,Q6WN34,CHRDL2,"chordin like 2","gene with protein product"
93,T057995,1822,0.9065,p8@NR1D1,e:9572,h:7962,"F1D8S3,P20393",NR1D1,"nuclear receptor subfamily 1 group D member 1","gene with protein product"
94,T044773,1818,0.9054,p5@RFX7,e:64864,h:25777,"Q2KHR2,C9JU50",RFX7,"regulatory factor X7","gene with protein product"
95,T151471,1819,0.9050,p2@EBF1,e:1879,h:3126,"Q9UH73,B4E2U8",EBF1,"early B-cell factor 1","gene with protein product"
96,T114276,1814,0.9020,p12@COBLL1,e:22837,h:23571,C9J5Y6,COBLL1,"cordon-bleu WH2 repeat protein like 1","gene with protein product"
97,T129162,1812,0.9019,p1@ACPP,e:55,h:125,Q5FBY0,ACPP,"acid phosphatase, prostate","gene with protein product"
98,T027514,1808,0.9017,p4@ARHGEF25,e:115557,h:30275,"Q96M35,F8W7Z4,A9CQZ6,Q86VW2",ARHGEF25,"Rho guanine nucleotide exchange factor 25","gene with protein product"
99,T008311,1807,0.9012,p1@RBP4,e:5950,h:9922,P02753,RBP4,"retinol binding protein 4","gene with protein product"
100,T197664,1809,0.9009,p1@ATP11C,e:286410,h:13554,,ATP11C,"ATPase phospholipid transporting 11C","gene with protein product"
101,T191004,1806,0.9003,p2@RXRA,e:6256,h:10477,"F1D8Q5,P19793,Q6P3U7",RXRA,"retinoid X receptor alpha","gene with protein product"
102,T132514,1807,0.8999,p1@EHHADH,e:1962,h:3247,"C9JJE0,B4DWG3",EHHADH,"enoyl-CoA hydratase and 3-hydroxyacyl CoA dehydrogenase","gene with protein product"
103,T038699,1805,0.8989,p1@FERMT2,e:10979,h:15767,Q96AC1,FERMT2,"fermitin family member 2","gene with protein product"
104,T153930,1806,0.8985,p4@LIFR,e:3977,h:6597,D6RJ94,LIFR,"leukemia inhibitory factor receptor alpha","gene with protein product"
105,T113834,1803,0.8979,p2@TANC1,e:85461,h:29364,Q9C0D5,TANC1,"tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 1","gene with protein product"
106,T051739,1805,0.8976,p1@LONP2,e:83752,h:20598,"Q86WA8,E7EN44,B7ZKL7",LONP2,"lon peptidase 2, peroxisomal","gene with protein product"
107,T132750,1800,0.8964,p2@MASP1,e:5648,h:6901,C9JMA2,MASP1,"mannan binding lectin serine peptidase 1","gene with protein product"
108,T184532,1797,0.8949,p3@FGFR1,e:2260,h:3688,"P11362,C9J205,E9PN14",FGFR1,"fibroblast growth factor receptor 1","gene with protein product"
109,T191788,1796,0.8922,p1@NFIB,e:4781,h:7785,Q5VW27,NFIB,"nuclear factor I B","gene with protein product"
110,T029582,1792,0.8911,p1@ACSS3,e:79611,h:24723,Q9H6R3,ACSS3,"acyl-CoA synthetase short-chain family member 3","gene with protein product"
111,T008573,1787,0.8899,p2@TM9SF3,e:56889,h:21529,Q9HD45,TM9SF3,"transmembrane 9 superfamily member 3","gene with protein product"
112,T030281,1785,0.8889,p6@A2M,e:2,h:7,P01023,A2M,alpha-2-macroglobulin,"gene with protein product"
113,T102380,1787,0.8882,p1@TSHZ2,e:128553,h:13010,Q9NRE2,TSHZ2,"teashirt zinc finger homeobox 2","gene with protein product"
114,T021472,1783,0.8879,p2@TBX3,e:6926,h:11602,"C9JIZ8,O15119",TBX3,"T-box 3","gene with protein product"
115,T049654,1783,0.8879,p1@SLC9A3R2,e:9351,h:11076,"Q15599,D3DU85",SLC9A3R2,"SLC9A3 regulator 2","gene with protein product"
116,T109775,1779,0.8868,p6@PPARA,e:5465,h:9232,,PPARA,"peroxisome proliferator activated receptor alpha","gene with protein product"
117,T129308,1770,0.8824,p1@SLCO2A1,e:6578,h:10955,F8W9W8,SLCO2A1,"solute carrier organic anion transporter family member 2A1","gene with protein product"
118,T014268,1770,0.8819,p4@C11orf96,e:387763,h:38675,Q7Z7L8,C11orf96,"chromosome 11 open reading frame 96","gene with protein product"
119,T128053,1769,0.8814,p1@HGD,e:3081,h:4892,,HGD,"homogentisate 1,2-dioxygenase","gene with protein product"
120,T124858,1766,0.8812,p1@PCYOX1,e:51449,h:20588,"F8W8W4,Q9UHG3",PCYOX1,"prenylcysteine oxidase 1","gene with protein product"
121,T169847,1762,0.8788,p3@GPER,e:2852,h:4485,"Q99527,Q63ZY2",GPER1,"G protein-coupled estrogen receptor 1","gene with protein product"
122,T036300,1762,0.8771,"p1@ANG,p1@RNASE4","e:6038,e:283","h:10047,h:483",P34096,RNASE4,"ribonuclease A family member 4","gene with protein product"
123,T093338,1763,0.8762,p4@SERINC2,e:347735,h:23231,"E7EUZ9,Q96IM8,Q96SA4",SERINC2,"serine incorporator 2","gene with protein product"
124,T080263,1758,0.8751,p2@GSTM1,e:2944,h:4632,P09488,GSTM1,"glutathione S-transferase mu 1","gene with protein product"
125,T035317,1752,0.8721,"p1@DIO3OS,p1@MIR1247","e:100302145,e:64150","h:35313,h:20348",,MIR1247,"microRNA 1247","RNA, micro"
126,T003591,1734,0.8631,p15@KIAA1217,e:56243,h:25428,Q5T5P0,KIAA1217,KIAA1217,"gene with protein product"
127,T147667,1727,0.8613,p3@EPB41L4A,e:64097,h:13278,Q9HCS5,EPB41L4A,"erythrocyte membrane protein band 4.1 like 4A","gene with protein product"
