Hsz-MDM4,2000,1000,T088342-MDM4,"p3@MDM4"
rank,ID,Fabs,Frel,association_with_transcript,entrezgene_id,hgnc_id,uniprot_id,gene_name,description,type
1,T088341,2014,1.0000,p1@MDM4,e:4194,h:6974,"O15151,B4E122,Q6MZR7,Q2M2Y2,Q59FS6,Q32SL2",MDM4,"MDM4, p53 regulator","gene with protein product"
2,T123715,2009,1.0000,p2@C2orf63,e:130162,h:26453,Q8NHS4,CLHC1,"clathrin heavy chain linker domain containing 1","gene with protein product"
3,T079127,2004,1.0000,p1@ZNF557,e:79230,h:28632,Q8N988,ZNF557,"zinc finger protein 557","gene with protein product"
4,T199998,2007,0.9995,p1@ZNF182,e:7569,h:13001,"P17025,Q96QH7",ZNF182,"zinc finger protein 182","gene with protein product"
5,T116585,2004,0.9995,p3@TMEM194B,e:100131211,h:33700,F8VWJ7,NEMP2,"nuclear envelope integral membrane protein 2","gene with protein product"
6,T149262,2008,0.9990,p2@KDM3B,e:51780,h:1337,Q7LBC6,KDM3B,"lysine demethylase 3B","gene with protein product"
7,T184926,2007,0.9990,p4@HOOK3,e:84376,h:23576,,HOOK3,"hook microtubule tethering protein 3","gene with protein product"
8,T136138,2003,0.9980,p3@EDEM1,e:9695,h:18967,Q92611,EDEM1,"ER degradation enhancing alpha-mannosidase like protein 1","gene with protein product"
9,T123716,2001,0.9980,p4@C2orf63,e:130162,h:26453,,CLHC1,"clathrin heavy chain linker domain containing 1","gene with protein product"
10,T160702,2005,0.9970,p1@ZBTB2,e:57621,h:20868,Q8N680,ZBTB2,"zinc finger and BTB domain containing 2","gene with protein product"
11,T144796,1997,0.9970,p2@KIAA0232,e:9778,h:28992,Q92628,KIAA0232,KIAA0232,"gene with protein product"
12,T133487,2001,0.9965,p7@RNF168,e:165918,h:26661,F8WD60,RNF168,"ring finger protein 168","gene with protein product"
13,T051612,1998,0.9965,p6@FAM100A,e:124402,h:29576,Q8TB05,UBALD1,"UBA like domain containing 1","gene with protein product"
14,T163877,2004,0.9960,p1@HCP5,e:10866,h:21659,,HCP5,"HLA complex P5 (non-protein coding)","RNA, long non-coding"
15,T010594,1998,0.9955,p2@CBL,e:867,h:1541,P22681,CBL,"Cbl proto-oncogene","gene with protein product"
16,T121745,2001,0.9950,p6@SLC4A1AP,e:22950,h:13813,Q9BWU0,SLC4A1AP,"solute carrier family 4 member 1 adaptor protein","gene with protein product"
17,T126058,1998,0.9950,p4@EIF2AK3,e:9451,h:3255,"Q9NZJ5,B3KY45",EIF2AK3,"eukaryotic translation initiation factor 2 alpha kinase 3","gene with protein product"
18,T173777,1999,0.9945,p4@SP4,e:6671,h:11209,,SP4,"Sp4 transcription factor","gene with protein product"
19,T022890,2000,0.9940,p5@APOLD1,e:81575,h:25268,Q96LR9,APOLD1,"apolipoprotein L domain containing 1","gene with protein product"
20,T119746,1994,0.9925,p3@AGFG1,e:3267,h:5175,"B3KUL1,E9PHX7,P52594",AGFG1,"ArfGAP with FG repeats 1","gene with protein product"
21,T194528,1993,0.9920,p27@ZCCHC6,e:79670,h:25817,,ZCCHC6,"zinc finger CCHC-type containing 6","gene with protein product"
22,T102204,1994,0.9915,p7@ADNP,e:23394,h:15766,Q9H2P0,ADNP,"activity dependent neuroprotector homeobox","gene with protein product"
23,T022394,1989,0.9915,p3@PITPNM2,e:57605,h:21044,F5H361,PITPNM2,"phosphatidylinositol transfer protein membrane associated 2","gene with protein product"
24,T178878,1991,0.9905,p5@TRIM4,e:89122,h:16275,,TRIM4,"tripartite motif containing 4","gene with protein product"
25,T062169,1990,0.9886,p4@AMZ2,e:51321,h:28041,,AMZ2,"archaelysin family metallopeptidase 2","gene with protein product"
26,T174030,1980,0.9861,p2@TRA2A,e:29896,h:16645,"Q13595,B4DQI6,F8WEH2,Q549U1",TRA2A,"transformer 2 alpha homolog","gene with protein product"
27,T080506,1981,0.9856,p1@LRIF1,e:55791,h:30299,Q5T3J3,LRIF1,"ligand dependent nuclear receptor interacting factor 1","gene with protein product"
28,T088340,1980,0.9851,p4@MDM4,e:4194,h:6974,"Q2M2Y2,Q59FS6,Q32SL2,O15151",MDM4,"MDM4, p53 regulator","gene with protein product"
29,T192644,1969,0.9825,p1@NFX1,e:4799,h:7803,"E9PG33,Q12986,F5GXD0",NFX1,"nuclear transcription factor, X-box binding 1","gene with protein product"
30,T032986,1972,0.9821,p1@ELF1,e:1997,h:3316,P32519,ELF1,"E74 like ETS transcription factor 1","gene with protein product"
31,T069145,1973,0.9816,p2@ADNP2,e:22850,h:23803,,ADNP2,"ADNP homeobox 2","gene with protein product"
32,T130524,1970,0.9801,p9@MBNL1,e:4154,h:6923,,MBNL1,"muscleblind like splicing regulator 1","gene with protein product"
33,T063210,1970,0.9786,p2@SAP30BP,e:29115,h:30785,,SAP30BP,"SAP30 binding protein","gene with protein product"
34,T129518,1968,0.9781,p2@CEP70,e:80321,h:29972,"C9J710,E9PHG6",CEP70,"centrosomal protein 70","gene with protein product"
35,T084685,1963,0.9781,p5@ARHGAP30,e:257106,h:27414,"E7EPG0,Q7Z6I6,Q6ZTY0",ARHGAP30,"Rho GTPase activating protein 30","gene with protein product"
36,T089312,1955,0.9765,p7@RCOR3,e:55758,h:25594,,RCOR3,"REST corepressor 3","gene with protein product"
37,T135584,1956,0.9746,p5@QRICH1,e:54870,h:24713,C9JAL2,QRICH1,"glutamine rich 1","gene with protein product"
38,T098587,1960,0.9727,p2@SIRPB1,"e:100653194,e:10326",h:15928,,SIRPB1,"signal regulatory protein beta 1","gene with protein product"
39,T173096,1951,0.9721,p4@RBM33,e:155435,h:27223,Q96EV2,RBM33,"RNA binding motif protein 33","gene with protein product"
40,T148478,1950,0.9716,p1@RAPGEF6,e:51735,h:20655,"E7EWD4,A3KN82,E9PDV7,B7Z7Y1,B2RTU6,B7ZML2,Q8TEU7,A5PLL6",RAPGEF6,"Rap guanine nucleotide exchange factor 6","gene with protein product"
41,T022432,1950,0.9711,p3@C12orf65,e:91574,h:26784,,C12orf65,"chromosome 12 open reading frame 65","gene with protein product"
42,T056211,1943,0.9662,p8@ULK2,e:9706,h:13480,Q8IYT8,ULK2,"unc-51 like autophagy activating kinase 2","gene with protein product"
43,T107940,1937,0.9661,p1@PRR14L,e:253143,h:28738,"Q5THK1,C9J9V0",PRR14L,"proline rich 14 like","gene with protein product"
44,T051426,1938,0.9656,p1@ZNF597,e:146434,h:26573,Q96LX8,ZNF597,"zinc finger protein 597","gene with protein product"
